LoanID,OriginationDate,CustomerID,ProductID,BranchID,DisbursedAmount_VND,TermMonths,InterestRate,Status
L001046,2024-11-24,C03045,P101,B031,50969685,120,0.1189,Disbursed
L001047,2024-11-17,C03234,P105,B013,66468475,12,0.1098,Disbursed
L001048,2024-11-10,C03865,P105,B022,43040788,36,0.1079,Disbursed
L001049,2024-11-08,C03659,P101,B044,43949312,36,0.09,Disbursed
L001050,2024-11-05,C01309,P104,B026,111645699,180,0.0907,Disbursed
L001051,2024-11-03,C00453,P106,B030,30414135,180,0.1145,Disbursed
L001052,2024-11-04,C04097,P105,B049,40460348,180,0.0752,Disbursed
L001053,2024-11-02,C02423,P101,B036,43031363,180,0.1037,Disbursed
L001054,2024-11-21,C04936,P104,B047,135900676,12,0.1057,Disbursed
L001055,2024-11-13,C00524,P105,B009,42006694,120,0.1419,Disbursed
L001056,2024-11-25,C00367,P106,B044,31714719,240,0.1502,Disbursed
L001057,2024-11-09,C00674,P101,B035,42114487,36,0.1075,Approved Not Disbursed
L001058,2024-11-23,C02157,P102,B016,119338307,240,0.1319,Disbursed
L001059,2024-11-25,C03302,P105,B019,51963140,60,0.1031,Disbursed
L001060,2024-11-26,C02487,P101,B020,82742804,60,0.1422,Disbursed
L001061,2024-11-19,C02308,P103,B026,74535709,24,0.1469,Disbursed
L001062,2024-11-22,C02477,P101,B049,28243127,180,0.1214,Disbursed
L001063,2024-11-08,C02624,P101,B025,7934574496,24,0.1512,Disbursed
L001064,2024-11-27,C03893,P103,B005,4172230772,12,0.1073,Disbursed
L001065,2024-11-19,C02932,P101,B026,112542741,36,0.1216,Disbursed
L001066,2024-11-22,C02134,P106,B003,250851030,24,0.1379,Disbursed
L001067,2024-11-29,C00077,P105,B014,58130142,240,0.1199,Disbursed
L001068,2024-11-26,C01916,P104,B025,496170204,24,0.0879,Disbursed
L001069,2024-11-29,C01830,P104,B006,29581671,36,0.1157,Disbursed
L001070,2024-11-22,C01213,P102,B026,61241979,180,0.1092,Disbursed
L001071,2024-11-14,C01880,P105,B025,31861348,60,0.113,Approved Not Disbursed
L001072,2024-11-26,C03109,P101,B034,55198694,36,0.1199,Disbursed
L001073,2024-11-05,C04313,P102,B050,27413223,60,0.1182,Disbursed
L001074,2024-11-02,C03205,P103,B049,100607879,36,0.0758,Disbursed
L001075,2024-11-11,C04873,P106,B027,75088476,180,0.1537,Disbursed
L001076,2024-11-23,C02761,P104,B041,125638186,180,0.1111,Disbursed
L001077,2024-11-07,C01112,P101,B008,96673516,24,0.1419,Disbursed
L001078,2024-11-13,C00068,P103,B035,58712031,60,0.1502,Disbursed
L001079,2024-11-05,C03298,P101,B012,45215827,240,0.1042,Disbursed
L001080,2024-11-07,C00628,P103,B044,3017571345,60,0.1408,Disbursed
L001081,2024-11-16,C00803,P103,B010,72549708,36,0.1429,Disbursed
L001082,2024-11-01,C04938,P104,B030,38864693,60,0.0874,Disbursed
L001083,2024-11-08,C04356,P106,B025,31061897,60,0.1547,Disbursed
L001084,2024-11-11,C00408,P106,B019,84545099,240,0.1019,Disbursed
L001085,2024-11-19,C02596,P102,B006,66088486,120,0.1331,Disbursed
L001086,2024-11-19,C04905,P101,B046,16692668,180,0.1518,Disbursed
L001087,2024-11-23,C03264,P105,B034,52708976,12,0.1484,Disbursed
L001088,2024-11-18,C01697,P106,B046,64379702,60,0.1018,Disbursed
L001089,2024-11-10,C00756,P103,B007,854933280,24,0.0795,Disbursed
L001090,2024-11-05,C02910,P101,B027,729101323,36,0.1155,Disbursed
L001091,2024-11-17,C03191,P101,B043,53036890,24,0.0797,Approved Not Disbursed
L001092,2024-11-18,C04656,P103,B020,50577292,180,0.1237,Disbursed
L001093,2024-11-17,C02832,P102,B017,30081162,24,0.1277,Rejected
