LoanID,OriginationDate,CustomerID,ProductID,BranchID,DisbursedAmount_VND,TermMonths,InterestRate,Status
L000176,2023-05-18,C02867,P103,B043,501238911,240,0.1329,Disbursed
L000177,2023-05-24,C00978,P103,B026,15221066,240,0.091,Approved Not Disbursed
L000178,2023-05-08,C00958,P106,B040,951893489,120,0.0876,Disbursed
L000179,2023-05-14,C02061,P102,B038,726390667,24,0.1343,Disbursed
L000180,2023-05-13,C04817,P105,B024,31372867,240,0.0974,Disbursed
L000181,2023-05-03,C00356,P103,B018,38559302,120,0.1276,Rejected
L000182,2023-05-18,C02521,P106,B017,1501937434,120,0.1371,Disbursed
L000183,2023-05-14,C03653,P105,B018,41412219,120,0.1402,Approved Not Disbursed
L000184,2023-05-27,C02768,P105,B014,32614065,180,0.0985,Disbursed
L000185,2023-05-11,C01852,P104,B016,115154277,120,0.1257,Disbursed
L000186,2023-05-25,C00435,P101,B003,48740323,60,0.1059,Disbursed
L000187,2023-05-23,C03299,P106,B031,43267392,36,0.0917,Disbursed
L000188,2023-05-21,C01782,P104,B022,2264142184,240,0.1014,Disbursed
L000189,2023-05-04,C01094,P104,B003,1039961421,240,0.1078,Disbursed
L000190,2023-05-10,C02598,P106,B023,163408090,120,0.1476,Disbursed
L000191,2023-05-08,C03062,P105,B045,23787268,120,0.1391,Disbursed
L000192,2023-05-12,C04845,P105,B014,57100299,180,0.1368,Disbursed
L000193,2023-05-05,C00195,P101,B026,6972445110,120,0.1463,Disbursed
L000194,2023-05-23,C00737,P105,B034,50895264629,36,0.0959,Approved Not Disbursed
L000195,2023-05-10,C04097,P106,B049,67152294,120,0.0811,Disbursed
L000196,2023-05-15,C03824,P105,B009,651886240,240,0.0967,Disbursed
L000197,2023-05-20,C01093,P106,B007,81360168,60,0.1179,Disbursed
L000198,2023-05-21,C02465,P105,B019,58829548,240,0.1471,Disbursed
L000199,2023-05-25,C03795,P104,B046,1764181841,240,0.1494,Disbursed
L000200,2023-05-29,C04798,P106,B027,52234196,12,0.0939,Disbursed
L000201,2023-05-05,C00354,P103,B027,39013862,60,0.0901,Disbursed
L000202,2023-05-09,C03279,P101,B027,837848668,60,0.1305,Disbursed
L000203,2023-05-19,C04189,P102,B016,47915667,60,0.1176,Disbursed
L000204,2023-05-23,C00235,P102,B047,101969539,24,0.098,Disbursed
L000205,2023-05-03,C00403,P105,B050,61386452,240,0.094,Disbursed
L000206,2023-05-17,C04432,P105,B026,515536598,240,0.0943,Disbursed
L000207,2023-05-22,C02812,P105,B048,60693475,180,0.1156,Disbursed
L000208,2023-05-29,C02667,P101,B021,22464109,180,0.1434,Disbursed
L000209,2023-05-26,C03471,P104,B040,39815147,60,0.1009,Disbursed
L000210,2023-05-14,C02717,P106,B037,1551376907,60,0.1549,Disbursed
L000211,2023-05-13,C00636,P101,B019,41772127,120,0.1517,Disbursed
L000212,2023-05-29,C03627,P104,B022,29263198,12,0.0971,Disbursed
L000213,2023-05-24,C04896,P104,B018,944087548,24,0.0769,Approved Not Disbursed
L000214,2023-05-10,C01857,P104,B042,354380380,36,0.1266,Disbursed
L000215,2023-05-06,C01193,P106,B002,474410550,240,0.1188,Disbursed
L000216,2023-05-14,C00764,P103,B035,113964138,120,0.1174,Disbursed
L000217,2023-05-02,C00275,P106,B004,64915653,24,0.0812,Disbursed
L000218,2023-05-01,C04624,P106,B039,31525906,24,0.0876,Approved Not Disbursed
L000219,2023-05-22,C00704,P101,B012,35366171,120,0.1101,Disbursed
L000220,2023-05-03,C02885,P105,B020,59804427924,24,0.1491,Disbursed
L000221,2023-05-18,C02867,P106,B043,891582952,12,0.107,Disbursed
L000222,2023-05-03,C01949,P105,B019,478888634,180,0.1452,Disbursed
L000223,2023-05-23,C03972,P103,B048,38545348,240,0.0889,Disbursed
L000224,2023-05-04,C02031,P105,B026,39951900,12,0.1531,Disbursed
L000225,2023-05-30,C01732,P101,B045,699174744,120,0.135,Rejected
L000226,2023-05-22,C04842,P102,B040,34718829,24,0.1425,Disbursed
L000227,2023-05-27,C02974,P104,B034,29819506,180,0.1215,Disbursed
L000228,2023-05-23,C01766,P103,B022,142269960,120,0.1418,Disbursed
L000229,2023-05-06,C01794,P102,B042,78754420,12,0.084,Disbursed
L000230,2023-05-16,C04505,P103,B001,28702547,24,0.1425,Disbursed
