LoanID,OriginationDate,CustomerID,ProductID,BranchID,DisbursedAmount_VND,TermMonths,InterestRate,Status
L001681,2025-12-29,C04992,P105,B040,20486395,60,0.1453,Disbursed
L001682,2025-12-01,C02467,P104,B009,8987576176,60,0.1156,Disbursed
L001683,2025-12-06,C01102,P101,B002,4638211606,36,0.1539,Disbursed
L001684,2025-12-22,C01187,P101,B022,517353508,24,0.1009,Disbursed
L001685,2025-12-25,C00706,P103,B001,39898212,24,0.1242,Disbursed
L001686,2025-12-24,C02859,P103,B033,1446103908,240,0.1539,Disbursed
L001687,2025-12-30,C03208,P105,B034,2452500708,120,0.124,Disbursed
L001688,2025-12-04,C02400,P106,B046,38335343,180,0.1453,Disbursed
L001689,2025-12-21,C03324,P106,B018,327520104,36,0.1168,Disbursed
L001690,2025-12-21,C01607,P104,B006,99347496,60,0.0968,Disbursed
L001691,2025-12-09,C04048,P103,B009,66302314,180,0.1546,Approved Not Disbursed
L001692,2025-12-18,C01651,P104,B018,1316723019,60,0.103,Rejected
L001693,2025-12-10,C03364,P105,B048,1842118497,60,0.1509,Disbursed
L001694,2025-12-25,C04880,P102,B038,27997517,120,0.1218,Disbursed
L001695,2025-12-01,C04365,P101,B011,64138052,24,0.0998,Disbursed
L001696,2025-12-09,C02675,P105,B037,73047756,12,0.1004,Disbursed
L001697,2025-12-07,C02177,P101,B009,66943936,120,0.1545,Disbursed
L001698,2025-12-01,C04739,P106,B018,66407191,24,0.1095,Disbursed
L001699,2025-12-15,C03773,P106,B050,63140242,180,0.0778,Disbursed
L001700,2025-12-24,C04948,P104,B022,97308696,60,0.084,Disbursed
L001701,2025-12-22,C01125,P103,B049,1051672368,180,0.1534,Disbursed
L001702,2025-12-13,C00547,P102,B050,24438486,60,0.1415,Rejected
L001703,2025-12-13,C01862,P102,B017,21667069,24,0.0837,Approved Not Disbursed
L001704,2025-12-09,C02026,P105,B013,5234230407,24,0.1414,Disbursed
L001705,2025-12-03,C03391,P104,B030,111117412,240,0.0885,Disbursed
L001706,2025-12-09,C00648,P104,B028,532056426,36,0.1139,Disbursed
L001707,2025-12-04,C02276,P101,B019,60266200,24,0.1022,Disbursed
L001708,2025-12-28,C02885,P103,B020,70463154906,120,0.1412,Disbursed
L001709,2025-12-30,C04458,P102,B013,43143082,180,0.0881,Disbursed
L001710,2025-12-13,C03854,P105,B043,53746791,36,0.0986,Disbursed
L001711,2025-12-14,C03190,P106,B010,61325463,24,0.1124,Disbursed
L001712,2025-12-10,C00664,P101,B041,1189907374,120,0.0861,Disbursed
L001713,2025-12-14,C01654,P106,B006,1806121970,24,0.0926,Approved Not Disbursed
L001714,2025-12-28,C01595,P103,B027,7455534560,180,0.0798,Rejected
L001715,2025-12-25,C00689,P105,B007,48996558,60,0.1503,Disbursed
L001716,2025-12-14,C00768,P101,B050,44488280,12,0.1303,Disbursed
L001717,2025-12-10,C03016,P105,B008,58675421,60,0.1479,Disbursed
L001718,2025-12-08,C01476,P103,B015,64098484,120,0.1194,Rejected
L001719,2025-12-27,C00651,P105,B026,28642233,180,0.1053,Disbursed
L001720,2025-12-31,C03661,P103,B019,590401454,120,0.1525,Disbursed
L001721,2025-12-28,C00961,P106,B036,34370215,36,0.0965,Disbursed
L001722,2025-12-22,C02270,P102,B022,66918490,60,0.1133,Disbursed
L001723,2025-12-10,C04745,P104,B041,865145470,12,0.1314,Disbursed
L001724,2025-12-28,C02925,P103,B050,35095367,180,0.1421,Disbursed
L001725,2025-12-21,C04279,P105,B041,42368295,240,0.1066,Disbursed
L001726,2025-12-17,C02079,P105,B034,131702711,180,0.12,Disbursed
L001727,2025-12-25,C04611,P101,B025,30314793,60,0.119,Approved Not Disbursed
L001728,2025-12-29,C02884,P102,B019,37286840,24,0.1527,Disbursed
L001729,2025-12-20,C01048,P102,B001,59771657,120,0.077,Disbursed
L001730,2025-12-08,C02259,P102,B041,94500174,240,0.1094,Disbursed
L001731,2025-12-31,C04936,P102,B047,43700641,180,0.1249,Disbursed
L001732,2025-12-09,C00960,P102,B026,45891268,120,0.1223,Disbursed
L001733,2025-12-31,C01248,P105,B048,60863908,120,0.1516,Disbursed
L001734,2025-12-29,C00586,P102,B021,65966306,180,0.0767,Disbursed
L001735,2025-12-27,C01080,P103,B025,848131315,120,0.1341,Disbursed
L001736,2025-12-18,C03303,P103,B019,55701070,240,0.1166,Disbursed
L001737,2025-12-08,C02096,P102,B022,17112193,120,0.1177,Disbursed
L001738,2025-12-31,C03037,P105,B028,62218546,60,0.0966,Approved Not Disbursed
L001739,2025-12-26,C00277,P105,B015,1024438178,12,0.1044,Disbursed
L001740,2025-12-31,C02929,P105,B010,74734979,12,0.0932,Rejected
L001741,2025-12-07,C00153,P105,B022,32609634,12,0.1282,Disbursed
