LoanID,OriginationDate,CustomerID,ProductID,BranchID,DisbursedAmount_VND,TermMonths,InterestRate,Status
L001336,2025-05-21,C02262,P104,B045,29999239,12,0.1232,Disbursed
L001337,2025-05-20,C00380,P106,B031,60857518,12,0.1493,Approved Not Disbursed
L001338,2025-05-01,C03754,P106,B027,63804888,36,0.1287,Disbursed
L001339,2025-05-20,C02943,P105,B040,1150987555,60,0.1435,Disbursed
L001340,2025-05-13,C03572,P102,B009,5654284857,120,0.0862,Disbursed
L001341,2025-05-02,C02132,P104,B025,91095183,24,0.0979,Approved Not Disbursed
L001342,2025-05-20,C01915,P102,B036,24155436,36,0.1263,Disbursed
L001343,2025-05-26,C02892,P106,B033,80932882,120,0.1078,Disbursed
L001344,2025-05-15,C04485,P102,B048,20268490,120,0.1475,Disbursed
L001345,2025-05-03,C01458,P102,B041,93956608,36,0.1112,Disbursed
L001346,2025-05-03,C01671,P106,B011,8598561997,60,0.1192,Disbursed
L001347,2025-05-31,C04338,P104,B040,99821337,180,0.0803,Disbursed
L001348,2025-05-06,C03845,P104,B021,34883351,36,0.1152,Approved Not Disbursed
L001349,2025-05-30,C00315,P106,B022,586914011,36,0.1012,Disbursed
L001350,2025-05-18,C02388,P104,B042,158281827,240,0.113,Approved Not Disbursed
L001351,2025-05-29,C01319,P101,B033,87657605,60,0.112,Disbursed
L001352,2025-05-20,C03220,P104,B048,20371509555,24,0.0831,Disbursed
L001353,2025-05-09,C01283,P104,B025,3956205297,120,0.0864,Disbursed
L001354,2025-05-28,C00778,P105,B026,40054012,24,0.0795,Disbursed
L001355,2025-05-01,C01546,P106,B024,1364042426,180,0.1399,Disbursed
L001356,2025-05-28,C02015,P104,B030,25648181,36,0.1256,Disbursed
L001357,2025-05-27,C03591,P105,B019,984179045,120,0.112,Disbursed
L001358,2025-05-08,C02050,P101,B026,46499025,12,0.1363,Disbursed
L001359,2025-05-25,C02680,P101,B005,75534540,240,0.1282,Disbursed
L001360,2025-05-17,C01571,P106,B044,961283696,120,0.1401,Disbursed
L001361,2025-05-27,C02085,P101,B030,24714840,180,0.1159,Disbursed
L001362,2025-05-04,C00773,P101,B020,23412732,60,0.1144,Disbursed
L001363,2025-05-04,C03563,P103,B024,700331421,240,0.1024,Disbursed
L001364,2025-05-07,C00784,P102,B032,37577608,12,0.0889,Disbursed
L001365,2025-05-01,C02207,P101,B026,386179449,60,0.0837,Disbursed
L001366,2025-05-06,C02724,P102,B045,65722459,180,0.133,Disbursed
L001367,2025-05-12,C03668,P101,B040,81792151,12,0.0968,Disbursed
L001368,2025-05-12,C00819,P103,B032,46319319,12,0.1264,Approved Not Disbursed
L001369,2025-05-21,C01007,P104,B037,711200312,120,0.1313,Rejected
L001370,2025-05-31,C00893,P104,B013,40704865,120,0.1054,Disbursed
L001371,2025-05-31,C04265,P105,B022,2387060574,60,0.0952,Approved Not Disbursed
L001372,2025-05-07,C00993,P104,B047,96839403,36,0.1407,Disbursed
L001373,2025-05-29,C01727,P101,B040,44872961,36,0.1203,Disbursed
L001374,2025-05-17,C00040,P101,B006,11985783474,12,0.1429,Approved Not Disbursed
L001375,2025-05-12,C00108,P101,B033,30642210,180,0.1158,Disbursed
L001376,2025-05-22,C03104,P104,B045,723926338,12,0.1517,Disbursed
L001377,2025-05-30,C01180,P105,B042,35520992,60,0.115,Disbursed
L001378,2025-05-15,C02859,P106,B033,846328878,180,0.0949,Disbursed
L001379,2025-05-15,C02269,P101,B019,434470729,240,0.1327,Disbursed
L001380,2025-05-24,C03705,P106,B035,68643924,24,0.1228,Disbursed
L001381,2025-05-06,C03031,P102,B036,2473606353,180,0.1044,Disbursed
L001382,2025-05-09,C04010,P102,B010,61846530,36,0.1478,Disbursed
L001383,2025-05-18,C00994,P105,B022,34960086,120,0.1239,Disbursed
L001384,2025-05-02,C02992,P104,B035,7991961789,240,0.1485,Disbursed
L001385,2025-05-24,C03768,P104,B027,28064049,180,0.0866,Disbursed
L001386,2025-05-18,C00613,P103,B022,768131911,240,0.131,Disbursed
L001387,2025-05-12,C03011,P101,B006,54568471,120,0.1443,Rejected
L001388,2025-05-10,C02011,P101,B019,641016815,240,0.1169,Disbursed
L001389,2025-05-24,C01260,P101,B033,73550963,24,0.1153,Disbursed
L001390,2025-05-05,C03439,P102,B034,6199717800,12,0.1079,Disbursed
L001391,2025-05-28,C03178,P105,B021,112652067,24,0.1448,Disbursed
L001392,2025-05-22,C01012,P105,B037,43928284,120,0.1464,Disbursed
