LoanID,OriginationDate,CustomerID,ProductID,BranchID,DisbursedAmount_VND,TermMonths,InterestRate,Status
L001631,2025-11-27,C01472,P104,B001,99528090,60,0.1257,Disbursed
L001632,2025-11-14,C01165,P106,B034,27480108571,36,0.1122,Disbursed
L001633,2025-11-06,C01771,P106,B006,54900624,36,0.1152,Disbursed
L001634,2025-11-05,C00150,P106,B001,37146990,120,0.1479,Disbursed
L001635,2025-11-16,C03330,P106,B006,30640024,180,0.1483,Disbursed
L001636,2025-11-03,C01610,P104,B012,511866427,24,0.076,Disbursed
L001637,2025-11-03,C02305,P105,B039,43309760,60,0.0798,Disbursed
L001638,2025-11-12,C03438,P101,B050,56905887,60,0.1491,Rejected
L001639,2025-11-01,C02558,P103,B043,20520128,60,0.1062,Disbursed
L001640,2025-11-23,C01282,P101,B010,405393452,240,0.1049,Disbursed
L001641,2025-11-14,C04341,P105,B012,77306585,240,0.084,Disbursed
L001642,2025-11-20,C04479,P105,B019,40167602,180,0.0935,Disbursed
L001643,2025-11-11,C03809,P101,B038,211668015,60,0.1101,Disbursed
L001644,2025-11-30,C00635,P101,B048,4233361069,36,0.1432,Disbursed
L001645,2025-11-06,C02447,P101,B037,29232441,120,0.0803,Disbursed
L001646,2025-11-14,C00449,P104,B049,30895167,12,0.13,Disbursed
L001647,2025-11-29,C02351,P104,B011,357054726,36,0.0943,Rejected
L001648,2025-11-17,C02993,P101,B035,409640398,12,0.0977,Disbursed
L001649,2025-11-08,C04111,P106,B005,3196736842,240,0.1431,Disbursed
L001650,2025-11-11,C01631,P105,B045,4907483458,180,0.0938,Disbursed
L001651,2025-11-24,C04397,P104,B005,25877229,120,0.1399,Disbursed
L001652,2025-11-07,C03905,P105,B020,1329832841,240,0.0901,Disbursed
L001653,2025-11-30,C01649,P103,B020,29896137,60,0.0829,Disbursed
L001654,2025-11-07,C00537,P101,B045,980616636,180,0.1014,Disbursed
L001655,2025-11-21,C03312,P106,B022,964100189,120,0.1137,Disbursed
L001656,2025-11-25,C04158,P103,B026,62501975998,24,0.15,Disbursed
L001657,2025-11-07,C00198,P103,B041,631602974,12,0.1541,Approved Not Disbursed
L001658,2025-11-06,C01880,P103,B025,46494155,240,0.1405,Disbursed
L001659,2025-11-04,C02929,P106,B010,40290984,240,0.1318,Disbursed
L001660,2025-11-05,C03641,P102,B033,1130677089,180,0.1284,Disbursed
L001661,2025-11-12,C04300,P106,B039,32693473,240,0.0855,Disbursed
L001662,2025-11-16,C00719,P105,B035,111618299,180,0.1186,Disbursed
L001663,2025-11-02,C01099,P106,B048,708433785,36,0.0785,Disbursed
L001664,2025-11-08,C04250,P101,B027,14254414,240,0.1297,Disbursed
L001665,2025-11-26,C01214,P102,B025,36858363,240,0.102,Disbursed
L001666,2025-11-04,C02599,P106,B004,24971828,120,0.1122,Disbursed
L001667,2025-11-21,C01635,P106,B005,20673532,120,0.1322,Disbursed
L001668,2025-11-16,C04259,P104,B038,21205429,60,0.1065,Disbursed
L001669,2025-11-27,C02362,P104,B033,54200516,24,0.1472,Disbursed
L001670,2025-11-07,C00318,P105,B041,53683261,60,0.1327,Disbursed
L001671,2025-11-18,C01613,P103,B012,45438174,36,0.1392,Disbursed
L001672,2025-11-27,C04155,P105,B009,75036118,240,0.1476,Disbursed
L001673,2025-11-28,C00304,P101,B030,51365043,240,0.1443,Disbursed
L001674,2025-11-07,C00285,P104,B043,7842094910,120,0.1218,Disbursed
L001675,2025-11-26,C03077,P103,B031,1425809445,12,0.0812,Disbursed
L001676,2025-11-07,C02148,P106,B021,50130839,24,0.0918,Disbursed
L001677,2025-11-29,C04571,P106,B035,608894159,24,0.0943,Disbursed
L001678,2025-11-14,C00832,P101,B019,766586252,120,0.0768,Approved Not Disbursed
L001679,2025-11-05,C00249,P106,B048,509734308,36,0.133,Disbursed
L001680,2025-11-19,C03618,P103,B010,96467435,60,0.0765,Approved Not Disbursed
