LoanID,OriginationDate,CustomerID,ProductID,BranchID,DisbursedAmount_VND,TermMonths,InterestRate,Status
L001292,2025-04-08,C01412,P105,B003,3632069391,60,0.0838,Disbursed
L001293,2025-04-22,C03871,P106,B043,29846213,24,0.1171,Rejected
L001294,2025-04-04,C02196,P103,B008,53379169,24,0.1326,Disbursed
L001295,2025-04-13,C02123,P102,B002,57549919,12,0.1545,Disbursed
L001296,2025-04-05,C00620,P103,B004,2098721706,12,0.1163,Rejected
L001297,2025-04-15,C00915,P103,B001,57845990,60,0.1238,Rejected
L001298,2025-04-19,C03197,P103,B033,2505215090,240,0.1081,Disbursed
L001299,2025-04-28,C00580,P103,B038,2075548296,24,0.1304,Disbursed
L001300,2025-04-24,C04051,P106,B012,3215180685,12,0.1531,Disbursed
L001301,2025-04-23,C01894,P105,B021,52500698,120,0.1134,Disbursed
L001302,2025-04-16,C00008,P105,B026,409559314,12,0.1506,Disbursed
L001303,2025-04-15,C03129,P105,B035,44157017,120,0.1533,Disbursed
L001304,2025-04-19,C03828,P106,B021,50684013,60,0.1368,Disbursed
L001305,2025-04-26,C01757,P101,B016,102605447,36,0.1415,Disbursed
L001306,2025-04-27,C03874,P102,B020,50196657,24,0.0994,Disbursed
L001307,2025-04-13,C01420,P101,B022,48980675,36,0.1067,Disbursed
L001308,2025-04-27,C02569,P105,B022,712746237,12,0.08,Disbursed
L001309,2025-04-29,C04455,P102,B046,55991502,120,0.1249,Disbursed
L001310,2025-04-15,C01498,P102,B047,33291143,12,0.1036,Disbursed
L001311,2025-04-30,C02246,P104,B026,112541279,12,0.1331,Disbursed
L001312,2025-04-25,C04737,P106,B009,571474915,60,0.0852,Disbursed
L001313,2025-04-16,C01916,P104,B025,521375936,240,0.084,Disbursed
L001314,2025-04-21,C03992,P101,B050,48584491,36,0.1434,Rejected
L001315,2025-04-25,C04279,P105,B041,20456228,180,0.1483,Disbursed
L001316,2025-04-14,C01423,P102,B033,23891928,120,0.1336,Disbursed
L001317,2025-04-14,C01896,P105,B017,1362576798,180,0.0752,Disbursed
L001318,2025-04-22,C01855,P104,B019,39435664,240,0.0919,Approved Not Disbursed
L001319,2025-04-03,C02192,P104,B005,62391743,60,0.1198,Disbursed
L001320,2025-04-07,C04452,P104,B038,70856720,12,0.0988,Disbursed
L001321,2025-04-26,C03453,P103,B021,24211526,180,0.1177,Disbursed
L001322,2025-04-21,C04600,P105,B026,96259697,12,0.1276,Disbursed
L001323,2025-04-05,C03422,P106,B025,43168724,180,0.0986,Disbursed
L001324,2025-04-26,C02774,P106,B008,856609624,180,0.1104,Disbursed
L001325,2025-04-23,C02649,P104,B034,55242247,180,0.0927,Disbursed
L001326,2025-04-09,C04503,P104,B005,25268227,12,0.0995,Disbursed
L001327,2025-04-29,C04734,P104,B015,32799606,24,0.1223,Disbursed
L001328,2025-04-10,C02416,P104,B006,50425924,120,0.1382,Disbursed
L001329,2025-04-06,C02825,P103,B009,90352578,180,0.1516,Rejected
L001330,2025-04-21,C03931,P101,B037,60273376,120,0.079,Disbursed
L001331,2025-04-13,C04515,P104,B011,80721258,180,0.0784,Disbursed
L001332,2025-04-23,C01473,P102,B035,94303667,24,0.1527,Disbursed
L001333,2025-04-30,C02821,P102,B024,80118237,12,0.0836,Disbursed
L001334,2025-04-18,C04418,P103,B006,68414416,240,0.0867,Rejected
L001335,2025-04-13,C00056,P105,B026,5187389034,120,0.1371,Disbursed
