LoanID,OriginationDate,CustomerID,ProductID,BranchID,DisbursedAmount_VND,TermMonths,InterestRate,Status
L000517,2023-12-31,C03974,P105,B004,550910890,60,0.0768,Disbursed
L000518,2023-12-24,C01663,P103,B012,798773924,12,0.1241,Disbursed
L000519,2023-12-07,C03961,P105,B021,90802361,60,0.1484,Disbursed
L000520,2023-12-28,C01241,P102,B022,46217114,24,0.1522,Disbursed
L000521,2023-12-16,C02493,P101,B047,52862477,12,0.1123,Disbursed
L000522,2023-12-20,C02501,P105,B001,88448084,180,0.1076,Disbursed
L000523,2023-12-01,C03101,P102,B044,60847282,120,0.1231,Disbursed
L000524,2023-12-13,C04580,P102,B015,43766565,60,0.1215,Disbursed
L000525,2023-12-17,C02949,P106,B032,31695141,60,0.1436,Disbursed
L000526,2023-12-06,C02485,P103,B019,21578650,60,0.1384,Disbursed
L000527,2023-12-28,C02386,P105,B034,16192849,60,0.1213,Disbursed
L000528,2023-12-01,C02238,P101,B003,37308166,24,0.1393,Rejected
L000529,2023-12-27,C03652,P102,B012,1260625517,36,0.1491,Approved Not Disbursed
L000530,2023-12-30,C02120,P101,B036,672278726,36,0.0916,Disbursed
L000531,2023-12-14,C01100,P106,B039,3538921707,180,0.0987,Disbursed
L000532,2023-12-10,C00640,P106,B025,450490055,120,0.1336,Disbursed
L000533,2023-12-05,C04725,P106,B009,70780743,36,0.0952,Disbursed
L000534,2023-12-24,C02859,P101,B033,520450511,180,0.1112,Disbursed
L000535,2023-12-10,C03871,P103,B043,20922784,120,0.1071,Disbursed
L000536,2023-12-08,C03524,P101,B029,33206199,120,0.1369,Disbursed
L000537,2023-12-29,C01216,P102,B026,73446174,180,0.1526,Approved Not Disbursed
L000538,2023-12-17,C02727,P106,B027,35519802,36,0.0762,Disbursed
L000539,2023-12-22,C02567,P106,B026,47853655043,180,0.1227,Disbursed
L000540,2023-12-31,C00656,P106,B020,2409583680,180,0.1052,Disbursed
L000541,2023-12-14,C03195,P106,B019,44270784,240,0.0923,Disbursed
L000542,2023-12-01,C02477,P106,B049,24736318,180,0.1144,Disbursed
L000543,2023-12-24,C00931,P104,B026,27239779,24,0.1409,Disbursed
L000544,2023-12-17,C04289,P105,B008,24945719,60,0.137,Disbursed
L000545,2023-12-20,C00336,P102,B046,1419910798,240,0.0989,Disbursed
L000546,2023-12-23,C02974,P101,B034,61276651,240,0.0839,Disbursed
L000547,2023-12-24,C00044,P106,B010,7002189099,24,0.1048,Disbursed
L000548,2023-12-24,C04429,P103,B046,80257785,60,0.0977,Disbursed
L000549,2023-12-25,C02538,P103,B049,19375226,240,0.0933,Approved Not Disbursed
L000550,2023-12-01,C03416,P101,B004,5346747969,240,0.1543,Rejected
L000551,2023-12-25,C03414,P103,B006,51820735,24,0.0843,Disbursed
L000552,2023-12-19,C00234,P103,B036,49498572,60,0.1047,Rejected
L000553,2023-12-05,C00874,P105,B006,19227521,240,0.1262,Disbursed
L000554,2023-12-29,C00109,P102,B009,41531194,240,0.0888,Disbursed
L000555,2023-12-23,C02663,P104,B050,6963201995,36,0.1079,Approved Not Disbursed
L000556,2023-12-05,C02574,P101,B035,36308494,180,0.0757,Disbursed
L000557,2023-12-27,C00049,P104,B026,37174697,24,0.1164,Disbursed
L000558,2023-12-17,C01885,P102,B029,87921582,180,0.0753,Disbursed
