LoanID,OriginationDate,CustomerID,ProductID,BranchID,DisbursedAmount_VND,TermMonths,InterestRate,Status
L001437,2025-07-06,C04369,P105,B048,41745876,24,0.0945,Disbursed
L001438,2025-07-11,C03852,P102,B013,50744353,12,0.0944,Disbursed
L001439,2025-07-02,C04534,P102,B019,31162865,24,0.1185,Disbursed
L001440,2025-07-23,C03468,P101,B011,38917066,240,0.1306,Disbursed
L001441,2025-07-01,C04689,P104,B043,45865126,12,0.1203,Disbursed
L001442,2025-07-19,C00840,P105,B049,44710621,180,0.14,Disbursed
L001443,2025-07-27,C02555,P101,B015,721070749,36,0.1013,Approved Not Disbursed
L001444,2025-07-08,C00845,P101,B006,917119676,180,0.1149,Disbursed
L001445,2025-07-20,C02547,P102,B011,57286805,240,0.1109,Disbursed
L001446,2025-07-17,C03384,P103,B011,80842243,36,0.1455,Disbursed
L001447,2025-07-24,C00623,P102,B047,7446217555,36,0.0836,Approved Not Disbursed
L001448,2025-07-14,C02383,P105,B022,36974223,120,0.1455,Disbursed
L001449,2025-07-06,C03026,P101,B048,50981076,12,0.1527,Disbursed
L001450,2025-07-31,C00724,P104,B025,91240486,120,0.0897,Disbursed
L001451,2025-07-22,C03172,P101,B013,25172755665,180,0.0868,Disbursed
L001452,2025-07-20,C02727,P102,B027,67919423,24,0.1269,Approved Not Disbursed
L001453,2025-07-13,C03218,P104,B044,40232802,36,0.0945,Disbursed
L001454,2025-07-25,C04422,P105,B005,664874846,180,0.1534,Disbursed
L001455,2025-07-16,C01783,P104,B022,78473755,36,0.1141,Disbursed
L001456,2025-07-29,C03395,P104,B048,57817164,60,0.1273,Rejected
L001457,2025-07-07,C02625,P105,B035,1905928330,60,0.1056,Disbursed
L001458,2025-07-15,C02476,P101,B045,908208440,240,0.0866,Disbursed
L001459,2025-07-08,C00403,P102,B050,48741554,120,0.136,Disbursed
L001460,2025-07-21,C00704,P103,B012,63567627,240,0.1354,Disbursed
L001461,2025-07-09,C02886,P105,B043,9225937369,120,0.0966,Disbursed
L001462,2025-07-08,C02615,P101,B015,28036403,12,0.0843,Disbursed
L001463,2025-07-29,C04143,P104,B042,12191431637,24,0.1314,Disbursed
L001464,2025-07-11,C00921,P104,B019,94793907,240,0.0871,Disbursed
L001465,2025-07-03,C00358,P101,B013,38271830,24,0.1169,Approved Not Disbursed
L001466,2025-07-29,C03544,P105,B042,64646266,60,0.1089,Approved Not Disbursed
L001467,2025-07-26,C04588,P102,B025,18427625,120,0.123,Disbursed
L001468,2025-07-17,C04767,P102,B009,103891703,120,0.1207,Disbursed
L001469,2025-07-23,C00140,P103,B049,160158657,240,0.108,Disbursed
L001470,2025-07-19,C02187,P106,B027,961094171,240,0.0873,Disbursed
L001471,2025-07-25,C02415,P104,B029,47123674,36,0.1381,Disbursed
L001472,2025-07-17,C00936,P101,B035,42891413,24,0.1501,Disbursed
L001473,2025-07-11,C02769,P102,B050,968567658,12,0.0993,Disbursed
L001474,2025-07-07,C04462,P105,B020,68114035,12,0.1395,Disbursed
L001475,2025-07-09,C03484,P104,B028,62011188,12,0.1147,Approved Not Disbursed
L001476,2025-07-16,C02885,P102,B020,39613180525,120,0.0861,Disbursed
L001477,2025-07-11,C03203,P101,B006,1444543957,60,0.0885,Disbursed
L001478,2025-07-23,C02801,P101,B046,830309062,180,0.1094,Disbursed
L001479,2025-07-02,C01447,P101,B003,21038011,36,0.1015,Disbursed
L001480,2025-07-06,C03098,P106,B010,42352508,180,0.1411,Disbursed
L001481,2025-07-20,C00492,P101,B050,70601097,120,0.0905,Disbursed
L001482,2025-07-05,C00277,P102,B015,1966920511,12,0.1084,Disbursed
L001483,2025-07-04,C03759,P101,B033,71621512,36,0.143,Disbursed
L001484,2025-07-17,C03940,P101,B015,104773539,36,0.1367,Disbursed
