LoanID,OriginationDate,CustomerID,ProductID,BranchID,DisbursedAmount_VND,TermMonths,InterestRate,Status
L000695,2024-04-05,C04426,P106,B005,98895813,36,0.0805,Approved Not Disbursed
L000696,2024-04-03,C02255,P101,B019,40499353983,180,0.1358,Disbursed
L000697,2024-04-02,C02563,P102,B019,64432085,180,0.1313,Disbursed
L000698,2024-04-14,C02669,P102,B035,96964693,24,0.1391,Disbursed
L000699,2024-04-11,C03908,P103,B007,711827234,120,0.0873,Disbursed
L000700,2024-04-09,C04128,P102,B041,53333217,180,0.1102,Approved Not Disbursed
L000701,2024-04-27,C03993,P106,B043,833428751,120,0.1353,Disbursed
L000702,2024-04-30,C02706,P101,B028,884186467,60,0.1001,Disbursed
L000703,2024-04-17,C01420,P101,B022,58042192,36,0.1447,Disbursed
L000704,2024-04-05,C02788,P106,B019,103574156,120,0.0983,Disbursed
L000705,2024-04-03,C03646,P105,B035,26790614,240,0.1487,Disbursed
L000706,2024-04-30,C01684,P103,B015,1160422203,180,0.0761,Disbursed
L000707,2024-04-08,C04667,P102,B003,85462944,240,0.1368,Disbursed
L000708,2024-04-20,C03578,P105,B039,49697233,180,0.1253,Disbursed
L000709,2024-04-25,C00304,P104,B030,31474839,36,0.1373,Disbursed
L000710,2024-04-25,C01539,P104,B012,290095491,180,0.1175,Disbursed
L000711,2024-04-29,C03773,P104,B050,113127359,180,0.1356,Rejected
L000712,2024-04-13,C02567,P101,B026,48274988681,12,0.0966,Disbursed
L000713,2024-04-26,C02967,P102,B008,811278669,240,0.0856,Disbursed
L000714,2024-04-28,C00805,P105,B038,20500959,120,0.1092,Rejected
L000715,2024-04-03,C00225,P101,B026,66572993,24,0.1001,Disbursed
L000716,2024-04-30,C01020,P103,B033,53417456,120,0.0963,Disbursed
L000717,2024-04-06,C03434,P101,B026,29958261,24,0.0956,Disbursed
L000718,2024-04-28,C00370,P104,B044,997707843,240,0.0792,Disbursed
L000719,2024-04-01,C00574,P103,B018,919939903,36,0.1405,Disbursed
L000720,2024-04-16,C03512,P103,B007,11439501,24,0.1488,Disbursed
L000721,2024-04-24,C00369,P106,B007,26104941,180,0.1427,Disbursed
L000722,2024-04-25,C00761,P103,B008,9741879912,60,0.0762,Disbursed
L000723,2024-04-06,C04642,P104,B022,149301831,60,0.1107,Disbursed
L000724,2024-04-09,C01734,P103,B031,1587248730,24,0.1198,Disbursed
L000725,2024-04-23,C04951,P102,B021,829187867,12,0.1388,Disbursed
L000726,2024-04-09,C03452,P105,B025,144207868,120,0.1248,Disbursed
L000727,2024-04-16,C03625,P101,B021,1318286683,120,0.1416,Disbursed
L000728,2024-04-09,C00101,P106,B010,66701177,12,0.1014,Disbursed
L000729,2024-04-04,C03507,P105,B005,100080434,24,0.1332,Disbursed
L000730,2024-04-16,C00273,P102,B023,31175273,12,0.0928,Disbursed
L000731,2024-04-13,C02568,P106,B022,11508369,240,0.1355,Disbursed
L000732,2024-04-11,C04135,P101,B018,41323998,12,0.1362,Approved Not Disbursed
L000733,2024-04-11,C02606,P105,B044,57040838,180,0.1291,Disbursed
L000734,2024-04-02,C02305,P102,B039,71118116,12,0.1494,Disbursed
L000735,2024-04-18,C04784,P104,B021,938230158,240,0.1236,Disbursed
L000736,2024-04-18,C04713,P102,B035,39969701,120,0.1127,Disbursed
L000737,2024-04-14,C04615,P103,B017,474035434,240,0.1132,Disbursed
