LoanID,OriginationDate,CustomerID,ProductID,BranchID,DisbursedAmount_VND,TermMonths,InterestRate,Status
L000470,2023-11-12,C02246,P104,B026,99631445,120,0.1465,Disbursed
L000471,2023-11-27,C03123,P102,B009,499284852,240,0.1027,Disbursed
L000472,2023-11-17,C03931,P105,B037,28665837,12,0.142,Disbursed
L000473,2023-11-19,C00180,P102,B023,42606146,24,0.1129,Disbursed
L000474,2023-11-25,C02791,P101,B006,79499504,180,0.1479,Disbursed
L000475,2023-11-13,C01064,P104,B024,90772322,24,0.0961,Disbursed
L000476,2023-11-23,C02118,P105,B038,53228765,180,0.1352,Disbursed
L000477,2023-11-14,C03195,P106,B019,33010921,24,0.0912,Disbursed
L000478,2023-11-17,C02045,P103,B004,787732272,120,0.1541,Disbursed
L000479,2023-11-04,C00656,P105,B020,887588612,24,0.1076,Disbursed
L000480,2023-11-16,C02872,P106,B024,46942785,180,0.1517,Disbursed
L000481,2023-11-24,C01634,P103,B048,147139379,12,0.1369,Disbursed
L000482,2023-11-14,C00390,P106,B048,37735280,24,0.127,Disbursed
L000483,2023-11-12,C04701,P106,B050,42945689,180,0.0812,Approved Not Disbursed
L000484,2023-11-26,C03101,P105,B044,35983014,60,0.1075,Approved Not Disbursed
L000485,2023-11-21,C00801,P106,B026,39094591,60,0.0908,Disbursed
L000486,2023-11-27,C01212,P103,B014,58542350,240,0.1144,Disbursed
L000487,2023-11-25,C00378,P103,B009,66223565,120,0.1112,Disbursed
L000488,2023-11-02,C01798,P105,B025,78111778,180,0.1044,Disbursed
L000489,2023-11-28,C01530,P102,B036,39794249,180,0.1334,Disbursed
L000490,2023-11-05,C00649,P103,B050,66283794,240,0.1391,Disbursed
L000491,2023-11-23,C01608,P106,B009,56348062,12,0.1206,Rejected
L000492,2023-11-20,C03751,P103,B021,83515060,60,0.0773,Disbursed
L000493,2023-11-16,C01508,P103,B005,34979800,180,0.0834,Approved Not Disbursed
L000494,2023-11-03,C04157,P104,B034,58665673,180,0.0915,Disbursed
L000495,2023-11-11,C02066,P102,B010,17821541,36,0.0822,Disbursed
L000496,2023-11-05,C04771,P102,B014,70336936,36,0.1236,Disbursed
L000497,2023-11-23,C02733,P106,B027,894319136,12,0.1161,Disbursed
L000498,2023-11-19,C02570,P101,B034,47656534,120,0.137,Disbursed
L000499,2023-11-13,C02140,P104,B033,85321904,180,0.1524,Disbursed
L000500,2023-11-21,C04803,P102,B022,49146700,12,0.0928,Disbursed
L000501,2023-11-24,C03846,P106,B015,136112941,12,0.1392,Rejected
L000502,2023-11-08,C03384,P106,B011,19417411,60,0.1408,Disbursed
L000503,2023-11-02,C00197,P105,B016,38664155,240,0.0787,Rejected
L000504,2023-11-22,C03599,P106,B025,560508988,24,0.1234,Disbursed
L000505,2023-11-30,C02773,P104,B041,52497686,12,0.1071,Disbursed
L000506,2023-11-05,C03821,P104,B027,54152692,180,0.1079,Disbursed
L000507,2023-11-18,C04946,P104,B020,978033975,36,0.1387,Disbursed
L000508,2023-11-11,C02756,P105,B015,1929949450,60,0.1165,Disbursed
L000509,2023-11-04,C04406,P106,B028,39051843,180,0.1114,Disbursed
L000510,2023-11-18,C00417,P102,B048,802091717,180,0.1541,Disbursed
L000511,2023-11-06,C00681,P104,B035,847030570,36,0.1278,Disbursed
L000512,2023-11-19,C02658,P103,B015,60794035,60,0.1368,Approved Not Disbursed
L000513,2023-11-10,C04201,P102,B013,41435784,12,0.0967,Disbursed
L000514,2023-11-26,C02357,P106,B043,127410475,12,0.0785,Approved Not Disbursed
L000515,2023-11-25,C00412,P103,B027,1223013436,60,0.1032,Disbursed
L000516,2023-11-01,C03541,P102,B030,512636632,36,0.141,Disbursed
