LoanID,OriginationDate,CustomerID,ProductID,BranchID,DisbursedAmount_VND,TermMonths,InterestRate,Status
L001245,2025-03-26,C04629,P102,B018,125240806,240,0.0765,Disbursed
L001246,2025-03-05,C02791,P104,B006,57402421,240,0.124,Disbursed
L001247,2025-03-15,C01371,P104,B048,100749153,240,0.1104,Disbursed
L001248,2025-03-01,C03036,P101,B048,386782953,120,0.1009,Disbursed
L001249,2025-03-15,C00771,P101,B005,749004881,120,0.1312,Disbursed
L001250,2025-03-06,C04752,P103,B034,14341987,180,0.0917,Approved Not Disbursed
L001251,2025-03-04,C00564,P103,B031,27466732,60,0.1338,Disbursed
L001252,2025-03-18,C02927,P105,B026,841149936,60,0.152,Disbursed
L001253,2025-03-09,C03079,P105,B039,52244185,120,0.0892,Disbursed
L001254,2025-03-08,C00060,P103,B006,448577966,120,0.1415,Disbursed
L001255,2025-03-22,C02541,P101,B010,35587097,240,0.0951,Rejected
L001256,2025-03-21,C04682,P104,B017,54555596,60,0.1317,Disbursed
L001257,2025-03-28,C00668,P105,B050,18924198976,180,0.1261,Disbursed
L001258,2025-03-29,C02679,P101,B039,20530379,120,0.0857,Disbursed
L001259,2025-03-13,C01139,P103,B049,1317788651,240,0.0998,Disbursed
L001260,2025-03-04,C04447,P106,B025,98490640,120,0.1197,Disbursed
L001261,2025-03-12,C04060,P105,B001,39304304,180,0.1262,Disbursed
L001262,2025-03-15,C00340,P103,B001,29911040,120,0.1375,Disbursed
L001263,2025-03-15,C00619,P103,B022,18136291,36,0.1506,Disbursed
L001264,2025-03-13,C01015,P104,B003,88234361,24,0.0892,Disbursed
L001265,2025-03-13,C01199,P104,B031,40577351,60,0.1122,Disbursed
L001266,2025-03-12,C04642,P102,B022,70363958,240,0.1219,Disbursed
L001267,2025-03-07,C03846,P102,B015,94108554,240,0.1526,Disbursed
L001268,2025-03-29,C04111,P105,B005,2627856619,12,0.0992,Disbursed
L001269,2025-03-24,C02084,P102,B045,54305206,240,0.1407,Disbursed
L001270,2025-03-08,C02401,P104,B048,35557790,60,0.1001,Disbursed
L001271,2025-03-12,C02027,P101,B016,20176752,180,0.1289,Rejected
L001272,2025-03-20,C04213,P104,B041,876059280,120,0.0942,Approved Not Disbursed
L001273,2025-03-08,C03267,P103,B010,65996608,36,0.137,Disbursed
L001274,2025-03-13,C00155,P102,B029,29575586,180,0.0915,Disbursed
L001275,2025-03-21,C04498,P104,B026,54050953,60,0.1246,Disbursed
L001276,2025-03-03,C00515,P106,B019,62883309,12,0.097,Approved Not Disbursed
L001277,2025-03-12,C03730,P103,B009,36801896,180,0.1016,Disbursed
L001278,2025-03-26,C00310,P104,B006,53079282,12,0.1265,Disbursed
L001279,2025-03-26,C00968,P104,B014,40065176,24,0.0984,Rejected
L001280,2025-03-26,C02991,P101,B011,35969482,180,0.1463,Disbursed
L001281,2025-03-11,C01801,P106,B044,67742703,180,0.1408,Disbursed
L001282,2025-03-19,C04314,P101,B005,1631187981,60,0.1262,Disbursed
L001283,2025-03-30,C02976,P106,B010,62526187,24,0.123,Approved Not Disbursed
L001284,2025-03-02,C01824,P106,B045,715845141,120,0.1509,Disbursed
L001285,2025-03-04,C03130,P101,B050,1216699288,180,0.1005,Disbursed
L001286,2025-03-07,C03189,P103,B041,4182306334,60,0.1191,Rejected
L001287,2025-03-09,C04405,P104,B046,86062045,60,0.1044,Disbursed
L001288,2025-03-11,C00984,P102,B032,637235140,12,0.0889,Disbursed
L001289,2025-03-24,C02678,P105,B011,28814969,24,0.1186,Approved Not Disbursed
L001290,2025-03-02,C01602,P101,B037,53212609,180,0.0967,Approved Not Disbursed
L001291,2025-03-22,C01089,P106,B034,36415414,60,0.1394,Approved Not Disbursed
