LoanID,OriginationDate,CustomerID,ProductID,BranchID,DisbursedAmount_VND,TermMonths,InterestRate,Status
L000133,2023-04-08,C03773,P101,B050,78547278,120,0.1233,Disbursed
L000134,2023-04-17,C04590,P101,B006,38297235,120,0.122,Rejected
L000135,2023-04-30,C01685,P102,B021,1951774023,180,0.1514,Approved Not Disbursed
L000136,2023-04-05,C04056,P102,B040,41776102,24,0.117,Disbursed
L000137,2023-04-05,C03716,P104,B018,47352926,60,0.1282,Disbursed
L000138,2023-04-17,C00204,P101,B021,1050806439,180,0.0766,Rejected
L000139,2023-04-15,C00695,P101,B012,67737667,180,0.1347,Disbursed
L000140,2023-04-11,C03798,P104,B035,76871988,180,0.15,Disbursed
L000141,2023-04-12,C04200,P105,B003,30454958,36,0.1281,Disbursed
L000142,2023-04-27,C01621,P101,B010,53494825,12,0.1123,Disbursed
L000143,2023-04-23,C02249,P102,B050,598640882,120,0.1221,Disbursed
L000144,2023-04-07,C03795,P102,B046,1752259206,12,0.0922,Disbursed
L000145,2023-04-06,C03953,P103,B050,48488208,180,0.1095,Disbursed
L000146,2023-04-01,C01861,P105,B002,39189062,36,0.0943,Disbursed
L000147,2023-04-04,C01795,P102,B030,72004632,36,0.0807,Disbursed
L000148,2023-04-04,C00849,P104,B020,45148884,240,0.0866,Approved Not Disbursed
L000149,2023-04-26,C03182,P101,B039,88313273,240,0.111,Disbursed
L000150,2023-04-16,C03477,P105,B021,49579706,120,0.0806,Rejected
L000151,2023-04-28,C01004,P102,B035,57807842,24,0.155,Disbursed
L000152,2023-04-23,C01781,P102,B025,169195235,180,0.0926,Disbursed
L000153,2023-04-01,C03704,P101,B049,51012884,120,0.0827,Disbursed
L000154,2023-04-10,C00254,P104,B042,1267156937,36,0.109,Disbursed
L000155,2023-04-16,C00571,P104,B034,48247009,180,0.152,Disbursed
L000156,2023-04-12,C01274,P103,B042,48160671,36,0.075,Disbursed
L000157,2023-04-21,C00984,P102,B032,1088058251,12,0.1531,Disbursed
L000158,2023-04-09,C00360,P101,B037,1538317936,120,0.1464,Disbursed
L000159,2023-04-23,C02869,P106,B023,45570568,240,0.1318,Disbursed
L000160,2023-04-29,C01143,P103,B047,1542140599,120,0.1066,Disbursed
L000161,2023-04-10,C01182,P102,B024,52929805,120,0.1408,Disbursed
L000162,2023-04-05,C02508,P102,B019,20640723,12,0.0789,Rejected
L000163,2023-04-18,C00578,P103,B034,47042315,60,0.1199,Disbursed
L000164,2023-04-21,C01162,P104,B029,53918906,120,0.1182,Approved Not Disbursed
L000165,2023-04-25,C00663,P106,B008,46293896,240,0.0908,Disbursed
L000166,2023-04-03,C03546,P103,B031,860239791,12,0.1143,Approved Not Disbursed
L000167,2023-04-18,C01394,P105,B023,7991316,240,0.1471,Disbursed
L000168,2023-04-17,C00437,P103,B035,78718481,12,0.0975,Disbursed
L000169,2023-04-08,C04294,P102,B046,69131987,240,0.1389,Disbursed
L000170,2023-04-22,C01689,P103,B043,25098005,240,0.103,Disbursed
L000171,2023-04-10,C04169,P101,B011,141762173,24,0.0772,Rejected
L000172,2023-04-25,C04375,P103,B037,4596512934,24,0.1204,Disbursed
L000173,2023-04-13,C03592,P105,B039,39210515,180,0.1465,Disbursed
L000174,2023-04-06,C03936,P104,B019,47452409,120,0.117,Disbursed
L000175,2023-04-11,C00267,P103,B016,3649091527,36,0.094,Disbursed
