LoanID,OriginationDate,CustomerID,ProductID,BranchID,DisbursedAmount_VND,TermMonths,InterestRate,Status
L000791,2024-06-28,C02025,P101,B036,465971527,24,0.1404,Disbursed
L000792,2024-06-23,C03638,P104,B027,20404491,12,0.1039,Approved Not Disbursed
L000793,2024-06-22,C01974,P102,B032,959762934,120,0.1274,Disbursed
L000794,2024-06-09,C00234,P105,B036,34789985,36,0.1357,Approved Not Disbursed
L000795,2024-06-12,C01673,P101,B006,67781646,24,0.1169,Disbursed
L000796,2024-06-22,C01438,P102,B030,383172306,120,0.1128,Disbursed
L000797,2024-06-20,C03902,P104,B013,76030045,120,0.1025,Disbursed
L000798,2024-06-29,C04422,P106,B005,981435225,12,0.0942,Disbursed
L000799,2024-06-13,C03184,P101,B033,660487673,12,0.1429,Disbursed
L000800,2024-06-01,C04405,P103,B046,121961795,36,0.1357,Disbursed
L000801,2024-06-16,C01376,P101,B016,3484098177,12,0.1224,Disbursed
L000802,2024-06-05,C01594,P103,B027,36655627,12,0.1141,Approved Not Disbursed
L000803,2024-06-18,C03507,P106,B005,53806293,240,0.0911,Disbursed
L000804,2024-06-16,C02244,P102,B046,34864984,240,0.1162,Rejected
L000805,2024-06-22,C00131,P104,B049,86788790,240,0.075,Disbursed
L000806,2024-06-23,C01692,P101,B037,71943892,60,0.1491,Disbursed
L000807,2024-06-27,C01065,P102,B049,6485305792,12,0.1353,Disbursed
L000808,2024-06-08,C03669,P103,B049,32399827,12,0.101,Disbursed
L000809,2024-06-08,C04617,P101,B041,50387967,36,0.1243,Disbursed
L000810,2024-06-29,C03817,P105,B019,5969104133,24,0.1095,Approved Not Disbursed
L000811,2024-06-16,C02579,P104,B010,30909742,120,0.1309,Disbursed
L000812,2024-06-30,C00924,P102,B032,555290240,24,0.0904,Disbursed
L000813,2024-06-23,C04814,P103,B019,71846799,240,0.0957,Disbursed
L000814,2024-06-24,C04782,P104,B007,58364598,60,0.1133,Disbursed
L000815,2024-06-23,C00212,P102,B037,21874866,12,0.0754,Disbursed
L000816,2024-06-10,C04228,P105,B022,81865795,36,0.0989,Disbursed
L000817,2024-06-28,C02827,P105,B046,871967305,60,0.1068,Disbursed
L000818,2024-06-05,C00037,P106,B019,31263101,240,0.1464,Disbursed
L000819,2024-06-04,C00890,P101,B018,18736330,36,0.1079,Disbursed
L000820,2024-06-21,C04499,P103,B019,59299573,36,0.0949,Disbursed
L000821,2024-06-27,C02626,P103,B043,51798091,240,0.0831,Disbursed
L000822,2024-06-23,C00934,P106,B019,5601750441,240,0.1288,Disbursed
L000823,2024-06-02,C00813,P102,B002,824912284,240,0.1342,Disbursed
L000824,2024-06-22,C00863,P105,B019,52615678,24,0.1361,Rejected
L000825,2024-06-22,C00883,P105,B024,46002357,60,0.08,Approved Not Disbursed
L000826,2024-06-27,C01724,P102,B006,49334674,180,0.1015,Disbursed
L000827,2024-06-01,C04968,P106,B045,33575644,12,0.1218,Disbursed
L000828,2024-06-13,C04392,P101,B014,98723819,180,0.1417,Disbursed
L000829,2024-06-28,C01383,P101,B032,99519492,60,0.115,Disbursed
L000830,2024-06-11,C00438,P103,B030,36813211,240,0.1433,Disbursed
L000831,2024-06-27,C00627,P101,B041,62880632,60,0.1476,Disbursed
L000832,2024-06-21,C04820,P104,B046,83359941,120,0.099,Disbursed
L000833,2024-06-09,C03589,P103,B027,38579969,180,0.09,Disbursed
L000834,2024-06-16,C02496,P105,B001,692994990,180,0.1247,Rejected
L000835,2024-06-22,C04069,P105,B043,90030376,240,0.1157,Disbursed
L000836,2024-06-11,C01651,P105,B018,1619637308,60,0.1209,Disbursed
L000837,2024-06-20,C02691,P102,B025,280541788,120,0.1069,Disbursed
L000838,2024-06-13,C00446,P103,B023,5659520594,180,0.0918,Disbursed
L000839,2024-06-28,C01609,P102,B025,61617147,60,0.0908,Disbursed
L000840,2024-06-24,C00626,P105,B023,670133240,240,0.087,Disbursed
L000841,2024-06-23,C03285,P105,B026,35200790,36,0.1467,Disbursed
L000842,2024-06-17,C01249,P106,B025,53704928,24,0.1206,Disbursed
L000843,2024-06-24,C04121,P106,B025,106283181,36,0.0946,Disbursed
L000844,2024-06-13,C01070,P103,B035,56529934,120,0.1256,Disbursed
L000845,2024-06-06,C02467,P106,B009,2564732510,24,0.1544,Disbursed
L000846,2024-06-03,C00137,P101,B022,22345224253,12,0.0759,Disbursed
L000847,2024-06-13,C00895,P106,B049,67024896,36,0.1215,Approved Not Disbursed
L000848,2024-06-15,C04826,P105,B027,582814726,60,0.1406,Disbursed
L000849,2024-06-25,C03087,P106,B021,24475063,120,0.1003,Disbursed
L000850,2024-06-26,C03773,P104,B050,61311974,12,0.0995,Approved Not Disbursed
L000851,2024-06-08,C00545,P106,B008,30836222,24,0.1137,Approved Not Disbursed
L000852,2024-06-13,C00827,P103,B006,799782594,60,0.0772,Disbursed
L000853,2024-06-21,C03442,P101,B039,292207600,60,0.1275,Disbursed
