LoanID,OriginationDate,CustomerID,ProductID,BranchID,DisbursedAmount_VND,TermMonths,InterestRate,Status
L000995,2024-10-30,C00768,P105,B050,72935651,36,0.1356,Disbursed
L000996,2024-10-05,C04013,P101,B010,2928992418,36,0.1206,Approved Not Disbursed
L000997,2024-10-02,C00507,P105,B010,38527910,60,0.0762,Disbursed
L000998,2024-10-14,C00701,P105,B050,91725470,36,0.0797,Disbursed
L000999,2024-10-10,C01705,P101,B030,585116867,60,0.1393,Disbursed
L001000,2024-10-17,C04163,P106,B026,43972617,60,0.1098,Disbursed
L001001,2024-10-12,C03023,P106,B008,48429372,180,0.0913,Disbursed
L001002,2024-10-24,C00784,P103,B032,50142594,120,0.09,Rejected
L001003,2024-10-24,C01457,P105,B041,585301685,180,0.1156,Disbursed
L001004,2024-10-09,C04574,P104,B010,85550259,60,0.0978,Disbursed
L001005,2024-10-07,C03607,P106,B012,39601721,12,0.128,Disbursed
L001006,2024-10-20,C00628,P105,B044,542312353,120,0.1498,Disbursed
L001007,2024-10-28,C02422,P101,B019,618284486,36,0.0978,Disbursed
L001008,2024-10-03,C04892,P104,B048,31176678,24,0.078,Disbursed
L001009,2024-10-28,C03952,P102,B025,503821397,120,0.1378,Disbursed
L001010,2024-10-18,C03597,P103,B017,44915083,180,0.0851,Disbursed
L001011,2024-10-18,C02014,P104,B031,57274377,240,0.1546,Disbursed
L001012,2024-10-11,C04369,P103,B048,33215307,60,0.0945,Approved Not Disbursed
L001013,2024-10-23,C01739,P103,B040,336419074,36,0.0841,Disbursed
L001014,2024-10-03,C02810,P104,B045,33407003,36,0.1531,Disbursed
L001015,2024-10-14,C04346,P102,B045,46297275,180,0.1469,Approved Not Disbursed
L001016,2024-10-28,C01937,P106,B011,41277295,180,0.1035,Disbursed
L001017,2024-10-26,C03299,P101,B031,87945202,36,0.123,Disbursed
L001018,2024-10-13,C01081,P101,B048,6534715689,120,0.0889,Approved Not Disbursed
L001019,2024-10-08,C00682,P103,B026,98471347,60,0.1387,Disbursed
L001020,2024-10-09,C02619,P103,B019,368102740,12,0.1465,Disbursed
L001021,2024-10-27,C04269,P104,B013,48952877,12,0.1375,Disbursed
L001022,2024-10-23,C03863,P106,B021,963157495,240,0.1407,Disbursed
L001023,2024-10-09,C03902,P103,B013,80381991,180,0.0919,Disbursed
L001024,2024-10-03,C04236,P106,B004,82773470,180,0.141,Disbursed
L001025,2024-10-17,C00478,P104,B016,94841577,12,0.0846,Disbursed
L001026,2024-10-14,C04675,P105,B005,36910440,24,0.1429,Approved Not Disbursed
L001027,2024-10-30,C04269,P103,B013,109241217,36,0.1045,Disbursed
L001028,2024-10-23,C01316,P105,B019,93489223,120,0.1345,Disbursed
L001029,2024-10-25,C00149,P106,B043,80759313,36,0.1107,Rejected
L001030,2024-10-24,C00131,P104,B049,55941036,120,0.1303,Rejected
L001031,2024-10-28,C02643,P103,B034,36688743,60,0.1063,Disbursed
L001032,2024-10-24,C03791,P105,B022,21071959,36,0.1184,Disbursed
L001033,2024-10-09,C03824,P101,B009,1628192891,36,0.1037,Disbursed
L001034,2024-10-20,C03347,P104,B001,33502029,12,0.1252,Disbursed
L001035,2024-10-30,C03054,P104,B012,46329835,240,0.1277,Disbursed
L001036,2024-10-18,C02865,P103,B020,136719104,180,0.0765,Disbursed
L001037,2024-10-16,C00214,P103,B022,139936326,24,0.0788,Disbursed
L001038,2024-10-21,C03151,P102,B039,18429558,36,0.1421,Disbursed
L001039,2024-10-07,C00636,P105,B019,51952895,12,0.1226,Disbursed
L001040,2024-10-04,C02126,P101,B022,28993708790,60,0.1281,Disbursed
L001041,2024-10-31,C03848,P103,B019,33930992,36,0.1374,Disbursed
L001042,2024-10-07,C03038,P102,B026,953513177,60,0.1519,Disbursed
L001043,2024-10-10,C02631,P106,B016,35521532,240,0.1501,Approved Not Disbursed
L001044,2024-10-27,C03531,P101,B035,18995854,180,0.0871,Rejected
L001045,2024-10-11,C03928,P106,B049,14419657211,60,0.1051,Disbursed
