LoanID,OriginationDate,CustomerID,ProductID,BranchID,DisbursedAmount_VND,TermMonths,InterestRate,Status
L001531,2025-09-22,C01559,P102,B026,48920774,12,0.1077,Disbursed
L001532,2025-09-14,C04347,P101,B006,66735631,120,0.1425,Approved Not Disbursed
L001533,2025-09-11,C04767,P106,B009,89256575,240,0.1085,Disbursed
L001534,2025-09-18,C03646,P106,B035,37456894,24,0.0854,Disbursed
L001535,2025-09-30,C00459,P101,B006,38282018,240,0.148,Disbursed
L001536,2025-09-09,C02493,P101,B047,79168609,240,0.0971,Disbursed
L001537,2025-09-29,C02577,P102,B048,26579936,36,0.0995,Disbursed
L001538,2025-09-25,C03506,P101,B028,44883632,240,0.1142,Disbursed
L001539,2025-09-10,C04899,P103,B001,32251026,180,0.0947,Disbursed
L001540,2025-09-01,C01126,P101,B019,26454598,24,0.1005,Disbursed
L001541,2025-09-09,C01824,P101,B045,532360166,180,0.0756,Disbursed
L001542,2025-09-18,C02294,P103,B001,3759279686,36,0.1083,Disbursed
L001543,2025-09-30,C03305,P102,B015,222920756,12,0.106,Disbursed
L001544,2025-09-16,C00909,P106,B017,43471670,180,0.1111,Disbursed
L001545,2025-09-14,C00824,P106,B025,58734775,24,0.1345,Disbursed
L001546,2025-09-29,C01869,P101,B018,100459496,240,0.1363,Disbursed
L001547,2025-09-19,C02775,P104,B038,72068451,36,0.0913,Disbursed
L001548,2025-09-14,C04937,P104,B050,58301912,24,0.1055,Disbursed
L001549,2025-09-26,C01601,P106,B034,78028483,120,0.1367,Disbursed
L001550,2025-09-26,C02886,P103,B043,5333549993,120,0.1349,Disbursed
L001551,2025-09-01,C01595,P104,B027,2796782854,24,0.1326,Disbursed
L001552,2025-09-12,C03128,P106,B029,116543296,12,0.1322,Disbursed
L001553,2025-09-05,C02468,P103,B048,840187167,60,0.1305,Disbursed
L001554,2025-09-17,C01685,P102,B021,171291993,60,0.1188,Disbursed
L001555,2025-09-22,C01650,P106,B050,55336521,60,0.1289,Disbursed
L001556,2025-09-27,C03740,P102,B037,72865119,240,0.1171,Disbursed
L001557,2025-09-12,C00087,P105,B048,55911436,12,0.132,Disbursed
L001558,2025-09-04,C00710,P103,B048,48247034,240,0.1234,Disbursed
L001559,2025-09-05,C03561,P104,B026,59285735,120,0.1013,Disbursed
L001560,2025-09-13,C01394,P102,B023,60339977,36,0.0794,Disbursed
L001561,2025-09-12,C01712,P104,B011,41270666,240,0.0854,Disbursed
L001562,2025-09-05,C02398,P105,B049,45767426,60,0.1121,Disbursed
L001563,2025-09-01,C01516,P101,B044,36696679,36,0.0886,Disbursed
L001564,2025-09-11,C02142,P101,B031,31093232,120,0.0831,Rejected
L001565,2025-09-22,C04665,P103,B031,48706078,120,0.1469,Disbursed
L001566,2025-09-23,C00701,P106,B050,52554649,240,0.0777,Disbursed
L001567,2025-09-18,C00533,P103,B031,54934284,12,0.0769,Disbursed
L001568,2025-09-03,C04432,P106,B026,375985753,240,0.1056,Disbursed
L001569,2025-09-17,C02197,P106,B016,61075013,120,0.1134,Rejected
L001570,2025-09-24,C04750,P106,B026,47396690,60,0.1157,Disbursed
L001571,2025-09-02,C01160,P101,B034,714221829,120,0.1126,Disbursed
L001572,2025-09-03,C00320,P106,B015,38927683,36,0.1157,Disbursed
L001573,2025-09-05,C02360,P101,B041,19926083,120,0.0959,Disbursed
L001574,2025-09-22,C02168,P101,B024,41464307,120,0.0912,Disbursed
L001575,2025-09-27,C03708,P101,B025,29404065,36,0.1351,Disbursed
L001576,2025-09-08,C01158,P104,B002,71588795,24,0.1137,Disbursed
L001577,2025-09-16,C04555,P103,B030,1147301650,60,0.1231,Disbursed
L001578,2025-09-27,C04402,P103,B021,95304758,180,0.1225,Disbursed
