LoanID,OriginationDate,CustomerID,ProductID,BranchID,DisbursedAmount_VND,TermMonths,InterestRate,Status
L000601,2024-02-23,C03193,P104,B007,19919516,60,0.0939,Disbursed
L000602,2024-02-20,C04989,P104,B022,83341928,120,0.0882,Disbursed
L000603,2024-02-01,C04572,P101,B049,38404756,24,0.0879,Disbursed
L000604,2024-02-27,C04547,P105,B041,61777478,24,0.0869,Disbursed
L000605,2024-02-01,C04877,P103,B019,42817411,60,0.1268,Disbursed
L000606,2024-02-05,C00165,P106,B005,856433656,36,0.092,Disbursed
L000607,2024-02-23,C04343,P101,B035,12353122,180,0.0917,Disbursed
L000608,2024-02-01,C00311,P103,B026,76952300,24,0.0842,Disbursed
L000609,2024-02-12,C02210,P105,B050,75552821,180,0.1213,Disbursed
L000610,2024-02-16,C02205,P102,B003,57511687,120,0.0955,Disbursed
L000611,2024-02-20,C01747,P103,B042,141755017,36,0.1349,Disbursed
L000612,2024-02-09,C03436,P104,B009,6031128201,12,0.1436,Rejected
L000613,2024-02-01,C01437,P105,B037,29420002,24,0.1508,Disbursed
L000614,2024-02-18,C02606,P104,B044,29527338,12,0.1226,Disbursed
L000615,2024-02-20,C00840,P102,B049,52086445,12,0.1176,Disbursed
L000616,2024-02-22,C02338,P103,B011,25456741,60,0.1319,Disbursed
L000617,2024-02-28,C03001,P105,B030,20910081,180,0.0831,Disbursed
L000618,2024-02-18,C01849,P106,B039,680957309,180,0.1373,Disbursed
L000619,2024-02-17,C04671,P106,B050,29577847,24,0.1448,Disbursed
L000620,2024-02-05,C00387,P105,B007,1532905010,180,0.0894,Disbursed
L000621,2024-02-24,C03854,P104,B043,20390998,12,0.1415,Disbursed
L000622,2024-02-19,C00435,P101,B003,87620022,240,0.126,Disbursed
L000623,2024-02-13,C04953,P104,B013,2882386039,24,0.144,Approved Not Disbursed
L000624,2024-02-04,C00749,P106,B019,65866155,24,0.1323,Disbursed
L000625,2024-02-21,C02338,P102,B011,56873067,240,0.0867,Approved Not Disbursed
L000626,2024-02-18,C03429,P103,B022,3913345776,60,0.1219,Disbursed
L000627,2024-02-15,C03442,P104,B039,405797900,180,0.1353,Disbursed
L000628,2024-02-18,C02547,P106,B011,25292425,180,0.1412,Approved Not Disbursed
L000629,2024-02-27,C02680,P105,B005,73757071,12,0.1182,Disbursed
L000630,2024-02-20,C01995,P103,B028,814763235,24,0.0779,Disbursed
L000631,2024-02-08,C00501,P102,B024,39512885,120,0.1363,Disbursed
L000632,2024-02-08,C04109,P106,B026,6060943573,36,0.0816,Disbursed
L000633,2024-02-07,C03701,P101,B050,5691963483,24,0.0882,Disbursed
L000634,2024-02-24,C03223,P104,B029,963464075,60,0.1098,Disbursed
L000635,2024-02-05,C04662,P106,B032,953690049,60,0.0958,Disbursed
L000636,2024-02-20,C03528,P104,B019,28831272,36,0.0797,Disbursed
L000637,2024-02-22,C04664,P102,B022,16461912,12,0.1546,Disbursed
L000638,2024-02-18,C00706,P101,B001,33473621,240,0.0764,Disbursed
L000639,2024-02-12,C00107,P103,B003,42158749,12,0.1483,Disbursed
L000640,2024-02-26,C04230,P103,B004,47924269,120,0.1132,Disbursed
L000641,2024-02-17,C02308,P104,B026,46706788,240,0.1488,Disbursed
L000642,2024-02-16,C00086,P104,B009,28660456,36,0.1485,Disbursed
L000643,2024-02-01,C00144,P105,B006,609231471,180,0.1235,Disbursed
L000644,2024-02-09,C00596,P104,B047,23266827,240,0.1224,Disbursed
L000645,2024-02-11,C03663,P104,B035,56916047,24,0.0961,Disbursed
L000646,2024-02-26,C00650,P103,B046,24450453,24,0.1503,Disbursed
L000647,2024-02-18,C00342,P105,B032,474703874,36,0.1447,Disbursed
L000648,2024-02-29,C00279,P102,B014,38258629,60,0.1337,Disbursed
L000649,2024-02-04,C03081,P106,B040,68687045,60,0.1179,Disbursed
