LoanID,OriginationDate,CustomerID,ProductID,BranchID,DisbursedAmount_VND,TermMonths,InterestRate,Status
L001579,2025-10-27,C01130,P106,B027,46282753144,120,0.0879,Disbursed
L001580,2025-10-12,C01065,P101,B049,1082178122,120,0.1306,Disbursed
L001581,2025-10-18,C02826,P102,B035,66055146,120,0.1388,Disbursed
L001582,2025-10-10,C03168,P103,B020,5550521074,180,0.1419,Disbursed
L001583,2025-10-25,C02296,P105,B013,681760824,120,0.126,Approved Not Disbursed
L001584,2025-10-27,C02234,P101,B008,2907600279,120,0.0873,Disbursed
L001585,2025-10-22,C04859,P103,B041,81797026,240,0.137,Disbursed
L001586,2025-10-08,C03685,P101,B050,603935933,240,0.1342,Disbursed
L001587,2025-10-03,C01704,P101,B020,78011315,36,0.1355,Disbursed
L001588,2025-10-11,C02777,P106,B019,31707234,240,0.1537,Disbursed
L001589,2025-10-11,C01449,P104,B050,23927626,36,0.0795,Disbursed
L001590,2025-10-07,C00204,P102,B021,476775400,24,0.142,Disbursed
L001591,2025-10-11,C00334,P104,B018,114569212,240,0.0994,Disbursed
L001592,2025-10-09,C04108,P106,B016,14379477,12,0.1237,Disbursed
L001593,2025-10-05,C04705,P104,B025,90719676,180,0.1401,Disbursed
L001594,2025-10-07,C00973,P103,B025,418553152,12,0.106,Rejected
L001595,2025-10-04,C01808,P102,B018,35682331,60,0.1327,Disbursed
L001596,2025-10-25,C01036,P102,B010,18687220,120,0.1292,Disbursed
L001597,2025-10-13,C03615,P102,B050,57190534,180,0.1025,Disbursed
L001598,2025-10-24,C04066,P103,B030,75954725,24,0.1215,Approved Not Disbursed
L001599,2025-10-08,C00226,P105,B042,78411825,180,0.128,Approved Not Disbursed
L001600,2025-10-02,C02643,P106,B034,15951332,240,0.0841,Disbursed
L001601,2025-10-10,C03836,P102,B035,32213612,240,0.0945,Rejected
L001602,2025-10-09,C02875,P104,B003,62847822,36,0.0813,Disbursed
L001603,2025-10-16,C00242,P101,B022,1809920158,180,0.0814,Disbursed
L001604,2025-10-08,C01904,P105,B047,860615238,120,0.0951,Disbursed
L001605,2025-10-09,C04755,P104,B005,33938284,60,0.0971,Disbursed
L001606,2025-10-03,C04786,P103,B049,73217157,24,0.1071,Disbursed
L001607,2025-10-28,C02936,P101,B009,5764926635,60,0.1194,Disbursed
L001608,2025-10-20,C00318,P105,B041,98804313,180,0.0764,Disbursed
L001609,2025-10-17,C02886,P104,B043,9577559124,120,0.1183,Disbursed
L001610,2025-10-15,C04054,P103,B022,881460406,12,0.1334,Disbursed
L001611,2025-10-22,C01127,P104,B021,127579159,60,0.1164,Disbursed
L001612,2025-10-22,C01722,P105,B026,89992322,60,0.1308,Disbursed
L001613,2025-10-08,C00824,P105,B025,110148813,12,0.0849,Rejected
L001614,2025-10-23,C01755,P103,B014,29739663,24,0.1513,Disbursed
L001615,2025-10-09,C01789,P106,B049,57309081,12,0.1264,Disbursed
L001616,2025-10-05,C00501,P101,B024,31427890,120,0.0929,Disbursed
L001617,2025-10-02,C01074,P101,B030,93453386,12,0.1511,Disbursed
L001618,2025-10-09,C00968,P101,B014,31746847,240,0.1211,Rejected
L001619,2025-10-13,C03288,P104,B019,83524953,240,0.0965,Disbursed
L001620,2025-10-18,C04548,P105,B045,63214135,120,0.0852,Disbursed
L001621,2025-10-22,C00494,P102,B011,941737866,240,0.1296,Disbursed
L001622,2025-10-31,C01826,P101,B048,43222306,120,0.1543,Disbursed
L001623,2025-10-26,C03441,P103,B005,4104636253,240,0.0995,Disbursed
L001624,2025-10-15,C01138,P103,B028,48639175,12,0.0798,Disbursed
L001625,2025-10-21,C04973,P102,B035,31906433,24,0.1093,Disbursed
L001626,2025-10-28,C01216,P105,B026,25502257,60,0.1023,Disbursed
L001627,2025-10-31,C01671,P101,B011,8120358269,60,0.1217,Approved Not Disbursed
L001628,2025-10-04,C04943,P102,B030,70295752,180,0.1273,Disbursed
L001629,2025-10-10,C03093,P102,B015,71409713,36,0.1033,Disbursed
L001630,2025-10-02,C04750,P106,B026,44266891,60,0.1436,Disbursed
