LoanID,OriginationDate,CustomerID,ProductID,BranchID,DisbursedAmount_VND,TermMonths,InterestRate,Status
L001191,2025-02-02,C01804,P103,B013,1062535898,12,0.0886,Disbursed
L001192,2025-02-16,C00222,P103,B045,57772209,120,0.1447,Disbursed
L001193,2025-02-26,C04832,P106,B021,52700339,24,0.1055,Disbursed
L001194,2025-02-28,C01226,P105,B022,85744361,120,0.1336,Disbursed
L001195,2025-02-11,C04480,P104,B013,76002163,180,0.1288,Disbursed
L001196,2025-02-04,C02882,P101,B019,20543429,12,0.1454,Disbursed
L001197,2025-02-14,C03841,P105,B001,38678090,120,0.0877,Disbursed
L001198,2025-02-25,C01367,P102,B024,91765342,240,0.0866,Disbursed
L001199,2025-02-04,C03387,P105,B019,7438069469,60,0.1168,Disbursed
L001200,2025-02-06,C02603,P102,B003,38018626,12,0.1118,Disbursed
L001201,2025-02-26,C01203,P106,B030,67033655,180,0.0811,Disbursed
L001202,2025-02-03,C03027,P103,B019,30779803,12,0.1491,Disbursed
L001203,2025-02-05,C02599,P101,B004,28425269,240,0.0757,Approved Not Disbursed
L001204,2025-02-14,C01767,P102,B048,30965315,24,0.1187,Disbursed
L001205,2025-02-28,C03565,P102,B026,94893859,12,0.1224,Disbursed
L001206,2025-02-24,C02512,P106,B035,39592450,60,0.0916,Disbursed
L001207,2025-02-09,C04576,P102,B030,24136991,24,0.0881,Approved Not Disbursed
L001208,2025-02-02,C04620,P104,B026,41855491,36,0.125,Disbursed
L001209,2025-02-23,C04257,P101,B030,66143471,36,0.1011,Approved Not Disbursed
L001210,2025-02-07,C01087,P104,B048,24535393,12,0.0865,Disbursed
L001211,2025-02-18,C04583,P101,B015,118854831,180,0.1175,Disbursed
L001212,2025-02-20,C01770,P105,B023,41232761,120,0.1483,Disbursed
L001213,2025-02-24,C03434,P101,B026,53781272,120,0.1081,Disbursed
L001214,2025-02-06,C02519,P102,B020,61492135,36,0.1212,Disbursed
L001215,2025-02-19,C03978,P102,B022,3020629904,180,0.1005,Disbursed
L001216,2025-02-14,C03256,P104,B011,35815448,12,0.1447,Rejected
L001217,2025-02-24,C03551,P102,B003,59348008,60,0.1119,Disbursed
L001218,2025-02-02,C02263,P105,B025,76251363,24,0.0799,Disbursed
L001219,2025-02-23,C01078,P103,B012,14348744,60,0.1161,Disbursed
L001220,2025-02-11,C03236,P104,B026,2586067314,36,0.1309,Disbursed
L001221,2025-02-14,C01781,P102,B025,26737309,180,0.1012,Disbursed
L001222,2025-02-07,C03972,P104,B048,28987726,24,0.0858,Rejected
L001223,2025-02-22,C04648,P105,B030,27764334,36,0.0819,Disbursed
L001224,2025-02-25,C01118,P104,B034,1781709347,60,0.0957,Disbursed
L001225,2025-02-09,C01667,P102,B015,40349820,24,0.0924,Disbursed
L001226,2025-02-06,C04935,P105,B031,70308629,240,0.1152,Disbursed
L001227,2025-02-20,C02733,P104,B027,1191268014,180,0.0777,Disbursed
L001228,2025-02-18,C04545,P104,B017,29761450,120,0.1016,Disbursed
L001229,2025-02-27,C04359,P106,B005,14186850,24,0.1361,Disbursed
L001230,2025-02-17,C04477,P104,B019,22606614,240,0.1246,Disbursed
L001231,2025-02-25,C02338,P103,B011,46157356,60,0.0798,Disbursed
L001232,2025-02-22,C00407,P103,B042,16097663,36,0.1059,Approved Not Disbursed
L001233,2025-02-10,C02100,P106,B029,20378525,36,0.0849,Disbursed
L001234,2025-02-12,C03933,P101,B006,61961948,24,0.144,Disbursed
L001235,2025-02-26,C01652,P103,B013,44119609,24,0.123,Disbursed
L001236,2025-02-06,C00975,P104,B001,48017348,120,0.1323,Disbursed
L001237,2025-02-05,C00308,P105,B027,55783125,120,0.1476,Disbursed
L001238,2025-02-22,C01350,P101,B033,40378479,60,0.101,Disbursed
L001239,2025-02-18,C00999,P101,B010,1403674499,120,0.103,Disbursed
L001240,2025-02-21,C04376,P103,B026,49030834,240,0.1511,Disbursed
L001241,2025-02-15,C00948,P104,B033,49790988,240,0.1039,Disbursed
L001242,2025-02-07,C01520,P102,B043,51535095,240,0.1007,Disbursed
L001243,2025-02-20,C04981,P103,B024,34101844,120,0.1326,Disbursed
L001244,2025-02-26,C04577,P105,B043,41129466,12,0.1528,Disbursed
