LoanID,OriginationDate,CustomerID,ProductID,BranchID,DisbursedAmount_VND,TermMonths,InterestRate,Status
L001141,2025-01-24,C03338,P105,B004,28629049,180,0.085,Disbursed
L001142,2025-01-07,C00663,P103,B008,76021028,120,0.138,Disbursed
L001143,2025-01-07,C01393,P102,B005,46402289,120,0.1502,Disbursed
L001144,2025-01-05,C01593,P104,B046,89037808,120,0.1205,Disbursed
L001145,2025-01-26,C03718,P106,B038,3275850699,24,0.094,Disbursed
L001146,2025-01-17,C00121,P106,B036,1307990828,36,0.147,Disbursed
L001147,2025-01-15,C03389,P102,B026,28119226,120,0.0781,Disbursed
L001148,2025-01-27,C04282,P102,B030,654152874,240,0.138,Disbursed
L001149,2025-01-07,C02197,P104,B016,38706021,24,0.1294,Disbursed
L001150,2025-01-27,C04038,P104,B035,671216829,36,0.096,Disbursed
L001151,2025-01-01,C03214,P103,B041,57765213,120,0.0959,Disbursed
L001152,2025-01-07,C01729,P102,B022,35243137,24,0.1147,Disbursed
L001153,2025-01-16,C04068,P106,B048,2637849399,240,0.1526,Disbursed
L001154,2025-01-02,C04403,P106,B006,942737368,60,0.1046,Disbursed
L001155,2025-01-20,C02714,P102,B039,26151281956,180,0.1249,Disbursed
L001156,2025-01-20,C01273,P106,B028,87656572,12,0.1015,Disbursed
L001157,2025-01-30,C03007,P101,B033,3114101484,24,0.0794,Disbursed
L001158,2025-01-13,C00537,P101,B045,2586917634,180,0.105,Disbursed
L001159,2025-01-26,C01436,P104,B008,1352111249,60,0.1094,Disbursed
L001160,2025-01-22,C03418,P106,B025,2274453297,120,0.1429,Disbursed
L001161,2025-01-04,C03208,P106,B034,5962529123,240,0.1349,Disbursed
L001162,2025-01-27,C03940,P101,B015,45107518,120,0.1274,Approved Not Disbursed
L001163,2025-01-05,C02977,P105,B022,29102614,12,0.0998,Disbursed
L001164,2025-01-06,C02207,P101,B026,1236885160,60,0.0937,Disbursed
L001165,2025-01-23,C03756,P101,B049,119169449,36,0.0972,Disbursed
L001166,2025-01-31,C02404,P104,B049,68274348,180,0.0897,Disbursed
L001167,2025-01-21,C02114,P102,B021,67699287,180,0.134,Disbursed
L001168,2025-01-10,C03640,P101,B033,20859339,60,0.0926,Disbursed
L001169,2025-01-14,C04494,P102,B020,61878825,12,0.1173,Disbursed
L001170,2025-01-23,C03161,P103,B040,59285542,12,0.1319,Disbursed
L001171,2025-01-18,C03926,P105,B002,38146736,180,0.1109,Disbursed
L001172,2025-01-29,C03239,P104,B022,118241331,120,0.0859,Disbursed
L001173,2025-01-21,C03403,P104,B050,458996251,120,0.1343,Disbursed
L001174,2025-01-23,C00323,P106,B035,76344764,60,0.1254,Disbursed
L001175,2025-01-23,C01506,P103,B028,31577639,60,0.1544,Disbursed
L001176,2025-01-06,C04487,P105,B048,57684012,240,0.1053,Approved Not Disbursed
L001177,2025-01-18,C01457,P104,B041,490746312,24,0.1204,Disbursed
L001178,2025-01-23,C03604,P103,B039,5565542622,120,0.1291,Disbursed
L001179,2025-01-03,C00453,P105,B030,84159339,120,0.0916,Disbursed
L001180,2025-01-13,C02114,P105,B021,67958971,12,0.1013,Disbursed
L001181,2025-01-16,C03962,P102,B003,97647767,240,0.0947,Disbursed
L001182,2025-01-01,C04244,P105,B026,19661055,24,0.1247,Disbursed
L001183,2025-01-09,C04463,P102,B026,82689314,180,0.1301,Disbursed
L001184,2025-01-04,C04693,P103,B033,59244584,36,0.0858,Disbursed
L001185,2025-01-27,C03305,P106,B015,614874748,36,0.1403,Disbursed
L001186,2025-01-07,C02934,P106,B027,68532151,60,0.0836,Disbursed
L001187,2025-01-07,C04089,P106,B040,6946122436,120,0.0975,Disbursed
L001188,2025-01-24,C00691,P103,B026,1817559338,24,0.0928,Approved Not Disbursed
L001189,2025-01-12,C03142,P101,B035,95665689,24,0.1284,Disbursed
L001190,2025-01-15,C00497,P105,B021,71954587,12,0.0843,Disbursed
