LoanID,OriginationDate,CustomerID,ProductID,BranchID,DisbursedAmount_VND,TermMonths,InterestRate,Status
L001485,2025-08-27,C04376,P104,B026,38598188,24,0.1385,Disbursed
L001486,2025-08-03,C02283,P102,B048,631580243,24,0.1299,Disbursed
L001487,2025-08-30,C02131,P106,B022,86634551,24,0.0796,Rejected
L001488,2025-08-25,C01039,P101,B028,36032222533,240,0.0995,Disbursed
L001489,2025-08-29,C00488,P105,B029,577311652,60,0.0934,Approved Not Disbursed
L001490,2025-08-11,C01266,P104,B019,104092697,240,0.1027,Disbursed
L001491,2025-08-02,C03039,P106,B020,9328915685,120,0.1467,Disbursed
L001492,2025-08-26,C04825,P103,B042,987893895,120,0.129,Disbursed
L001493,2025-08-18,C04715,P101,B044,68657300,120,0.0797,Disbursed
L001494,2025-08-08,C03023,P104,B008,38120895,240,0.1513,Rejected
L001495,2025-08-05,C02673,P104,B035,46433155,120,0.0987,Disbursed
L001496,2025-08-18,C00867,P102,B001,47699241,36,0.0889,Disbursed
L001497,2025-08-11,C04232,P101,B035,720330421,60,0.102,Disbursed
L001498,2025-08-12,C01979,P104,B012,1099958909,180,0.097,Disbursed
L001499,2025-08-22,C02732,P104,B044,32432982,60,0.151,Disbursed
L001500,2025-08-09,C00735,P106,B020,1352569662,24,0.118,Disbursed
L001501,2025-08-04,C03173,P105,B033,48665514,60,0.0933,Disbursed
L001502,2025-08-11,C00444,P106,B011,840899307,60,0.0858,Disbursed
L001503,2025-08-25,C00775,P103,B042,34425858045,120,0.1376,Disbursed
L001504,2025-08-17,C03225,P102,B004,90056658,12,0.0984,Disbursed
L001505,2025-08-11,C03007,P105,B033,5420204593,24,0.1208,Approved Not Disbursed
L001506,2025-08-30,C04597,P105,B024,27661567,180,0.1198,Disbursed
L001507,2025-08-28,C01598,P105,B011,28878917,240,0.1527,Disbursed
L001508,2025-08-18,C02764,P103,B037,74844605,36,0.1197,Disbursed
L001509,2025-08-04,C04748,P101,B019,41585201,180,0.1214,Disbursed
L001510,2025-08-16,C03502,P104,B050,37091173,120,0.1419,Disbursed
L001511,2025-08-21,C04747,P105,B029,85490698,24,0.1162,Disbursed
L001512,2025-08-23,C02313,P106,B049,955399746,60,0.0759,Approved Not Disbursed
L001513,2025-08-19,C01435,P104,B029,9367092428,12,0.1067,Rejected
L001514,2025-08-06,C01849,P103,B039,946236154,60,0.1414,Disbursed
L001515,2025-08-31,C01074,P101,B030,43056450,12,0.0967,Disbursed
L001516,2025-08-19,C04137,P105,B031,17797320,60,0.1059,Disbursed
L001517,2025-08-15,C04553,P105,B043,67695953,60,0.1137,Disbursed
L001518,2025-08-16,C00245,P105,B041,56221530,12,0.1207,Disbursed
L001519,2025-08-09,C02146,P104,B038,50901055,36,0.1549,Disbursed
L001520,2025-08-14,C04534,P106,B019,89435063,60,0.1346,Disbursed
L001521,2025-08-08,C01956,P105,B016,114484487,36,0.1025,Disbursed
L001522,2025-08-02,C03582,P105,B008,111022476,240,0.1285,Rejected
L001523,2025-08-03,C02704,P101,B050,205965238,60,0.0823,Disbursed
L001524,2025-08-15,C00306,P103,B035,64101022,120,0.0838,Disbursed
L001525,2025-08-20,C00654,P104,B035,76068346,180,0.0957,Rejected
L001526,2025-08-11,C03860,P101,B020,27967246,180,0.0866,Disbursed
L001527,2025-08-05,C01406,P106,B025,73642072,36,0.082,Disbursed
L001528,2025-08-22,C00662,P106,B047,23841059,36,0.1073,Approved Not Disbursed
L001529,2025-08-28,C04448,P104,B041,7028566151,12,0.1277,Approved Not Disbursed
L001530,2025-08-23,C01325,P102,B005,6750883536,60,0.1075,Disbursed
