LoanID,OriginationDate,CustomerID,ProductID,BranchID,DisbursedAmount_VND,TermMonths,InterestRate,Status
L000279,2023-07-03,C03073,P104,B028,25018850445,60,0.1144,Approved Not Disbursed
L000280,2023-07-29,C01003,P101,B044,38317777,120,0.1392,Disbursed
L000281,2023-07-16,C02850,P103,B007,42690473,36,0.0807,Disbursed
L000282,2023-07-01,C04278,P104,B039,30036663,180,0.1454,Disbursed
L000283,2023-07-13,C03651,P106,B035,1076224713,120,0.1158,Disbursed
L000284,2023-07-30,C01985,P103,B048,1964376859,36,0.0958,Disbursed
L000285,2023-07-31,C02748,P102,B031,82543021,240,0.0947,Disbursed
L000286,2023-07-21,C01928,P106,B005,57326323,36,0.1496,Disbursed
L000287,2023-07-01,C01029,P104,B026,352342351,180,0.1151,Disbursed
L000288,2023-07-24,C01451,P103,B043,30772398,36,0.1499,Disbursed
L000289,2023-07-17,C04793,P104,B016,47774710,24,0.1371,Rejected
L000290,2023-07-20,C01870,P106,B025,27778796,60,0.0952,Disbursed
L000291,2023-07-30,C04199,P103,B023,830079701,12,0.085,Disbursed
L000292,2023-07-06,C03302,P105,B019,49811058,180,0.0842,Disbursed
L000293,2023-07-19,C02272,P102,B019,49147707,180,0.1232,Disbursed
L000294,2023-07-08,C04974,P102,B028,51892717,120,0.1034,Disbursed
L000295,2023-07-17,C02776,P105,B017,444698178,36,0.1205,Disbursed
L000296,2023-07-11,C03831,P105,B025,76045198,120,0.15,Approved Not Disbursed
L000297,2023-07-29,C03013,P106,B019,647740428,24,0.0936,Disbursed
L000298,2023-07-28,C04508,P102,B015,46579556,36,0.0951,Disbursed
L000299,2023-07-19,C03365,P102,B050,98820141,24,0.1377,Rejected
L000300,2023-07-29,C01136,P104,B026,951227283,60,0.1082,Disbursed
L000301,2023-07-27,C04914,P105,B019,458691663,36,0.0978,Disbursed
L000302,2023-07-17,C03555,P101,B028,60290432,24,0.1195,Disbursed
L000303,2023-07-25,C02466,P102,B026,552759879,12,0.1398,Rejected
L000304,2023-07-19,C00650,P106,B046,69893375,180,0.1186,Disbursed
L000305,2023-07-04,C04832,P105,B021,35190628,240,0.1393,Rejected
L000306,2023-07-08,C03078,P103,B024,62205476,12,0.0825,Disbursed
L000307,2023-07-09,C00409,P102,B008,823386719,240,0.1352,Disbursed
L000308,2023-07-18,C04273,P102,B015,37503233,24,0.1498,Disbursed
L000309,2023-07-30,C00478,P103,B016,33296290,120,0.114,Rejected
L000310,2023-07-04,C00722,P101,B040,30148025,24,0.1536,Disbursed
L000311,2023-07-31,C03827,P101,B025,1403767648,36,0.1065,Disbursed
L000312,2023-07-07,C04798,P106,B027,31293143,120,0.1408,Disbursed
L000313,2023-07-31,C00557,P101,B035,40097153,12,0.1101,Disbursed
L000314,2023-07-23,C02580,P105,B050,120129754,240,0.085,Disbursed
L000315,2023-07-16,C00554,P106,B020,283225151,24,0.1009,Disbursed
L000316,2023-07-25,C00407,P101,B042,53147675,60,0.0778,Disbursed
L000317,2023-07-28,C00808,P105,B029,20893652,240,0.1193,Disbursed
L000318,2023-07-24,C04075,P101,B001,19665890,12,0.0913,Rejected
L000319,2023-07-01,C02829,P102,B033,53535922,180,0.1415,Disbursed
L000320,2023-07-16,C01502,P103,B005,56959665,120,0.0765,Disbursed
L000321,2023-07-14,C03616,P101,B026,65010516,36,0.1111,Disbursed
L000322,2023-07-17,C01837,P102,B026,120908233,180,0.0798,Disbursed
L000323,2023-07-26,C04192,P101,B050,53143324,12,0.1144,Rejected
L000324,2023-07-17,C02927,P102,B026,955383286,24,0.1251,Disbursed
L000325,2023-07-28,C04203,P104,B025,10636512356,120,0.1316,Disbursed
L000326,2023-07-23,C00556,P106,B034,60201256,24,0.0949,Disbursed
L000327,2023-07-08,C03135,P103,B020,63832196,24,0.0788,Disbursed
L000328,2023-07-07,C00816,P105,B020,88676909,24,0.0955,Disbursed
L000329,2023-07-04,C04130,P101,B009,71117124,12,0.1247,Disbursed
L000330,2023-07-19,C01569,P105,B010,57904686,240,0.1095,Disbursed
