LoanID,OriginationDate,CustomerID,ProductID,BranchID,DisbursedAmount_VND,TermMonths,InterestRate,Status
L000231,2023-06-15,C04096,P103,B035,30995546,36,0.1091,Disbursed
L000232,2023-06-13,C02483,P105,B019,393482088,12,0.1534,Disbursed
L000233,2023-06-16,C03492,P103,B044,61172963,36,0.1074,Disbursed
L000234,2023-06-12,C03002,P103,B004,467760946,120,0.0965,Approved Not Disbursed
L000235,2023-06-25,C00112,P104,B022,37546199,12,0.0854,Disbursed
L000236,2023-06-24,C02491,P104,B022,840457001,12,0.0931,Disbursed
L000237,2023-06-15,C00285,P101,B043,3045205127,24,0.1092,Disbursed
L000238,2023-06-29,C04521,P106,B037,1064539437,180,0.1293,Approved Not Disbursed
L000239,2023-06-05,C01138,P105,B028,76524878,36,0.1339,Disbursed
L000240,2023-06-12,C01150,P102,B023,31565731,240,0.1339,Rejected
L000241,2023-06-11,C00820,P104,B026,47006463,180,0.1178,Disbursed
L000242,2023-06-10,C00548,P106,B032,42786976,36,0.1041,Approved Not Disbursed
L000243,2023-06-06,C01585,P106,B046,27321412,36,0.1526,Disbursed
L000244,2023-06-17,C03435,P102,B010,53955404,12,0.1247,Rejected
L000245,2023-06-25,C02261,P104,B050,41419159,12,0.0803,Disbursed
L000246,2023-06-02,C00735,P104,B020,462073676,36,0.106,Disbursed
L000247,2023-06-26,C04428,P104,B040,34957176,180,0.1342,Disbursed
L000248,2023-06-06,C02600,P106,B031,80526574,60,0.0909,Disbursed
L000249,2023-06-18,C03665,P103,B026,65234805,120,0.1129,Disbursed
L000250,2023-06-21,C00846,P102,B019,39063533556,180,0.1313,Disbursed
L000251,2023-06-06,C02022,P104,B025,80415698,36,0.1432,Disbursed
L000252,2023-06-01,C03487,P104,B050,113472596,180,0.098,Disbursed
L000253,2023-06-13,C02414,P102,B029,1092985479,180,0.1257,Disbursed
L000254,2023-06-16,C03559,P106,B022,21689755,36,0.0963,Disbursed
L000255,2023-06-08,C04741,P106,B003,23362147,240,0.1186,Disbursed
L000256,2023-06-10,C03446,P104,B027,18065956,12,0.0752,Disbursed
L000257,2023-06-11,C04578,P103,B019,25829911,120,0.1111,Disbursed
L000258,2023-06-11,C01740,P102,B001,843599708,240,0.0805,Disbursed
L000259,2023-06-06,C00101,P105,B010,47340337,240,0.137,Disbursed
L000260,2023-06-26,C03123,P105,B009,576787627,12,0.1005,Disbursed
L000261,2023-06-23,C00972,P106,B050,42503810,180,0.1362,Disbursed
L000262,2023-06-07,C04519,P105,B034,74415631,180,0.0806,Disbursed
L000263,2023-06-28,C01516,P104,B044,29980115,36,0.1152,Disbursed
L000264,2023-06-27,C01544,P102,B003,11464338,240,0.1211,Disbursed
L000265,2023-06-28,C01964,P103,B041,23663071,180,0.0805,Disbursed
L000266,2023-06-07,C02585,P102,B006,813726312,60,0.078,Disbursed
L000267,2023-06-08,C01172,P106,B021,37901637,12,0.1004,Disbursed
L000268,2023-06-27,C04482,P104,B021,1000703622,60,0.1193,Disbursed
L000269,2023-06-11,C00351,P105,B026,20776887,180,0.1119,Disbursed
L000270,2023-06-14,C00646,P105,B014,32339200,60,0.1339,Disbursed
L000271,2023-06-27,C04409,P106,B011,21499239440,120,0.0992,Rejected
L000272,2023-06-01,C04615,P105,B017,597135545,240,0.0991,Disbursed
L000273,2023-06-05,C04507,P106,B027,37133236,24,0.1367,Disbursed
L000274,2023-06-14,C00947,P105,B035,52642633,120,0.1262,Disbursed
L000275,2023-06-22,C01841,P101,B010,1403072566,12,0.0897,Disbursed
L000276,2023-06-28,C00502,P101,B006,95106776,12,0.0938,Disbursed
L000277,2023-06-21,C00242,P102,B022,1610137255,120,0.1457,Disbursed
L000278,2023-06-28,C00047,P106,B041,889997449,12,0.1103,Disbursed
