LoanID,OriginationDate,CustomerID,ProductID,BranchID,DisbursedAmount_VND,TermMonths,InterestRate,Status
L000899,2024-08-20,C02867,P105,B043,2140014913,12,0.0861,Disbursed
L000900,2024-08-03,C01704,P101,B020,50786334,180,0.1197,Disbursed
L000901,2024-08-15,C01416,P106,B011,35950912,24,0.0998,Approved Not Disbursed
L000902,2024-08-14,C02882,P104,B019,37435090,120,0.0905,Disbursed
L000903,2024-08-20,C00250,P105,B020,3414617960,180,0.1395,Disbursed
L000904,2024-08-06,C00112,P106,B022,50318193,36,0.1036,Disbursed
L000905,2024-08-27,C01057,P102,B027,517672227,60,0.0915,Disbursed
L000906,2024-08-05,C01218,P101,B019,93726684,12,0.0909,Approved Not Disbursed
L000907,2024-08-13,C02695,P101,B021,47446796,180,0.1418,Disbursed
L000908,2024-08-21,C01211,P106,B019,7638831788,36,0.1537,Disbursed
L000909,2024-08-19,C01457,P104,B041,1520357679,12,0.1197,Disbursed
L000910,2024-08-04,C00243,P104,B025,33560953,36,0.135,Approved Not Disbursed
L000911,2024-08-02,C01635,P103,B005,135508607,60,0.0917,Disbursed
L000912,2024-08-18,C02801,P104,B046,810781961,12,0.1105,Disbursed
L000913,2024-08-07,C01826,P106,B048,78416258,12,0.1409,Disbursed
L000914,2024-08-22,C01099,P102,B048,953154969,24,0.0815,Disbursed
L000915,2024-08-15,C00398,P104,B041,92901613,240,0.1434,Disbursed
L000916,2024-08-28,C01327,P103,B034,29113452,60,0.106,Disbursed
L000917,2024-08-08,C00017,P104,B033,37651013,24,0.0954,Disbursed
L000918,2024-08-22,C03295,P103,B035,13284956,24,0.11,Disbursed
L000919,2024-08-30,C00155,P102,B029,116171550,12,0.1201,Disbursed
L000920,2024-08-23,C03128,P105,B029,40639838,240,0.0886,Disbursed
L000921,2024-08-11,C01477,P101,B001,46982596,36,0.1102,Disbursed
L000922,2024-08-03,C04627,P105,B026,21818543,240,0.1216,Approved Not Disbursed
L000923,2024-08-07,C00670,P101,B026,438192794,180,0.1435,Disbursed
L000924,2024-08-29,C04632,P101,B042,45805807,60,0.1208,Disbursed
L000925,2024-08-03,C04492,P101,B025,68943368,60,0.1411,Disbursed
L000926,2024-08-06,C02721,P106,B046,26527539,180,0.1221,Disbursed
L000927,2024-08-26,C01283,P106,B025,8162542264,60,0.1309,Approved Not Disbursed
L000928,2024-08-01,C02504,P102,B019,30162899,240,0.0861,Disbursed
L000929,2024-08-11,C04838,P105,B044,21615334,240,0.091,Disbursed
L000930,2024-08-23,C03641,P101,B033,360656994,24,0.136,Disbursed
L000931,2024-08-20,C04890,P104,B028,308084017,12,0.096,Disbursed
L000932,2024-08-17,C00465,P101,B011,159614417,240,0.1026,Disbursed
L000933,2024-08-08,C00983,P104,B021,85326407,60,0.1349,Disbursed
L000934,2024-08-10,C01513,P106,B015,48633270,60,0.1092,Rejected
L000935,2024-08-07,C01959,P102,B026,172150915,36,0.1061,Disbursed
L000936,2024-08-31,C02093,P101,B041,38112999,120,0.126,Disbursed
L000937,2024-08-04,C00527,P106,B026,41593980,180,0.0988,Disbursed
L000938,2024-08-16,C01996,P104,B039,499378077,240,0.1046,Rejected
L000939,2024-08-01,C02621,P101,B023,29773359,240,0.099,Disbursed
L000940,2024-08-18,C01327,P102,B034,46196657,180,0.148,Disbursed
L000941,2024-08-06,C04616,P101,B019,40479840,180,0.1433,Rejected
