SnapshotDate,AccountID,CustomerID,ProductID,BranchID,Balance_VND,NPLGroup
2025-04-30,A0000001,C00001,P004,B025,688717457,N/A
2025-04-30,A0000002,C00001,P001,B025,1326774186,N/A
2025-04-30,A0000003,C00001,P102,B025,529635009,Nhóm 1
2025-04-30,A0000004,C00001,P203,B025,54647521,Nhóm 1
2025-04-30,A0000005,C00001,P202,B025,0,N/A
2025-04-30,A0000006,C00002,P001,B022,257068490,N/A
2025-04-30,A0000007,C00002,P203,B022,9126872,Nhóm 1
2025-04-30,A0000008,C00003,P006,B035,5538484861,N/A
2025-04-30,A0000009,C00003,P007,B035,4697919769,N/A
2025-04-30,A0000010,C00003,P001,B035,8941920270,N/A
2025-04-30,A0000011,C00003,P205,B035,120377898,Nhóm 1
2025-04-30,A0000012,C00003,P204,B035,0,N/A
2025-04-30,A0000013,C00003,P205,B035,316940373,Nhóm 1
2025-04-30,A0000014,C00003,P301,B035,7499273538,N/A
2025-04-30,A0000015,C00004,P004,B006,48597121,N/A
2025-04-30,A0000016,C00004,P104,B006,123188756,Nhóm 1
2025-04-30,A0000017,C00004,P203,B006,9163036,Nhóm 1
2025-04-30,A0000018,C00005,P003,B026,150536674,N/A
2025-04-30,A0000019,C00005,P203,B026,13821581,Nhóm 1
2025-04-30,A0000020,C00006,P007,B050,158669198,N/A
2025-04-30,A0000021,C00006,P202,B050,0,N/A
2025-04-30,A0000022,C00007,P006,B039,1138827668,N/A
2025-04-30,A0000023,C00007,P002,B039,237181300,N/A
2025-04-30,A0000024,C00007,P204,B039,151734070,Nhóm 1
2025-04-30,A0000025,C00007,P203,B039,0,N/A
2025-04-30,A0000032,C00009,P006,B020,74700779,N/A
2025-04-30,A0000033,C00009,P202,B020,0,N/A
2025-04-30,A0000034,C00010,P006,B035,11282063256,N/A
2025-04-30,A0000035,C00010,P001,B035,5251193704,N/A
2025-04-30,A0000036,C00010,P004,B035,4430173558,N/A
2025-04-30,A0000037,C00010,P104,B035,5198465052,Nhóm 5
2025-04-30,A0000038,C00010,P205,B035,24738606,Nhóm 1
2025-04-30,A0000039,C00010,P205,B035,350192142,Nhóm 1
2025-04-30,A0000040,C00010,P204,B035,538471232,Nhóm 1
2025-04-30,A0000041,C00010,P301,B035,16955927799,N/A
2025-04-30,A0000042,C00011,P007,B035,1210225654,N/A
2025-04-30,A0000043,C00011,P003,B035,517435976,N/A
2025-04-30,A0000044,C00011,P103,B035,3401662283,Nhóm 1
2025-04-30,A0000045,C00011,P203,B035,0,N/A
2025-04-30,A0000046,C00011,P203,B035,0,N/A
2025-04-30,A0000047,C00012,P006,B026,132225967,N/A
2025-04-30,A0000048,C00012,P203,B026,37028287,Nhóm 1
2025-04-30,A0000049,C00013,P001,B034,137884109,N/A
2025-04-30,A0000050,C00013,P203,B034,2544676,Nhóm 1
2025-04-30,A0000051,C00014,P003,B045,133300724,N/A
2025-04-30,A0000052,C00014,P203,B045,6444969,Nhóm 1
2025-04-30,A0000053,C00015,P003,B018,102903544,N/A
2025-04-30,A0000054,C00015,P201,B018,0,N/A
2025-04-30,A0000055,C00016,P002,B025,194194391,N/A
2025-04-30,A0000056,C00016,P203,B025,6191967,Nhóm 1
2025-04-30,A0000057,C00017,P003,B033,113354822,N/A
2025-04-30,A0000058,C00017,P202,B033,0,N/A
2025-04-30,A0000059,C00018,P005,B022,137941539,N/A
2025-04-30,A0000060,C00018,P201,B022,0,N/A
2025-04-30,A0000061,C00019,P004,B036,920600297,N/A
2025-04-30,A0000062,C00019,P006,B036,496508467,N/A
2025-04-30,A0000063,C00019,P202,B036,0,N/A
2025-04-30,A0000064,C00019,P204,B036,19573358,Nhóm 1
2025-04-30,A0000065,C00020,P003,B020,89467112,N/A
2025-04-30,A0000066,C00020,P201,B020,0,N/A
2025-04-30,A0000067,C00021,P006,B043,939453735,N/A
2025-04-30,A0000068,C00021,P005,B043,1000862893,N/A
2025-04-30,A0000069,C00021,P202,B043,0,N/A
2025-04-30,A0000070,C00021,P203,B043,8850989,Nhóm 1
2025-04-30,A0000073,C00023,P004,B027,128516262,N/A
2025-04-30,A0000074,C00023,P201,B027,0,N/A
2025-04-30,A0000075,C00024,P003,B030,64817051,N/A
2025-04-30,A0000076,C00024,P201,B030,0,N/A
2025-04-30,A0000077,C00025,P007,B026,58365447,N/A
2025-04-30,A0000078,C00025,P201,B026,0,N/A
2025-04-30,A0000079,C00026,P003,B026,84577656,N/A
2025-04-30,A0000080,C00026,P203,B026,8067668,Nhóm 1
2025-04-30,A0000081,C00027,P005,B006,446314257,N/A
2025-04-30,A0000082,C00027,P005,B006,1136933014,N/A
2025-04-30,A0000083,C00027,P204,B006,19186168,Nhóm 1
2025-04-30,A0000084,C00027,P203,B006,0,N/A
2025-04-30,A0000085,C00028,P005,B027,80597951,N/A
2025-04-30,A0000086,C00028,P203,B027,5108294,Nhóm 1
2025-04-30,A0000087,C00029,P006,B025,488805355,N/A
2025-04-30,A0000089,C00030,P005,B023,900937230,N/A
2025-04-30,A0000090,C00030,P006,B023,1176697638,N/A
2025-04-30,A0000091,C00030,P204,B023,0,N/A
2025-04-30,A0000092,C00030,P203,B023,0,N/A
2025-04-30,A0000093,C00031,P002,B040,125844677,N/A
2025-04-30,A0000094,C00031,P202,B040,0,N/A
2025-04-30,A0000095,C00032,P002,B049,175147150,N/A
2025-04-30,A0000096,C00032,P202,B049,0,N/A
2025-04-30,A0000097,C00033,P001,B018,63579080,N/A
2025-04-30,A0000098,C00033,P202,B018,0,N/A
2025-04-30,A0000099,C00034,P006,B033,921666533,N/A
2025-04-30,A0000100,C00034,P001,B033,575097506,N/A
2025-04-30,A0000102,C00034,P203,B033,0,N/A
2025-04-30,A0000103,C00034,P204,B033,0,N/A
2025-04-30,A0000105,C00035,P001,B008,79145752,N/A
2025-04-30,A0000106,C00035,P202,B008,0,N/A
2025-04-30,A0000107,C00036,P006,B013,193711740,N/A
2025-04-30,A0000108,C00036,P202,B013,0,N/A
2025-04-30,A0000109,C00037,P005,B019,69780794,N/A
2025-04-30,A0000111,C00038,P007,B024,117640942,N/A
2025-04-30,A0000112,C00038,P102,B024,261439215,Nhóm 1
2025-04-30,A0000113,C00038,P202,B024,0,N/A
2025-04-30,A0000114,C00039,P003,B009,61181848,N/A
2025-04-30,A0000115,C00039,P203,B009,0,N/A
2025-04-30,A0000116,C00040,P003,B006,7285262635,N/A
2025-04-30,A0000117,C00040,P003,B006,6096126707,N/A
2025-04-30,A0000118,C00040,P002,B006,16397579938,N/A
2025-04-30,A0000119,C00040,P206,B006,0,N/A
2025-04-30,A0000120,C00040,P205,B006,0,N/A
2025-04-30,A0000121,C00040,P206,B006,0,N/A
2025-04-30,A0000122,C00040,P305,B006,8563456378,N/A
2025-04-30,A0000123,C00041,P004,B017,31779147141,N/A
2025-04-30,A0000124,C00041,P003,B017,119796233556,N/A
2025-04-30,A0000125,C00041,P003,B017,52319947726,N/A
2025-04-30,A0000126,C00041,P004,B017,23378018313,N/A
2025-04-30,A0000127,C00041,P106,B017,16284067157,Nhóm 1
2025-04-30,A0000128,C00041,P206,B017,0,N/A
2025-04-30,A0000129,C00041,P206,B017,286701798,Nhóm 1
2025-04-30,A0000130,C00041,P206,B017,434889271,Nhóm 1
2025-04-30,A0000131,C00041,P305,B017,127839737503,N/A
2025-04-30,A0000132,C00042,P002,B029,156913947,N/A
2025-04-30,A0000133,C00042,P203,B029,11878392,Nhóm 1
2025-04-30,A0000134,C00043,P004,B007,317305631,N/A
2025-04-30,A0000135,C00043,P202,B007,0,N/A
2025-04-30,A0000136,C00044,P002,B010,9734928101,N/A
2025-04-30,A0000137,C00044,P003,B010,2921238895,N/A
2025-04-30,A0000138,C00044,P007,B010,22394742982,N/A
2025-04-30,A0000139,C00044,P206,B010,0,N/A
2025-04-30,A0000140,C00044,P204,B010,0,N/A
2025-04-30,A0000141,C00044,P206,B010,0,N/A
2025-04-30,A0000142,C00045,P006,B006,4737200496,N/A
2025-04-30,A0000143,C00045,P002,B006,16557331274,N/A
2025-04-30,A0000144,C00045,P001,B006,9993188025,N/A
2025-04-30,A0000145,C00045,P206,B006,67586635,Nhóm 1
2025-04-30,A0000146,C00045,P206,B006,89393336,Nhóm 1
2025-04-30,A0000147,C00045,P204,B006,0,N/A
2025-04-30,A0000148,C00045,P304,B006,13776440492,N/A
2025-04-30,A0000149,C00046,P007,B035,552101669,N/A
2025-04-30,A0000150,C00046,P003,B035,2404241110,N/A
2025-04-30,A0000151,C00046,P104,B035,2371226670,Nhóm 1
2025-04-30,A0000152,C00046,P203,B035,24743989,Nhóm 1
2025-04-30,A0000153,C00046,P203,B035,26125138,Nhóm 1
2025-04-30,A0000154,C00047,P001,B041,753559653,N/A
2025-04-30,A0000155,C00047,P006,B041,541082382,N/A
2025-04-30,A0000157,C00047,P202,B041,0,N/A
