SnapshotDate,AccountID,CustomerID,ProductID,BranchID,Balance_VND,NPLGroup
2023-05-31,A0000006,C00002,P001,B022,68890597,N/A
2023-05-31,A0000008,C00003,P006,B035,7244723320,N/A
2023-05-31,A0000009,C00003,P007,B035,3507169322,N/A
2023-05-31,A0000010,C00003,P001,B035,7668342247,N/A
2023-05-31,A0000011,C00003,P205,B035,0,N/A
2023-05-31,A0000012,C00003,P204,B035,80734830,Nhóm 1
2023-05-31,A0000013,C00003,P205,B035,48694018,Nhóm 1
2023-05-31,A0000014,C00003,P301,B035,17126925846,N/A
2023-05-31,A0000015,C00004,P004,B006,174785131,N/A
2023-05-31,A0000016,C00004,P104,B006,425146482,Nhóm 1
2023-05-31,A0000017,C00004,P203,B006,31726082,Nhóm 1
2023-05-31,A0000018,C00005,P003,B026,61400606,N/A
2023-05-31,A0000019,C00005,P203,B026,0,N/A
2023-05-31,A0000020,C00006,P007,B050,72098585,N/A
2023-05-31,A0000021,C00006,P202,B050,0,N/A
2023-05-31,A0000032,C00009,P006,B020,106648934,N/A
2023-05-31,A0000033,C00009,P202,B020,0,N/A
2023-05-31,A0000034,C00010,P006,B035,7373375071,N/A
2023-05-31,A0000035,C00010,P001,B035,6487310326,N/A
2023-05-31,A0000036,C00010,P004,B035,12326543296,N/A
2023-05-31,A0000040,C00010,P204,B035,0,N/A
2023-05-31,A0000047,C00012,P006,B026,126553464,N/A
2023-05-31,A0000053,C00015,P003,B018,49328402,N/A
2023-05-31,A0000054,C00015,P201,B018,0,N/A
2023-05-31,A0000055,C00016,P002,B025,51230414,N/A
2023-05-31,A0000056,C00016,P203,B025,0,N/A
2023-05-31,A0000057,C00017,P003,B033,104619527,N/A
2023-05-31,A0000058,C00017,P202,B033,0,N/A
2023-05-31,A0000059,C00018,P005,B022,86363210,N/A
2023-05-31,A0000061,C00019,P004,B036,383849675,N/A
2023-05-31,A0000062,C00019,P006,B036,511735502,N/A
2023-05-31,A0000063,C00019,P202,B036,0,N/A
2023-05-31,A0000064,C00019,P204,B036,19706330,Nhóm 1
2023-05-31,A0000067,C00021,P006,B043,1053155093,N/A
2023-05-31,A0000068,C00021,P005,B043,618092099,N/A
2023-05-31,A0000069,C00021,P202,B043,0,N/A
2023-05-31,A0000070,C00021,P203,B043,38518809,Nhóm 1
2023-05-31,A0000073,C00023,P004,B027,58185493,N/A
2023-05-31,A0000074,C00023,P201,B027,0,N/A
2023-05-31,A0000077,C00025,P007,B026,154352171,N/A
2023-05-31,A0000078,C00025,P201,B026,0,N/A
2023-05-31,A0000081,C00027,P005,B006,377637671,N/A
2023-05-31,A0000082,C00027,P005,B006,1004745596,N/A
2023-05-31,A0000083,C00027,P204,B006,0,N/A
2023-05-31,A0000084,C00027,P203,B006,0,N/A
2023-05-31,A0000085,C00028,P005,B027,148860557,N/A
2023-05-31,A0000086,C00028,P203,B027,8793024,Nhóm 1
2023-05-31,A0000089,C00030,P005,B023,536579533,N/A
2023-05-31,A0000090,C00030,P006,B023,1737202245,N/A
2023-05-31,A0000091,C00030,P204,B023,13591184,Nhóm 1
2023-05-31,A0000092,C00030,P203,B023,0,N/A
2023-05-31,A0000095,C00032,P002,B049,184284271,N/A
2023-05-31,A0000096,C00032,P202,B049,0,N/A
2023-05-31,A0000097,C00033,P001,B018,98811946,N/A
2023-05-31,A0000098,C00033,P202,B018,0,N/A
2023-05-31,A0000111,C00038,P007,B024,164183423,N/A
2023-05-31,A0000112,C00038,P102,B024,241331994,Nhóm 1
2023-05-31,A0000113,C00038,P202,B024,0,N/A
2023-05-31,A0000116,C00040,P003,B006,8628449226,N/A
2023-05-31,A0000117,C00040,P003,B006,2379637417,N/A
2023-05-31,A0000118,C00040,P002,B006,7455553076,N/A
2023-05-31,A0000119,C00040,P206,B006,96523911,Nhóm 1
2023-05-31,A0000120,C00040,P205,B006,249525403,Nhóm 1
2023-05-31,A0000121,C00040,P206,B006,76304491,Nhóm 1
2023-05-31,A0000122,C00040,P305,B006,18302307883,N/A
2023-05-31,A0000123,C00041,P004,B017,36170576291,N/A
2023-05-31,A0000124,C00041,P003,B017,44272522102,N/A
2023-05-31,A0000125,C00041,P003,B017,59771373822,N/A
2023-05-31,A0000126,C00041,P004,B017,29806782893,N/A
2023-05-31,A0000128,C00041,P206,B017,0,N/A
2023-05-31,A0000129,C00041,P206,B017,178931880,Nhóm 1
2023-05-31,A0000132,C00042,P002,B029,187025942,N/A
2023-05-31,A0000133,C00042,P203,B029,0,N/A
2023-05-31,A0000134,C00043,P004,B007,85088905,N/A
2023-05-31,A0000135,C00043,P202,B007,0,N/A
2023-05-31,A0000136,C00044,P002,B010,4206996733,N/A
2023-05-31,A0000137,C00044,P003,B010,3142125984,N/A
2023-05-31,A0000138,C00044,P007,B010,3069096496,N/A
2023-05-31,A0000139,C00044,P206,B010,0,N/A
2023-05-31,A0000140,C00044,P204,B010,94181082,Nhóm 1
2023-05-31,A0000141,C00044,P206,B010,0,N/A
2023-05-31,A0000142,C00045,P006,B006,9183145450,N/A
2023-05-31,A0000143,C00045,P002,B006,3142642876,N/A
2023-05-31,A0000144,C00045,P001,B006,2210269379,N/A
2023-05-31,A0000145,C00045,P206,B006,64863633,Nhóm 1
2023-05-31,A0000146,C00045,P206,B006,103909599,Nhóm 1
2023-05-31,A0000147,C00045,P204,B006,0,N/A
2023-05-31,A0000148,C00045,P304,B006,17010091972,N/A
2023-05-31,A0000149,C00046,P007,B035,796615565,N/A
2023-05-31,A0000150,C00046,P003,B035,1026829442,N/A
2023-05-31,A0000151,C00046,P104,B035,445198932,Nhóm 1
2023-05-31,A0000152,C00046,P203,B035,33964113,Nhóm 1
2023-05-31,A0000153,C00046,P203,B035,0,N/A
2023-05-31,A0000159,C00048,P005,B005,1793746094,N/A
2023-05-31,A0000160,C00048,P006,B005,926553110,N/A
2023-05-31,A0000162,C00048,P202,B005,0,N/A
2023-05-31,A0000163,C00048,P204,B005,26923677,Nhóm 1
2023-05-31,A0000166,C00050,P006,B032,188394609,N/A
2023-05-31,A0000167,C00050,P202,B032,0,N/A
2023-05-31,A0000168,C00051,P001,B048,131570735,N/A
2023-05-31,A0000169,C00051,P106,B048,318673782,Nhóm 1
2023-05-31,A0000170,C00051,P202,B048,0,N/A
2023-05-31,A0000173,C00053,P002,B045,45443413,N/A
2023-05-31,A0000174,C00053,P101,B045,457726683,Nhóm 1
2023-05-31,A0000175,C00053,P201,B045,0,N/A
2023-05-31,A0000176,C00054,P001,B014,58024612,N/A
2023-05-31,A0000177,C00054,P203,B014,12609082,Nhóm 1
2023-05-31,A0000178,C00055,P004,B018,703982991,N/A
2023-05-31,A0000179,C00055,P001,B018,724755528,N/A
