SnapshotDate,AccountID,CustomerID,ProductID,BranchID,Balance_VND,NPLGroup
2025-09-30,A0000001,C00001,P004,B025,1214017368,N/A
2025-09-30,A0000002,C00001,P001,B025,1121137051,N/A
2025-09-30,A0000003,C00001,P102,B025,524639948,Nhóm 1
2025-09-30,A0000004,C00001,P203,B025,0,N/A
2025-09-30,A0000005,C00001,P202,B025,0,N/A
2025-09-30,A0000006,C00002,P001,B022,115588870,N/A
2025-09-30,A0000007,C00002,P203,B022,0,N/A
2025-09-30,A0000008,C00003,P006,B035,7025787141,N/A
2025-09-30,A0000009,C00003,P007,B035,6781620931,N/A
2025-09-30,A0000010,C00003,P001,B035,12839734677,N/A
2025-09-30,A0000011,C00003,P205,B035,0,N/A
2025-09-30,A0000012,C00003,P204,B035,0,N/A
2025-09-30,A0000013,C00003,P205,B035,85706302,Nhóm 1
2025-09-30,A0000014,C00003,P301,B035,21626149148,N/A
2025-09-30,A0000015,C00004,P004,B006,172044408,N/A
2025-09-30,A0000016,C00004,P104,B006,422198136,Nhóm 2
2025-09-30,A0000017,C00004,P203,B006,28002167,Nhóm 1
2025-09-30,A0000018,C00005,P003,B026,135521976,N/A
2025-09-30,A0000019,C00005,P203,B026,0,N/A
2025-09-30,A0000020,C00006,P007,B050,135961738,N/A
2025-09-30,A0000021,C00006,P202,B050,0,N/A
2025-09-30,A0000022,C00007,P006,B039,701166777,N/A
2025-09-30,A0000023,C00007,P002,B039,927945842,N/A
2025-09-30,A0000024,C00007,P204,B039,0,N/A
2025-09-30,A0000025,C00007,P203,B039,0,N/A
2025-09-30,A0000026,C00008,P006,B026,828608003,N/A
2025-09-30,A0000027,C00008,P003,B026,1168681620,N/A
2025-09-30,A0000032,C00009,P006,B020,167798912,N/A
2025-09-30,A0000033,C00009,P202,B020,0,N/A
2025-09-30,A0000034,C00010,P006,B035,11801678520,N/A
2025-09-30,A0000035,C00010,P001,B035,9451546438,N/A
2025-09-30,A0000036,C00010,P004,B035,13430903996,N/A
2025-09-30,A0000037,C00010,P104,B035,7302746133,Nhóm 1
2025-09-30,A0000038,C00010,P205,B035,56920420,Nhóm 1
2025-09-30,A0000039,C00010,P205,B035,0,N/A
2025-09-30,A0000040,C00010,P204,B035,0,N/A
2025-09-30,A0000041,C00010,P301,B035,19001598410,N/A
2025-09-30,A0000042,C00011,P007,B035,597404995,N/A
2025-09-30,A0000043,C00011,P003,B035,498999594,N/A
2025-09-30,A0000044,C00011,P103,B035,2672444713,Nhóm 1
2025-09-30,A0000045,C00011,P203,B035,26164480,Nhóm 1
2025-09-30,A0000046,C00011,P203,B035,0,N/A
2025-09-30,A0000047,C00012,P006,B026,270803184,N/A
2025-09-30,A0000048,C00012,P203,B026,44493127,Nhóm 1
2025-09-30,A0000049,C00013,P001,B034,162138262,N/A
2025-09-30,A0000050,C00013,P203,B034,10057084,Nhóm 1
2025-09-30,A0000051,C00014,P003,B045,57326469,N/A
2025-09-30,A0000052,C00014,P203,B045,0,N/A
2025-09-30,A0000053,C00015,P003,B018,67523684,N/A
