SnapshotDate,AccountID,CustomerID,ProductID,BranchID,Balance_VND,NPLGroup
2024-04-30,A0000001,C00001,P004,B025,467330329,N/A
2024-04-30,A0000002,C00001,P001,B025,1588203305,N/A
2024-04-30,A0000003,C00001,P102,B025,287612550,Nhóm 1
2024-04-30,A0000004,C00001,P203,B025,67233160,Nhóm 1
2024-04-30,A0000005,C00001,P202,B025,0,N/A
2024-04-30,A0000006,C00002,P001,B022,57745037,N/A
2024-04-30,A0000007,C00002,P203,B022,15214379,Nhóm 1
2024-04-30,A0000008,C00003,P006,B035,11813310386,N/A
2024-04-30,A0000009,C00003,P007,B035,6359121163,N/A
2024-04-30,A0000010,C00003,P001,B035,15641379257,N/A
2024-04-30,A0000011,C00003,P205,B035,258077265,Nhóm 1
2024-04-30,A0000012,C00003,P204,B035,0,N/A
2024-04-30,A0000013,C00003,P205,B035,0,N/A
2024-04-30,A0000014,C00003,P301,B035,14189853730,N/A
2024-04-30,A0000015,C00004,P004,B006,114677377,N/A
2024-04-30,A0000016,C00004,P104,B006,459653375,Nhóm 1
2024-04-30,A0000017,C00004,P203,B006,0,N/A
2024-04-30,A0000018,C00005,P003,B026,136227345,N/A
2024-04-30,A0000019,C00005,P203,B026,0,N/A
2024-04-30,A0000020,C00006,P007,B050,86124573,N/A
2024-04-30,A0000021,C00006,P202,B050,0,N/A
2024-04-30,A0000022,C00007,P006,B039,1372290393,N/A
2024-04-30,A0000023,C00007,P002,B039,950732371,N/A
2024-04-30,A0000024,C00007,P204,B039,57262594,Nhóm 1
2024-04-30,A0000025,C00007,P203,B039,39318615,Nhóm 1
2024-04-30,A0000032,C00009,P006,B020,174363962,N/A
2024-04-30,A0000033,C00009,P202,B020,0,N/A
2024-04-30,A0000034,C00010,P006,B035,9942517588,N/A
2024-04-30,A0000035,C00010,P001,B035,4856198475,N/A
2024-04-30,A0000036,C00010,P004,B035,7635927828,N/A
2024-04-30,A0000038,C00010,P205,B035,0,N/A
2024-04-30,A0000039,C00010,P205,B035,43744422,Nhóm 1
2024-04-30,A0000040,C00010,P204,B035,0,N/A
2024-04-30,A0000041,C00010,P301,B035,15068795712,N/A
2024-04-30,A0000042,C00011,P007,B035,717014546,N/A
2024-04-30,A0000043,C00011,P003,B035,1329969351,N/A
2024-04-30,A0000047,C00012,P006,B026,119215314,N/A
2024-04-30,A0000048,C00012,P203,B026,13861981,Nhóm 1
2024-04-30,A0000049,C00013,P001,B034,66743325,N/A
2024-04-30,A0000050,C00013,P203,B034,0,N/A
2024-04-30,A0000051,C00014,P003,B045,207771981,N/A
2024-04-30,A0000053,C00015,P003,B018,56780217,N/A
2024-04-30,A0000054,C00015,P201,B018,0,N/A
