SnapshotDate,AccountID,CustomerID,ProductID,BranchID,Balance_VND,NPLGroup
2025-11-30,A0000001,C00001,P004,B025,1370702517,N/A
2025-11-30,A0000002,C00001,P001,B025,2221515231,N/A
2025-11-30,A0000003,C00001,P102,B025,1276817290,Nhóm 1
2025-11-30,A0000004,C00001,P203,B025,17488261,Nhóm 1
2025-11-30,A0000005,C00001,P202,B025,0,N/A
2025-11-30,A0000006,C00002,P001,B022,40310802,N/A
2025-11-30,A0000007,C00002,P203,B022,11365077,Nhóm 1
2025-11-30,A0000008,C00003,P006,B035,7710279624,N/A
2025-11-30,A0000009,C00003,P007,B035,4286899927,N/A
2025-11-30,A0000010,C00003,P001,B035,9353503806,N/A
2025-11-30,A0000011,C00003,P205,B035,0,N/A
2025-11-30,A0000012,C00003,P204,B035,0,N/A
2025-11-30,A0000013,C00003,P205,B035,119649679,Nhóm 1
2025-11-30,A0000014,C00003,P301,B035,10500048368,N/A
2025-11-30,A0000015,C00004,P004,B006,160785155,N/A
2025-11-30,A0000016,C00004,P104,B006,377489345,Nhóm 1
2025-11-30,A0000017,C00004,P203,B006,0,N/A
2025-11-30,A0000018,C00005,P003,B026,101643944,N/A
2025-11-30,A0000019,C00005,P203,B026,7664466,Nhóm 1
2025-11-30,A0000020,C00006,P007,B050,107111867,N/A
2025-11-30,A0000021,C00006,P202,B050,0,N/A
2025-11-30,A0000022,C00007,P006,B039,257176294,N/A
2025-11-30,A0000023,C00007,P002,B039,906669748,N/A
2025-11-30,A0000024,C00007,P204,B039,0,N/A
2025-11-30,A0000025,C00007,P203,B039,0,N/A
2025-11-30,A0000026,C00008,P006,B026,713856203,N/A
2025-11-30,A0000027,C00008,P003,B026,793200607,N/A
2025-11-30,A0000032,C00009,P006,B020,284320059,N/A
2025-11-30,A0000033,C00009,P202,B020,0,N/A
2025-11-30,A0000034,C00010,P006,B035,3403458472,N/A
2025-11-30,A0000035,C00010,P001,B035,8549265145,N/A
