SnapshotDate,AccountID,CustomerID,ProductID,BranchID,Balance_VND,NPLGroup
2025-07-31,A0000001,C00001,P004,B025,517465492,N/A
2025-07-31,A0000002,C00001,P001,B025,469408787,N/A
2025-07-31,A0000003,C00001,P102,B025,4000265823,Nhóm 1
2025-07-31,A0000004,C00001,P203,B025,31603260,Nhóm 1
2025-07-31,A0000005,C00001,P202,B025,0,N/A
2025-07-31,A0000006,C00002,P001,B022,112145147,N/A
2025-07-31,A0000007,C00002,P203,B022,0,N/A
2025-07-31,A0000008,C00003,P006,B035,16541161757,N/A
2025-07-31,A0000009,C00003,P007,B035,6103871470,N/A
2025-07-31,A0000010,C00003,P001,B035,2583618552,N/A
2025-07-31,A0000011,C00003,P205,B035,0,N/A
2025-07-31,A0000012,C00003,P204,B035,90465561,Nhóm 1
2025-07-31,A0000013,C00003,P205,B035,73008866,Nhóm 1
2025-07-31,A0000014,C00003,P301,B035,16525721114,N/A
2025-07-31,A0000015,C00004,P004,B006,318589742,N/A
2025-07-31,A0000016,C00004,P104,B006,504961491,Nhóm 1
2025-07-31,A0000017,C00004,P203,B006,0,N/A
2025-07-31,A0000018,C00005,P003,B026,58423695,N/A
2025-07-31,A0000019,C00005,P203,B026,0,N/A
2025-07-31,A0000020,C00006,P007,B050,109902071,N/A
2025-07-31,A0000021,C00006,P202,B050,0,N/A
2025-07-31,A0000022,C00007,P006,B039,1395062228,N/A
2025-07-31,A0000023,C00007,P002,B039,1006557260,N/A
2025-07-31,A0000024,C00007,P204,B039,0,N/A
2025-07-31,A0000025,C00007,P203,B039,14565303,Nhóm 1
2025-07-31,A0000032,C00009,P006,B020,85092118,N/A
2025-07-31,A0000033,C00009,P202,B020,0,N/A
2025-07-31,A0000034,C00010,P006,B035,8672872661,N/A
2025-07-31,A0000035,C00010,P001,B035,13361612655,N/A
2025-07-31,A0000036,C00010,P004,B035,4443816471,N/A
2025-07-31,A0000037,C00010,P104,B035,2787230765,Nhóm 1
2025-07-31,A0000038,C00010,P205,B035,0,N/A
2025-07-31,A0000039,C00010,P205,B035,102832055,Nhóm 1
2025-07-31,A0000040,C00010,P204,B035,98413362,Nhóm 1
2025-07-31,A0000041,C00010,P301,B035,16914639414,N/A
