SnapshotDate,AccountID,CustomerID,ProductID,BranchID,Balance_VND,NPLGroup
2025-02-28,A0000001,C00001,P004,B025,931492036,N/A
2025-02-28,A0000002,C00001,P001,B025,882523844,N/A
2025-02-28,A0000003,C00001,P102,B025,576519908,Nhóm 1
2025-02-28,A0000004,C00001,P203,B025,60072144,Nhóm 1
2025-02-28,A0000005,C00001,P202,B025,0,N/A
2025-02-28,A0000006,C00002,P001,B022,270330211,N/A
2025-02-28,A0000007,C00002,P203,B022,21689699,Nhóm 1
2025-02-28,A0000008,C00003,P006,B035,9714620299,N/A
2025-02-28,A0000009,C00003,P007,B035,4342922211,N/A
2025-02-28,A0000010,C00003,P001,B035,7384229213,N/A
2025-02-28,A0000011,C00003,P205,B035,578709581,Nhóm 1
2025-02-28,A0000012,C00003,P204,B035,93645120,Nhóm 1
2025-02-28,A0000013,C00003,P205,B035,294221792,Nhóm 1
2025-02-28,A0000014,C00003,P301,B035,23532159375,N/A
2025-02-28,A0000015,C00004,P004,B006,212800015,N/A
2025-02-28,A0000016,C00004,P104,B006,515784567,Nhóm 1
2025-02-28,A0000017,C00004,P203,B006,9862889,Nhóm 1
2025-02-28,A0000018,C00005,P003,B026,195939557,N/A
2025-02-28,A0000019,C00005,P203,B026,0,N/A
2025-02-28,A0000020,C00006,P007,B050,218736217,N/A
2025-02-28,A0000021,C00006,P202,B050,0,N/A
2025-02-28,A0000022,C00007,P006,B039,1003376402,N/A
2025-02-28,A0000023,C00007,P002,B039,1507768754,N/A
2025-02-28,A0000024,C00007,P204,B039,24671054,Nhóm 1
2025-02-28,A0000025,C00007,P203,B039,0,N/A
2025-02-28,A0000032,C00009,P006,B020,115066544,N/A
2025-02-28,A0000033,C00009,P202,B020,0,N/A
2025-02-28,A0000034,C00010,P006,B035,6744726124,N/A
2025-02-28,A0000035,C00010,P001,B035,5877576665,N/A
2025-02-28,A0000036,C00010,P004,B035,12368173628,N/A
2025-02-28,A0000037,C00010,P104,B035,9771626521,Nhóm 1
2025-02-28,A0000038,C00010,P205,B035,244282853,Nhóm 1
2025-02-28,A0000039,C00010,P205,B035,79697775,Nhóm 1
2025-02-28,A0000040,C00010,P204,B035,76286925,Nhóm 1
2025-02-28,A0000041,C00010,P301,B035,16216015328,N/A
2025-02-28,A0000042,C00011,P007,B035,846880525,N/A
2025-02-28,A0000043,C00011,P003,B035,399521735,N/A
2025-02-28,A0000044,C00011,P103,B035,1016469185,Nhóm 1
2025-02-28,A0000045,C00011,P203,B035,0,N/A
2025-02-28,A0000046,C00011,P203,B035,44268008,Nhóm 1
2025-02-28,A0000047,C00012,P006,B026,76390537,N/A
2025-02-28,A0000048,C00012,P203,B026,11040967,Nhóm 1
2025-02-28,A0000049,C00013,P001,B034,62080036,N/A
2025-02-28,A0000050,C00013,P203,B034,4930094,Nhóm 1
2025-02-28,A0000051,C00014,P003,B045,74423271,N/A
2025-02-28,A0000052,C00014,P203,B045,0,N/A
2025-02-28,A0000053,C00015,P003,B018,109411746,N/A
