SnapshotDate,AccountID,CustomerID,ProductID,BranchID,Balance_VND,NPLGroup
2024-08-31,A0000001,C00001,P004,B025,1748849949,N/A
2024-08-31,A0000002,C00001,P001,B025,630314849,N/A
2024-08-31,A0000003,C00001,P102,B025,2616468723,Nhóm 1
2024-08-31,A0000004,C00001,P203,B025,10930208,Nhóm 1
2024-08-31,A0000005,C00001,P202,B025,0,N/A
2024-08-31,A0000006,C00002,P001,B022,147741036,N/A
2024-08-31,A0000007,C00002,P203,B022,2952204,Nhóm 1
2024-08-31,A0000008,C00003,P006,B035,11754396210,N/A
2024-08-31,A0000009,C00003,P007,B035,4368446091,N/A
2024-08-31,A0000010,C00003,P001,B035,7432333529,N/A
2024-08-31,A0000011,C00003,P205,B035,72287715,Nhóm 1
2024-08-31,A0000012,C00003,P204,B035,252372222,Nhóm 1
2024-08-31,A0000013,C00003,P205,B035,177996256,Nhóm 1
2024-08-31,A0000014,C00003,P301,B035,10134850393,N/A
2024-08-31,A0000015,C00004,P004,B006,30007956,N/A
2024-08-31,A0000016,C00004,P104,B006,409056110,Nhóm 1
2024-08-31,A0000017,C00004,P203,B006,0,N/A
2024-08-31,A0000018,C00005,P003,B026,213906938,N/A
2024-08-31,A0000019,C00005,P203,B026,0,N/A
2024-08-31,A0000020,C00006,P007,B050,147586191,N/A
2024-08-31,A0000021,C00006,P202,B050,0,N/A
2024-08-31,A0000022,C00007,P006,B039,1338764859,N/A
2024-08-31,A0000023,C00007,P002,B039,733778311,N/A
2024-08-31,A0000024,C00007,P204,B039,0,N/A
2024-08-31,A0000025,C00007,P203,B039,0,N/A
2024-08-31,A0000032,C00009,P006,B020,146817935,N/A
2024-08-31,A0000033,C00009,P202,B020,0,N/A
2024-08-31,A0000034,C00010,P006,B035,11601279918,N/A
2024-08-31,A0000035,C00010,P001,B035,11080858797,N/A
2024-08-31,A0000036,C00010,P004,B035,6292691682,N/A
2024-08-31,A0000038,C00010,P205,B035,58937558,Nhóm 1
2024-08-31,A0000039,C00010,P205,B035,0,N/A
2024-08-31,A0000040,C00010,P204,B035,0,N/A
2024-08-31,A0000041,C00010,P301,B035,4254151757,N/A
2024-08-31,A0000042,C00011,P007,B035,811748164,N/A
2024-08-31,A0000043,C00011,P003,B035,420294577,N/A
2024-08-31,A0000045,C00011,P203,B035,0,N/A
2024-08-31,A0000046,C00011,P203,B035,17218068,Nhóm 1
2024-08-31,A0000047,C00012,P006,B026,162198270,N/A
2024-08-31,A0000048,C00012,P203,B026,0,N/A
2024-08-31,A0000049,C00013,P001,B034,87184784,N/A
2024-08-31,A0000050,C00013,P203,B034,5051728,Nhóm 1
2024-08-31,A0000051,C00014,P003,B045,99845796,N/A
2024-08-31,A0000052,C00014,P203,B045,3884560,Nhóm 1
2024-08-31,A0000053,C00015,P003,B018,158338225,N/A
2024-08-31,A0000054,C00015,P201,B018,0,N/A
2024-08-31,A0000055,C00016,P002,B025,310101713,N/A
2024-08-31,A0000056,C00016,P203,B025,9086112,Nhóm 1
2024-08-31,A0000057,C00017,P003,B033,192546469,N/A
2024-08-31,A0000058,C00017,P202,B033,0,N/A
2024-08-31,A0000059,C00018,P005,B022,89280765,N/A
2024-08-31,A0000060,C00018,P201,B022,0,N/A
2024-08-31,A0000061,C00019,P004,B036,485422786,N/A
2024-08-31,A0000062,C00019,P006,B036,1471402173,N/A
2024-08-31,A0000063,C00019,P202,B036,0,N/A
2024-08-31,A0000064,C00019,P204,B036,22800200,Nhóm 1
2024-08-31,A0000065,C00020,P003,B020,155373136,N/A
2024-08-31,A0000066,C00020,P201,B020,0,N/A
2024-08-31,A0000067,C00021,P006,B043,1386407379,N/A
2024-08-31,A0000068,C00021,P005,B043,1279750121,N/A
2024-08-31,A0000069,C00021,P202,B043,0,N/A
2024-08-31,A0000070,C00021,P203,B043,24919750,Nhóm 1
2024-08-31,A0000073,C00023,P004,B027,120617311,N/A
2024-08-31,A0000074,C00023,P201,B027,0,N/A
2024-08-31,A0000075,C00024,P003,B030,157487868,N/A
2024-08-31,A0000076,C00024,P201,B030,0,N/A
2024-08-31,A0000077,C00025,P007,B026,194473587,N/A
2024-08-31,A0000078,C00025,P201,B026,0,N/A
2024-08-31,A0000079,C00026,P003,B026,121423994,N/A
2024-08-31,A0000080,C00026,P203,B026,0,N/A
2024-08-31,A0000081,C00027,P005,B006,1299512401,N/A
2024-08-31,A0000082,C00027,P005,B006,1455290967,N/A
2024-08-31,A0000083,C00027,P204,B006,5698503,Nhóm 1
2024-08-31,A0000084,C00027,P203,B006,0,N/A
2024-08-31,A0000085,C00028,P005,B027,108259171,N/A
2024-08-31,A0000086,C00028,P203,B027,0,N/A
2024-08-31,A0000087,C00029,P006,B025,106842146,N/A
2024-08-31,A0000089,C00030,P005,B023,1232271090,N/A
2024-08-31,A0000090,C00030,P006,B023,418441786,N/A
2024-08-31,A0000091,C00030,P204,B023,0,N/A
2024-08-31,A0000092,C00030,P203,B023,0,N/A
2024-08-31,A0000093,C00031,P002,B040,304572757,N/A
2024-08-31,A0000094,C00031,P202,B040,0,N/A
2024-08-31,A0000095,C00032,P002,B049,131406118,N/A
2024-08-31,A0000096,C00032,P202,B049,0,N/A
2024-08-31,A0000097,C00033,P001,B018,22622578,N/A
2024-08-31,A0000098,C00033,P202,B018,0,N/A
2024-08-31,A0000099,C00034,P006,B033,537653941,N/A
2024-08-31,A0000107,C00036,P006,B013,83815373,N/A
2024-08-31,A0000111,C00038,P007,B024,216549028,N/A
2024-08-31,A0000112,C00038,P102,B024,174369331,Nhóm 1
2024-08-31,A0000113,C00038,P202,B024,0,N/A
2024-08-31,A0000114,C00039,P003,B009,207941734,N/A
2024-08-31,A0000116,C00040,P003,B006,4865783058,N/A
2024-08-31,A0000117,C00040,P003,B006,4132307064,N/A
2024-08-31,A0000118,C00040,P002,B006,8824969689,N/A
2024-08-31,A0000119,C00040,P206,B006,97900855,Nhóm 1
2024-08-31,A0000120,C00040,P205,B006,182267164,Nhóm 1
2024-08-31,A0000121,C00040,P206,B006,0,N/A
2024-08-31,A0000122,C00040,P305,B006,7219709467,N/A
2024-08-31,A0000123,C00041,P004,B017,52111273866,N/A
2024-08-31,A0000124,C00041,P003,B017,13475098884,N/A
2024-08-31,A0000125,C00041,P003,B017,52227311114,N/A
2024-08-31,A0000126,C00041,P004,B017,30285866243,N/A
2024-08-31,A0000127,C00041,P106,B017,25907195447,Nhóm 1
2024-08-31,A0000128,C00041,P206,B017,0,N/A
2024-08-31,A0000129,C00041,P206,B017,0,N/A
2024-08-31,A0000130,C00041,P206,B017,492718865,Nhóm 1
2024-08-31,A0000131,C00041,P305,B017,119620064395,N/A
2024-08-31,A0000132,C00042,P002,B029,179237187,N/A
2024-08-31,A0000133,C00042,P203,B029,0,N/A
2024-08-31,A0000134,C00043,P004,B007,179977350,N/A
2024-08-31,A0000135,C00043,P202,B007,0,N/A
2024-08-31,A0000136,C00044,P002,B010,5077316254,N/A
2024-08-31,A0000137,C00044,P003,B010,6377375255,N/A
2024-08-31,A0000138,C00044,P007,B010,2761932697,N/A
2024-08-31,A0000139,C00044,P206,B010,86336660,Nhóm 1
2024-08-31,A0000140,C00044,P204,B010,0,N/A
2024-08-31,A0000141,C00044,P206,B010,100124198,Nhóm 1
2024-08-31,A0000142,C00045,P006,B006,7208825337,N/A
2024-08-31,A0000143,C00045,P002,B006,3810046142,N/A
2024-08-31,A0000144,C00045,P001,B006,6375691251,N/A
2024-08-31,A0000145,C00045,P206,B006,162709627,Nhóm 1
2024-08-31,A0000146,C00045,P206,B006,0,N/A
2024-08-31,A0000147,C00045,P204,B006,158793609,Nhóm 1
2024-08-31,A0000148,C00045,P304,B006,11920899531,N/A
2024-08-31,A0000149,C00046,P007,B035,1031215676,N/A
2024-08-31,A0000150,C00046,P003,B035,777888756,N/A
2024-08-31,A0000151,C00046,P104,B035,1751084596,Nhóm 1
2024-08-31,A0000152,C00046,P203,B035,0,N/A
2024-08-31,A0000153,C00046,P203,B035,20359690,Nhóm 1
2024-08-31,A0000154,C00047,P001,B041,1416566579,N/A
2024-08-31,A0000155,C00047,P006,B041,1506884256,N/A
2024-08-31,A0000157,C00047,P202,B041,0,N/A
2024-08-31,A0000159,C00048,P005,B005,1606534644,N/A
2024-08-31,A0000160,C00048,P006,B005,1090731702,N/A
2024-08-31,A0000161,C00048,P106,B005,2003919727,Nhóm 1
2024-08-31,A0000162,C00048,P202,B005,0,N/A
2024-08-31,A0000163,C00048,P204,B005,69197022,Nhóm 1
2024-08-31,A0000166,C00050,P006,B032,98188926,N/A
2024-08-31,A0000167,C00050,P202,B032,0,N/A
2024-08-31,A0000168,C00051,P001,B048,221263875,N/A
2024-08-31,A0000169,C00051,P106,B048,447479838,Nhóm 1
2024-08-31,A0000170,C00051,P202,B048,0,N/A
2024-08-31,A0000171,C00052,P003,B047,73493269,N/A
2024-08-31,A0000172,C00052,P201,B047,0,N/A
2024-08-31,A0000173,C00053,P002,B045,118208574,N/A
2024-08-31,A0000174,C00053,P101,B045,547947748,Nhóm 1
2024-08-31,A0000175,C00053,P201,B045,0,N/A
2024-08-31,A0000176,C00054,P001,B014,112386282,N/A
2024-08-31,A0000177,C00054,P203,B014,0,N/A
