SurveyID,SurveyDate,CustomerID,BranchID,Score,NPSCategory,PrimaryReasonID,PrimaryReason
NPS0008163,2024-03-21,C00476,B043,3,Detractor,R05,Thái độ nhân viên chưa tốt
NPS0008164,2024-03-21,C00845,B038,10,Promoter,,
NPS0008165,2024-03-05,C00657,B027,7,Passive,R05,Thái độ nhân viên chưa tốt
NPS0008166,2024-03-26,C01805,B011,9,Promoter,R01,Phí dịch vụ cao
NPS0008167,2024-03-26,C04973,B008,10,Promoter,R07,Lãi suất chưa cạnh tranh
NPS0008168,2024-03-21,C04676,B045,8,Passive,R01,Phí dịch vụ cao
NPS0008169,2024-03-14,C00458,B033,8,Passive,R01,Phí dịch vụ cao
NPS0008170,2024-03-12,C01825,B037,8,Passive,R01,Phí dịch vụ cao
NPS0008171,2024-03-07,C04858,B003,0,Detractor,R01,Phí dịch vụ cao
NPS0008172,2024-03-25,C04458,B015,10,Promoter,R04,Sản phẩm ít lựa chọn
NPS0008173,2024-03-13,C02316,B024,9,Promoter,,
NPS0008174,2024-03-22,C00475,B026,10,Promoter,,
NPS0008175,2024-03-28,C04835,B022,10,Promoter,R01,Phí dịch vụ cao
NPS0008176,2024-03-30,C01341,B045,7,Passive,,
NPS0008177,2024-03-06,C00045,B005,9,Promoter,,
NPS0008178,2024-03-30,C03379,B050,9,Promoter,R05,Thái độ nhân viên chưa tốt
NPS0008179,2024-03-25,C04603,B037,6,Detractor,R01,Phí dịch vụ cao
NPS0008180,2024-03-02,C00191,B002,8,Passive,R07,Lãi suất chưa cạnh tranh
NPS0008181,2024-03-21,C00133,B050,10,Promoter,,
NPS0008182,2024-03-17,C02414,B038,1,Detractor,R01,Phí dịch vụ cao
NPS0008183,2024-03-31,C00409,B024,7,Passive,,
NPS0008184,2024-03-10,C02950,B009,9,Promoter,,
NPS0008185,2024-03-20,C04862,B035,10,Promoter,R01,Phí dịch vụ cao
NPS0008186,2024-03-15,C03090,B049,8,Passive,R01,Phí dịch vụ cao
NPS0008187,2024-03-17,C00660,B043,10,Promoter,,
NPS0008188,2024-03-31,C01000,B038,9,Promoter,,
NPS0008189,2024-03-02,C02030,B008,8,Passive,R08,Khác
NPS0008190,2024-03-12,C04887,B026,9,Promoter,,
NPS0008191,2024-03-29,C00323,B027,7,Passive,,
NPS0008192,2024-03-05,C01740,B022,9,Promoter,,
NPS0008193,2024-03-13,C03877,B013,10,Promoter,,
NPS0008194,2024-03-31,C01303,B020,9,Promoter,,
NPS0008195,2024-03-12,C01613,B028,10,Promoter,,
NPS0008196,2024-03-13,C00293,B035,9,Promoter,R01,Phí dịch vụ cao
NPS0008197,2024-03-06,C01439,B034,4,Detractor,R01,Phí dịch vụ cao
NPS0008198,2024-03-24,C01322,B049,9,Promoter,,
NPS0008199,2024-03-24,C00038,B003,9,Promoter,R06,Mạng lưới chi nhánh thưa
NPS0008200,2024-03-10,C01413,B004,9,Promoter,,
NPS0008201,2024-03-19,C04779,B004,1,Detractor,R01,Phí dịch vụ cao
NPS0008202,2024-03-29,C01497,B050,8,Passive,,
NPS0008203,2024-03-14,C02245,B029,10,Promoter,,
NPS0008204,2024-03-15,C03310,B029,9,Promoter,,
NPS0008205,2024-03-24,C04815,B009,9,Promoter,,
NPS0008206,2024-03-05,C02853,B021,8,Passive,R05,Thái độ nhân viên chưa tốt
NPS0008207,2024-03-07,C04260,B006,7,Passive,R02,Thời gian chờ giao dịch lâu
NPS0008208,2024-03-22,C01753,B003,10,Promoter,,
NPS0008209,2024-03-04,C00300,B017,7,Passive,R07,Lãi suất chưa cạnh tranh
NPS0008210,2024-03-29,C01267,B008,9,Promoter,,
NPS0008211,2024-03-06,C04597,B031,7,Passive,R01,Phí dịch vụ cao
NPS0008212,2024-03-11,C02573,B050,6,Detractor,R01,Phí dịch vụ cao
NPS0008213,2024-03-10,C01194,B050,7,Passive,,
NPS0008214,2024-03-24,C03506,B017,10,Promoter,,
NPS0008215,2024-03-08,C04010,B050,10,Promoter,R08,Khác
NPS0008216,2024-03-12,C04320,B018,10,Promoter,,
NPS0008217,2024-03-04,C03921,B045,10,Promoter,,
NPS0008218,2024-03-03,C04112,B050,8,Passive,,
NPS0008219,2024-03-07,C03867,B022,9,Promoter,,
NPS0008220,2024-03-19,C04431,B042,9,Promoter,,
NPS0008221,2024-03-30,C01200,B042,8,Passive,,
NPS0008222,2024-03-23,C01621,B036,7,Passive,R07,Lãi suất chưa cạnh tranh
NPS0008223,2024-03-24,C00034,B036,2,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0008224,2024-03-27,C02987,B043,10,Promoter,,
NPS0008225,2024-03-31,C03164,B003,7,Passive,R01,Phí dịch vụ cao
NPS0008226,2024-03-02,C00981,B047,8,Passive,R05,Thái độ nhân viên chưa tốt
NPS0008227,2024-03-17,C04977,B037,9,Promoter,,
NPS0008228,2024-03-03,C01865,B045,1,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0008229,2024-03-01,C02623,B037,0,Detractor,R01,Phí dịch vụ cao
NPS0008230,2024-03-08,C04094,B037,3,Detractor,R01,Phí dịch vụ cao
NPS0008231,2024-03-19,C00910,B040,9,Promoter,R01,Phí dịch vụ cao
NPS0008232,2024-03-19,C04029,B043,10,Promoter,,
NPS0008233,2024-03-22,C01758,B045,10,Promoter,,
NPS0008234,2024-03-24,C04737,B007,4,Detractor,R01,Phí dịch vụ cao
NPS0008235,2024-03-30,C01253,B036,10,Promoter,R01,Phí dịch vụ cao
NPS0008236,2024-03-23,C01684,B010,9,Promoter,,
NPS0008237,2024-03-29,C04905,B006,8,Passive,,
NPS0008238,2024-03-28,C01343,B040,9,Promoter,,
NPS0008239,2024-03-23,C04981,B011,2,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0008240,2024-03-13,C03220,B027,9,Promoter,,
NPS0008241,2024-03-04,C01549,B043,8,Passive,,
NPS0008242,2024-03-26,C04702,B008,9,Promoter,,
NPS0008243,2024-03-05,C01897,B043,10,Promoter,,
NPS0008244,2024-03-23,C02357,B026,5,Detractor,R01,Phí dịch vụ cao
NPS0008245,2024-03-14,C02992,B023,1,Detractor,R04,Sản phẩm ít lựa chọn
NPS0008246,2024-03-26,C02262,B050,10,Promoter,,
NPS0008247,2024-03-21,C03180,B046,1,Detractor,R01,Phí dịch vụ cao
