SurveyID,SurveyDate,CustomerID,BranchID,Score,NPSCategory,PrimaryReasonID,PrimaryReason
NPS0009329,2024-05-14,C03747,B011,10,Promoter,,
NPS0009330,2024-05-01,C03340,B024,10,Promoter,,
NPS0009331,2024-05-29,C03735,B050,7,Passive,,
NPS0009332,2024-05-06,C04208,B045,7,Passive,R08,Khác
NPS0009333,2024-05-20,C01756,B021,7,Passive,R03,Ứng dụng số khó dùng
NPS0009334,2024-05-02,C03403,B038,10,Promoter,,
NPS0009335,2024-05-16,C02552,B025,9,Promoter,R01,Phí dịch vụ cao
NPS0009336,2024-05-26,C02627,B036,8,Passive,R01,Phí dịch vụ cao
NPS0009337,2024-05-12,C00544,B008,9,Promoter,,
NPS0009338,2024-05-22,C04509,B024,8,Passive,R01,Phí dịch vụ cao
NPS0009339,2024-05-19,C03493,B042,9,Promoter,,
NPS0009340,2024-05-21,C02244,B008,10,Promoter,,
NPS0009341,2024-05-25,C01151,B043,7,Passive,R01,Phí dịch vụ cao
NPS0009342,2024-05-25,C00352,B013,5,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0009343,2024-05-28,C01931,B026,6,Detractor,R01,Phí dịch vụ cao
NPS0009344,2024-05-19,C02893,B022,9,Promoter,,
NPS0009345,2024-05-12,C04464,B050,7,Passive,R01,Phí dịch vụ cao
NPS0009346,2024-05-18,C04692,B007,0,Detractor,R01,Phí dịch vụ cao
NPS0009347,2024-05-26,C01915,B050,10,Promoter,,
NPS0009348,2024-05-11,C02290,B011,9,Promoter,R01,Phí dịch vụ cao
NPS0009349,2024-05-17,C02245,B029,9,Promoter,R01,Phí dịch vụ cao
NPS0009350,2024-05-15,C00602,B047,9,Promoter,,
NPS0009351,2024-05-27,C01354,B043,9,Promoter,R02,Thời gian chờ giao dịch lâu
NPS0009352,2024-05-26,C01673,B003,9,Promoter,R07,Lãi suất chưa cạnh tranh
NPS0009353,2024-05-15,C04913,B032,4,Detractor,R01,Phí dịch vụ cao
NPS0009354,2024-05-24,C02868,B026,1,Detractor,R07,Lãi suất chưa cạnh tranh
NPS0009355,2024-05-23,C03637,B040,10,Promoter,R01,Phí dịch vụ cao
NPS0009356,2024-05-22,C04653,B021,10,Promoter,R01,Phí dịch vụ cao
NPS0009357,2024-05-11,C00682,B029,10,Promoter,,
NPS0009358,2024-05-07,C03672,B049,5,Detractor,R01,Phí dịch vụ cao
NPS0009359,2024-05-10,C02035,B037,8,Passive,,
NPS0009360,2024-05-19,C02369,B005,1,Detractor,R03,Ứng dụng số khó dùng
NPS0009361,2024-05-28,C01363,B050,1,Detractor,R01,Phí dịch vụ cao
NPS0009362,2024-05-11,C04401,B045,9,Promoter,R01,Phí dịch vụ cao
NPS0009363,2024-05-16,C01857,B024,10,Promoter,,
NPS0009364,2024-05-06,C01575,B049,8,Passive,,
NPS0009365,2024-05-19,C01200,B042,9,Promoter,R01,Phí dịch vụ cao
NPS0009366,2024-05-27,C01747,B017,7,Passive,,
NPS0009367,2024-05-09,C03409,B011,8,Passive,R01,Phí dịch vụ cao
NPS0009368,2024-05-02,C03427,B035,9,Promoter,,
NPS0009369,2024-05-26,C00820,B050,9,Promoter,,
NPS0009370,2024-05-17,C04291,B008,8,Passive,,
NPS0009371,2024-05-18,C02258,B003,7,Passive,,
NPS0009372,2024-05-15,C01761,B040,9,Promoter,,
NPS0009373,2024-05-14,C00973,B031,9,Promoter,,
NPS0009374,2024-05-28,C04775,B002,8,Passive,,
NPS0009375,2024-05-04,C00191,B002,10,Promoter,,
NPS0009376,2024-05-16,C02688,B011,7,Passive,R01,Phí dịch vụ cao
NPS0009377,2024-05-03,C03398,B037,10,Promoter,R01,Phí dịch vụ cao
NPS0009378,2024-05-04,C00259,B045,10,Promoter,,
NPS0009379,2024-05-15,C01136,B023,7,Passive,,
NPS0009380,2024-05-01,C01310,B032,3,Detractor,R01,Phí dịch vụ cao
NPS0009381,2024-05-24,C01827,B009,9,Promoter,,
NPS0009382,2024-05-30,C02943,B011,1,Detractor,R01,Phí dịch vụ cao
NPS0009383,2024-05-01,C04869,B014,10,Promoter,,
NPS0009384,2024-05-31,C02148,B049,7,Passive,,
NPS0009385,2024-05-09,C04944,B006,10,Promoter,R01,Phí dịch vụ cao
NPS0009386,2024-05-31,C03037,B018,7,Passive,,
NPS0009387,2024-05-06,C01030,B050,10,Promoter,R06,Mạng lưới chi nhánh thưa
NPS0009388,2024-05-11,C01625,B029,5,Detractor,R01,Phí dịch vụ cao
NPS0009389,2024-05-03,C00812,B050,6,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0009390,2024-05-20,C01557,B038,8,Passive,R01,Phí dịch vụ cao
NPS0009391,2024-05-30,C02253,B008,2,Detractor,R01,Phí dịch vụ cao
NPS0009392,2024-05-29,C02079,B020,10,Promoter,R03,Ứng dụng số khó dùng
NPS0009393,2024-05-11,C02259,B024,10,Promoter,,
NPS0009394,2024-05-13,C04837,B004,9,Promoter,R01,Phí dịch vụ cao
NPS0009395,2024-05-07,C03680,B020,9,Promoter,R01,Phí dịch vụ cao
NPS0009396,2024-05-05,C04372,B027,8,Passive,R01,Phí dịch vụ cao
NPS0009397,2024-05-29,C00893,B029,5,Detractor,R01,Phí dịch vụ cao
NPS0009398,2024-05-21,C01457,B050,10,Promoter,,
NPS0009399,2024-05-21,C00296,B050,10,Promoter,,
NPS0009400,2024-05-19,C00849,B026,3,Detractor,R04,Sản phẩm ít lựa chọn
NPS0009401,2024-05-15,C04500,B004,10,Promoter,,
NPS0009402,2024-05-06,C01138,B003,9,Promoter,,
