SurveyID,SurveyDate,CustomerID,BranchID,Score,NPSCategory,PrimaryReasonID,PrimaryReason
NPS0004082,2023-08-06,C03438,B009,8,Passive,,
NPS0004083,2023-08-24,C02424,B032,0,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0004084,2023-08-24,C00978,B013,10,Promoter,R01,Phí dịch vụ cao
NPS0004085,2023-08-24,C04804,B030,9,Promoter,R04,Sản phẩm ít lựa chọn
NPS0004086,2023-08-26,C00436,B035,7,Passive,R06,Mạng lưới chi nhánh thưa
NPS0004087,2023-08-26,C01034,B045,0,Detractor,R01,Phí dịch vụ cao
NPS0004088,2023-08-01,C03552,B002,10,Promoter,,
NPS0004089,2023-08-27,C00440,B049,9,Promoter,,
NPS0004090,2023-08-12,C03693,B050,8,Passive,,
NPS0004091,2023-08-12,C02734,B045,10,Promoter,,
NPS0004092,2023-08-27,C02442,B027,9,Promoter,,
NPS0004093,2023-08-12,C02016,B046,10,Promoter,,
NPS0004094,2023-08-06,C04782,B038,9,Promoter,,
NPS0004095,2023-08-27,C04732,B047,4,Detractor,R05,Thái độ nhân viên chưa tốt
NPS0004096,2023-08-30,C01531,B024,9,Promoter,,
NPS0004097,2023-08-03,C00840,B036,10,Promoter,,
NPS0004098,2023-08-20,C02413,B036,9,Promoter,R02,Thời gian chờ giao dịch lâu
NPS0004099,2023-08-14,C02804,B024,7,Passive,R01,Phí dịch vụ cao
NPS0004100,2023-08-11,C03339,B009,8,Passive,R01,Phí dịch vụ cao
NPS0004101,2023-08-23,C00499,B042,7,Passive,R03,Ứng dụng số khó dùng
NPS0004102,2023-08-30,C00882,B045,9,Promoter,R06,Mạng lưới chi nhánh thưa
NPS0004103,2023-08-05,C04598,B031,10,Promoter,,
NPS0004104,2023-08-18,C03699,B009,0,Detractor,R01,Phí dịch vụ cao
NPS0004105,2023-08-25,C03307,B031,7,Passive,,
NPS0004106,2023-08-19,C01749,B013,1,Detractor,R07,Lãi suất chưa cạnh tranh
NPS0004107,2023-08-05,C02955,B032,8,Passive,,
NPS0004108,2023-08-08,C02622,B050,10,Promoter,,
NPS0004109,2023-08-11,C01497,B050,0,Detractor,R05,Thái độ nhân viên chưa tốt
NPS0004110,2023-08-04,C02270,B029,8,Passive,R01,Phí dịch vụ cao
NPS0004111,2023-08-31,C01523,B003,7,Passive,R01,Phí dịch vụ cao
NPS0004112,2023-08-11,C04729,B045,8,Passive,,
NPS0004113,2023-08-03,C00140,B043,8,Passive,R01,Phí dịch vụ cao
NPS0004114,2023-08-31,C02854,B016,10,Promoter,,
NPS0004115,2023-08-06,C00823,B045,8,Passive,,
NPS0004116,2023-08-17,C02095,B021,9,Promoter,,
NPS0004117,2023-08-29,C04019,B040,8,Passive,R01,Phí dịch vụ cao
NPS0004118,2023-08-05,C00807,B034,10,Promoter,,
NPS0004119,2023-08-08,C03923,B032,7,Passive,R01,Phí dịch vụ cao
NPS0004120,2023-08-09,C02496,B003,10,Promoter,,
NPS0004121,2023-08-01,C02320,B026,7,Passive,,
NPS0004122,2023-08-11,C00583,B001,8,Passive,R02,Thời gian chờ giao dịch lâu
NPS0004123,2023-08-24,C02864,B045,7,Passive,R01,Phí dịch vụ cao
NPS0004124,2023-08-01,C03582,B033,7,Passive,R03,Ứng dụng số khó dùng
NPS0004125,2023-08-11,C00545,B050,10,Promoter,,
NPS0004126,2023-08-12,C01464,B008,9,Promoter,,
NPS0004127,2023-08-22,C04523,B034,9,Promoter,,
NPS0004128,2023-08-18,C03937,B050,10,Promoter,,
NPS0004129,2023-08-22,C00178,B009,7,Passive,R01,Phí dịch vụ cao
NPS0004130,2023-08-18,C00267,B050,1,Detractor,R01,Phí dịch vụ cao
NPS0004131,2023-08-25,C01860,B017,9,Promoter,,
NPS0004132,2023-08-30,C00893,B029,9,Promoter,R01,Phí dịch vụ cao
NPS0004133,2023-08-14,C04778,B015,8,Passive,R01,Phí dịch vụ cao
NPS0004134,2023-08-31,C04737,B007,2,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0004135,2023-08-03,C00053,B031,7,Passive,R01,Phí dịch vụ cao
NPS0004136,2023-08-25,C00411,B004,10,Promoter,,
NPS0004137,2023-08-21,C01090,B006,8,Passive,,
NPS0004138,2023-08-26,C03643,B024,8,Passive,R07,Lãi suất chưa cạnh tranh
NPS0004139,2023-08-03,C04570,B045,3,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0004140,2023-08-08,C03982,B010,8,Passive,R02,Thời gian chờ giao dịch lâu
NPS0004141,2023-08-19,C03721,B004,9,Promoter,,
NPS0004142,2023-08-09,C03968,B003,9,Promoter,,
NPS0004143,2023-08-28,C02663,B030,8,Passive,,
NPS0004144,2023-08-17,C02188,B031,10,Promoter,,
NPS0004145,2023-08-17,C01925,B003,9,Promoter,R04,Sản phẩm ít lựa chọn
NPS0004146,2023-08-22,C03649,B005,7,Passive,R01,Phí dịch vụ cao
NPS0004147,2023-08-31,C03415,B013,7,Passive,,
NPS0004148,2023-08-23,C03555,B050,6,Detractor,R05,Thái độ nhân viên chưa tốt
NPS0004149,2023-08-29,C04171,B050,6,Detractor,R03,Ứng dụng số khó dùng
NPS0004150,2023-08-01,C04693,B003,10,Promoter,,
NPS0004151,2023-08-10,C01604,B024,8,Passive,,
NPS0004152,2023-08-03,C02765,B048,10,Promoter,,
NPS0004153,2023-08-27,C00821,B045,5,Detractor,R07,Lãi suất chưa cạnh tranh
NPS0004154,2023-08-30,C04781,B002,4,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0004155,2023-08-30,C01065,B031,8,Passive,R01,Phí dịch vụ cao
NPS0004156,2023-08-13,C03766,B029,10,Promoter,,
NPS0004157,2023-08-14,C04611,B035,6,Detractor,R08,Khác
NPS0004158,2023-08-18,C03150,B047,9,Promoter,R01,Phí dịch vụ cao
NPS0004159,2023-08-25,C04667,B029,7,Passive,R01,Phí dịch vụ cao
NPS0004160,2023-08-27,C01821,B026,7,Passive,,
NPS0004161,2023-08-06,C01864,B045,10,Promoter,,
NPS0004162,2023-08-29,C01758,B045,10,Promoter,,
NPS0004163,2023-08-07,C02956,B026,9,Promoter,,
NPS0004164,2023-08-30,C00045,B005,10,Promoter,R01,Phí dịch vụ cao
NPS0004165,2023-08-21,C02300,B006,10,Promoter,,
NPS0004166,2023-08-09,C04766,B026,8,Passive,,
NPS0004167,2023-08-15,C00858,B021,10,Promoter,R01,Phí dịch vụ cao
NPS0004168,2023-08-25,C02851,B004,10,Promoter,R01,Phí dịch vụ cao
NPS0004169,2023-08-13,C04411,B050,9,Promoter,,
NPS0004170,2023-08-25,C02933,B034,10,Promoter,,
NPS0004171,2023-08-19,C04677,B006,9,Promoter,,
NPS0004172,2023-08-02,C03640,B009,8,Passive,,
NPS0004173,2023-08-10,C03752,B045,10,Promoter,,
NPS0004174,2023-08-28,C00871,B029,1,Detractor,R07,Lãi suất chưa cạnh tranh
NPS0004175,2023-08-26,C01291,B006,5,Detractor,R01,Phí dịch vụ cao
NPS0004176,2023-08-15,C00065,B037,8,Passive,R01,Phí dịch vụ cao
NPS0004177,2023-08-27,C02770,B050,10,Promoter,,
NPS0004178,2023-08-17,C04015,B046,7,Passive,,
NPS0004179,2023-08-28,C01959,B024,10,Promoter,,
NPS0004180,2023-08-31,C04896,B050,10,Promoter,,
NPS0004181,2023-08-13,C01227,B024,7,Passive,,
NPS0004182,2023-08-27,C00392,B024,1,Detractor,R08,Khác
NPS0004183,2023-08-17,C03830,B020,9,Promoter,R01,Phí dịch vụ cao
NPS0004184,2023-08-26,C00161,B042,8,Passive,,
NPS0004185,2023-08-01,C02710,B034,0,Detractor,R05,Thái độ nhân viên chưa tốt
NPS0004186,2023-08-06,C04503,B028,5,Detractor,R01,Phí dịch vụ cao
NPS0004187,2023-08-30,C00482,B020,4,Detractor,R04,Sản phẩm ít lựa chọn
NPS0004188,2023-08-27,C04620,B049,8,Passive,,
NPS0004189,2023-08-13,C03793,B031,3,Detractor,R01,Phí dịch vụ cao
NPS0004190,2023-08-08,C00203,B044,7,Passive,R02,Thời gian chờ giao dịch lâu
NPS0004191,2023-08-15,C01516,B049,10,Promoter,,
NPS0004192,2023-08-03,C00809,B036,7,Passive,R01,Phí dịch vụ cao
NPS0004193,2023-08-05,C00773,B010,8,Passive,R01,Phí dịch vụ cao
NPS0004194,2023-08-02,C02495,B005,7,Passive,R06,Mạng lưới chi nhánh thưa
NPS0004195,2023-08-28,C00462,B024,0,Detractor,R07,Lãi suất chưa cạnh tranh
NPS0004196,2023-08-24,C03878,B045,2,Detractor,R01,Phí dịch vụ cao
NPS0004197,2023-08-03,C04752,B010,0,Detractor,R01,Phí dịch vụ cao
NPS0004198,2023-08-02,C04862,B035,10,Promoter,,
NPS0004199,2023-08-31,C00102,B043,7,Passive,R01,Phí dịch vụ cao
NPS0004200,2023-08-15,C01862,B015,9,Promoter,,
NPS0004201,2023-08-23,C00251,B037,7,Passive,R01,Phí dịch vụ cao
NPS0004202,2023-08-20,C02150,B026,10,Promoter,,
NPS0004203,2023-08-20,C03745,B029,10,Promoter,,
NPS0004204,2023-08-17,C02717,B050,6,Detractor,R01,Phí dịch vụ cao
NPS0004205,2023-08-18,C02429,B024,8,Passive,R01,Phí dịch vụ cao
NPS0004206,2023-08-26,C02218,B035,7,Passive,R01,Phí dịch vụ cao
NPS0004207,2023-08-22,C01368,B038,9,Promoter,R01,Phí dịch vụ cao
NPS0004208,2023-08-18,C00105,B049,7,Passive,R01,Phí dịch vụ cao
NPS0004209,2023-08-14,C04957,B045,10,Promoter,,
NPS0004210,2023-08-07,C00694,B045,10,Promoter,,
NPS0004211,2023-08-18,C03154,B045,8,Passive,R01,Phí dịch vụ cao
NPS0004212,2023-08-16,C00445,B028,10,Promoter,,
NPS0004213,2023-08-27,C04733,B030,10,Promoter,,
NPS0004214,2023-08-24,C04083,B038,10,Promoter,,
NPS0004215,2023-08-01,C03831,B045,9,Promoter,,
NPS0004216,2023-08-18,C04266,B029,7,Passive,,
NPS0004217,2023-08-19,C02160,B021,10,Promoter,R01,Phí dịch vụ cao
NPS0004218,2023-08-16,C03595,B004,7,Passive,,
NPS0004219,2023-08-01,C04086,B050,7,Passive,R07,Lãi suất chưa cạnh tranh
NPS0004220,2023-08-28,C04740,B039,8,Passive,R01,Phí dịch vụ cao
NPS0004221,2023-08-06,C02208,B025,8,Passive,R01,Phí dịch vụ cao
NPS0004222,2023-08-25,C02695,B018,9,Promoter,,
NPS0004223,2023-08-01,C00770,B050,7,Passive,,
NPS0004224,2023-08-18,C00742,B009,10,Promoter,,
NPS0004225,2023-08-27,C01564,B050,6,Detractor,R01,Phí dịch vụ cao
NPS0004226,2023-08-31,C02906,B045,7,Passive,R01,Phí dịch vụ cao
NPS0004227,2023-08-02,C00404,B050,8,Passive,R01,Phí dịch vụ cao
NPS0004228,2023-08-25,C01004,B047,10,Promoter,,
NPS0004229,2023-08-22,C04914,B031,7,Passive,R03,Ứng dụng số khó dùng
NPS0004230,2023-08-06,C02311,B040,8,Passive,R01,Phí dịch vụ cao
NPS0004231,2023-08-10,C00209,B027,8,Passive,R01,Phí dịch vụ cao
NPS0004232,2023-08-18,C02216,B021,8,Passive,,
NPS0004233,2023-08-06,C02029,B026,8,Passive,R01,Phí dịch vụ cao
NPS0004234,2023-08-22,C01480,B026,9,Promoter,,
NPS0004235,2023-08-18,C02006,B024,10,Promoter,,
NPS0004236,2023-08-19,C02776,B029,10,Promoter,R03,Ứng dụng số khó dùng
NPS0004237,2023-08-06,C00414,B004,7,Passive,,
NPS0004238,2023-08-13,C03886,B027,9,Promoter,,
NPS0004239,2023-08-05,C04938,B039,8,Passive,R01,Phí dịch vụ cao
NPS0004240,2023-08-19,C02500,B042,6,Detractor,R05,Thái độ nhân viên chưa tốt
NPS0004241,2023-08-28,C04707,B004,0,Detractor,R05,Thái độ nhân viên chưa tốt
NPS0004242,2023-08-28,C04665,B023,8,Passive,,
NPS0004243,2023-08-14,C00266,B022,8,Passive,R01,Phí dịch vụ cao
NPS0004244,2023-08-11,C04734,B035,7,Passive,,
NPS0004245,2023-08-20,C02008,B009,9,Promoter,,
NPS0004246,2023-08-24,C01603,B035,0,Detractor,R01,Phí dịch vụ cao
NPS0004247,2023-08-12,C01642,B006,8,Passive,,
NPS0004248,2023-08-17,C03568,B029,9,Promoter,,
NPS0004249,2023-08-07,C03574,B050,10,Promoter,R03,Ứng dụng số khó dùng
NPS0004250,2023-08-07,C01254,B042,9,Promoter,,
NPS0004251,2023-08-08,C02721,B032,5,Detractor,R07,Lãi suất chưa cạnh tranh
NPS0004252,2023-08-04,C03249,B038,9,Promoter,,
NPS0004253,2023-08-01,C03685,B026,8,Passive,R06,Mạng lưới chi nhánh thưa
NPS0004254,2023-08-15,C00991,B039,9,Promoter,,
NPS0004255,2023-08-01,C04499,B031,6,Detractor,R01,Phí dịch vụ cao
NPS0004256,2023-08-10,C01447,B029,10,Promoter,,
NPS0004257,2023-08-31,C01483,B050,10,Promoter,R06,Mạng lưới chi nhánh thưa
NPS0004258,2023-08-08,C03145,B044,10,Promoter,R01,Phí dịch vụ cao
NPS0004259,2023-08-17,C00960,B040,7,Passive,R01,Phí dịch vụ cao
NPS0004260,2023-08-21,C04887,B026,7,Passive,R02,Thời gian chờ giao dịch lâu
NPS0004261,2023-08-26,C03997,B015,7,Passive,R01,Phí dịch vụ cao
NPS0004262,2023-08-10,C04095,B029,8,Passive,,
NPS0004263,2023-08-08,C04901,B004,9,Promoter,,
NPS0004264,2023-08-19,C01658,B008,7,Passive,R07,Lãi suất chưa cạnh tranh
NPS0004265,2023-08-10,C01799,B047,10,Promoter,,
NPS0004266,2023-08-30,C03191,B048,7,Passive,R04,Sản phẩm ít lựa chọn
NPS0004267,2023-08-22,C02176,B008,10,Promoter,,
NPS0004268,2023-08-01,C03015,B021,10,Promoter,,
NPS0004269,2023-08-03,C01354,B043,2,Detractor,R01,Phí dịch vụ cao
NPS0004270,2023-08-08,C00872,B029,9,Promoter,,
NPS0004271,2023-08-06,C04977,B037,8,Passive,,
NPS0004272,2023-08-11,C04724,B031,10,Promoter,,
NPS0004273,2023-08-06,C01035,B050,7,Passive,R07,Lãi suất chưa cạnh tranh
NPS0004274,2023-08-03,C01875,B002,10,Promoter,,
NPS0004275,2023-08-10,C04506,B030,10,Promoter,,
NPS0004276,2023-08-05,C03559,B033,7,Passive,,
NPS0004277,2023-08-02,C00246,B035,9,Promoter,,
NPS0004278,2023-08-11,C00890,B031,10,Promoter,,
NPS0004279,2023-08-28,C03818,B010,5,Detractor,R01,Phí dịch vụ cao
NPS0004280,2023-08-11,C04818,B026,8,Passive,R06,Mạng lưới chi nhánh thưa
NPS0004281,2023-08-15,C01933,B009,9,Promoter,,
NPS0004282,2023-08-26,C00285,B028,7,Passive,R03,Ứng dụng số khó dùng
NPS0004283,2023-08-28,C04073,B044,10,Promoter,,
NPS0004284,2023-08-06,C00873,B035,9,Promoter,,
NPS0004285,2023-08-15,C00412,B024,8,Passive,,
NPS0004286,2023-08-17,C04127,B012,7,Passive,,
NPS0004287,2023-08-26,C03074,B040,9,Promoter,,
NPS0004288,2023-08-19,C04840,B050,8,Passive,,
NPS0004289,2023-08-04,C04222,B011,8,Passive,R03,Ứng dụng số khó dùng
NPS0004290,2023-08-31,C00659,B029,8,Passive,,
NPS0004291,2023-08-23,C04089,B024,4,Detractor,R08,Khác
NPS0004292,2023-08-24,C03329,B050,10,Promoter,,
NPS0004293,2023-08-11,C03266,B031,6,Detractor,R01,Phí dịch vụ cao
NPS0004294,2023-08-17,C00706,B023,9,Promoter,,
NPS0004295,2023-08-24,C00833,B013,10,Promoter,R01,Phí dịch vụ cao
NPS0004296,2023-08-08,C03952,B018,8,Passive,R07,Lãi suất chưa cạnh tranh
NPS0004297,2023-08-03,C04664,B035,9,Promoter,,
NPS0004298,2023-08-06,C00927,B003,9,Promoter,R03,Ứng dụng số khó dùng
NPS0004299,2023-08-23,C00147,B023,9,Promoter,,
NPS0004300,2023-08-23,C02105,B049,9,Promoter,R06,Mạng lưới chi nhánh thưa
NPS0004301,2023-08-09,C01998,B038,10,Promoter,,
NPS0004302,2023-08-09,C02975,B005,9,Promoter,,
NPS0004303,2023-08-01,C03570,B036,4,Detractor,R01,Phí dịch vụ cao
NPS0004304,2023-08-14,C01381,B050,4,Detractor,R01,Phí dịch vụ cao
NPS0004305,2023-08-24,C01422,B019,8,Passive,R07,Lãi suất chưa cạnh tranh
NPS0004306,2023-08-28,C04679,B017,8,Passive,,
NPS0004307,2023-08-13,C02969,B032,5,Detractor,R01,Phí dịch vụ cao
NPS0004308,2023-08-01,C03492,B045,8,Passive,R01,Phí dịch vụ cao
NPS0004309,2023-08-14,C00443,B027,9,Promoter,R06,Mạng lưới chi nhánh thưa
NPS0004310,2023-08-23,C00631,B042,9,Promoter,,
NPS0004311,2023-08-14,C01096,B031,6,Detractor,R01,Phí dịch vụ cao
NPS0004312,2023-08-09,C00674,B050,0,Detractor,R03,Ứng dụng số khó dùng
NPS0004313,2023-08-11,C00498,B042,7,Passive,R01,Phí dịch vụ cao
NPS0004314,2023-08-15,C04203,B035,8,Passive,R07,Lãi suất chưa cạnh tranh
NPS0004315,2023-08-14,C01543,B013,9,Promoter,,
