SurveyID,SurveyDate,CustomerID,BranchID,Score,NPSCategory,PrimaryReasonID,PrimaryReason
NPS0015742,2025-04-11,C01475,B029,9,Promoter,,
NPS0015743,2025-04-16,C00527,B026,5,Detractor,R03,Ứng dụng số khó dùng
NPS0015744,2025-04-23,C00770,B050,10,Promoter,R01,Phí dịch vụ cao
NPS0015745,2025-04-03,C00001,B026,3,Detractor,R08,Khác
NPS0015746,2025-04-08,C02694,B045,3,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0015747,2025-04-20,C01925,B003,2,Detractor,R01,Phí dịch vụ cao
NPS0015748,2025-04-01,C02038,B005,4,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0015749,2025-04-27,C00182,B042,7,Passive,,
NPS0015750,2025-04-30,C03845,B043,2,Detractor,R01,Phí dịch vụ cao
NPS0015751,2025-04-21,C00894,B008,7,Passive,R01,Phí dịch vụ cao
NPS0015752,2025-04-04,C02705,B038,7,Passive,R01,Phí dịch vụ cao
NPS0015753,2025-04-02,C02196,B034,10,Promoter,,
NPS0015754,2025-04-03,C01792,B007,8,Passive,R03,Ứng dụng số khó dùng
NPS0015755,2025-04-14,C01980,B038,0,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0015756,2025-04-07,C04429,B040,8,Passive,,
NPS0015757,2025-04-25,C04333,B050,3,Detractor,R01,Phí dịch vụ cao
NPS0015758,2025-04-18,C00873,B035,1,Detractor,R01,Phí dịch vụ cao
NPS0015759,2025-04-12,C01620,B019,9,Promoter,R06,Mạng lưới chi nhánh thưa
NPS0015760,2025-04-11,C03894,B029,8,Passive,R01,Phí dịch vụ cao
NPS0015761,2025-04-28,C04904,B008,7,Passive,,
NPS0015762,2025-04-12,C00340,B008,9,Promoter,,
NPS0015763,2025-04-16,C03823,B050,8,Passive,R03,Ứng dụng số khó dùng
NPS0015764,2025-04-21,C02836,B030,7,Passive,,
NPS0015765,2025-04-07,C03322,B042,7,Passive,,
NPS0015766,2025-04-24,C00964,B026,7,Passive,R01,Phí dịch vụ cao
NPS0015767,2025-04-12,C03517,B049,10,Promoter,,
NPS0015768,2025-04-26,C00425,B005,8,Passive,R07,Lãi suất chưa cạnh tranh
NPS0015769,2025-04-24,C01215,B008,9,Promoter,,
NPS0015770,2025-04-30,C00735,B016,10,Promoter,,
NPS0015771,2025-04-19,C02509,B001,9,Promoter,,
NPS0015772,2025-04-04,C02944,B034,8,Passive,R02,Thời gian chờ giao dịch lâu
NPS0015773,2025-04-09,C01771,B002,1,Detractor,R01,Phí dịch vụ cao
NPS0015774,2025-04-18,C03486,B039,9,Promoter,,
NPS0015775,2025-04-25,C04386,B030,9,Promoter,R01,Phí dịch vụ cao
NPS0015776,2025-04-01,C03795,B025,9,Promoter,,
NPS0015777,2025-04-13,C00336,B041,9,Promoter,,
NPS0015778,2025-04-12,C03733,B038,10,Promoter,,
NPS0015779,2025-04-04,C04733,B030,7,Passive,R06,Mạng lưới chi nhánh thưa
NPS0015780,2025-04-14,C01077,B008,7,Passive,R02,Thời gian chờ giao dịch lâu
NPS0015781,2025-04-14,C02174,B003,10,Promoter,,
NPS0015782,2025-04-02,C00167,B034,9,Promoter,R03,Ứng dụng số khó dùng
NPS0015783,2025-04-11,C00959,B038,7,Passive,,
NPS0015784,2025-04-06,C03760,B026,8,Passive,R03,Ứng dụng số khó dùng
NPS0015785,2025-04-27,C00615,B033,9,Promoter,,
NPS0015786,2025-04-27,C01811,B050,7,Passive,,
NPS0015787,2025-04-29,C01951,B029,10,Promoter,,
NPS0015788,2025-04-26,C04878,B032,10,Promoter,R01,Phí dịch vụ cao
NPS0015789,2025-04-23,C03185,B049,8,Passive,R03,Ứng dụng số khó dùng
NPS0015790,2025-04-22,C00507,B027,7,Passive,R02,Thời gian chờ giao dịch lâu
NPS0015791,2025-04-14,C04927,B045,9,Promoter,,
NPS0015792,2025-04-24,C01991,B008,9,Promoter,,
NPS0015793,2025-04-22,C03360,B026,9,Promoter,,
NPS0015794,2025-04-09,C03228,B016,7,Passive,,
NPS0015795,2025-04-11,C01978,B037,9,Promoter,,
NPS0015796,2025-04-26,C03754,B043,10,Promoter,R01,Phí dịch vụ cao
NPS0015797,2025-04-13,C00323,B027,8,Passive,,
NPS0015798,2025-04-21,C00016,B024,10,Promoter,,
NPS0015799,2025-04-19,C01866,B040,10,Promoter,R01,Phí dịch vụ cao
NPS0015800,2025-04-29,C01093,B021,5,Detractor,R01,Phí dịch vụ cao
NPS0015801,2025-04-08,C02881,B026,9,Promoter,R01,Phí dịch vụ cao
NPS0015802,2025-04-02,C03420,B023,0,Detractor,R03,Ứng dụng số khó dùng
NPS0015803,2025-04-29,C01999,B011,7,Passive,R01,Phí dịch vụ cao
NPS0015804,2025-04-19,C03603,B042,6,Detractor,R01,Phí dịch vụ cao
NPS0015805,2025-04-12,C03598,B043,3,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0015806,2025-04-11,C01473,B024,10,Promoter,R01,Phí dịch vụ cao
NPS0015807,2025-04-08,C01242,B050,9,Promoter,,
NPS0015808,2025-04-15,C01023,B010,6,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0015809,2025-04-16,C03745,B029,7,Passive,,
NPS0015810,2025-04-12,C00409,B024,7,Passive,R01,Phí dịch vụ cao
NPS0015811,2025-04-26,C04524,B026,10,Promoter,,
NPS0015812,2025-04-13,C03050,B045,9,Promoter,,
NPS0015813,2025-04-08,C01851,B017,2,Detractor,R01,Phí dịch vụ cao
NPS0015814,2025-04-16,C04385,B020,2,Detractor,R05,Thái độ nhân viên chưa tốt
NPS0015815,2025-04-14,C03338,B050,8,Passive,R01,Phí dịch vụ cao
NPS0015816,2025-04-29,C03917,B040,10,Promoter,,
NPS0015817,2025-04-05,C01807,B036,7,Passive,R03,Ứng dụng số khó dùng
NPS0015818,2025-04-10,C04199,B035,8,Passive,,
NPS0015819,2025-04-30,C02143,B020,9,Promoter,,
NPS0015820,2025-04-23,C03543,B035,10,Promoter,,
NPS0015821,2025-04-29,C01107,B045,9,Promoter,,
NPS0015822,2025-04-27,C04394,B047,9,Promoter,,
NPS0015823,2025-04-01,C00983,B005,9,Promoter,R01,Phí dịch vụ cao
NPS0015824,2025-04-29,C01158,B045,9,Promoter,,
NPS0015825,2025-04-08,C01585,B036,3,Detractor,R07,Lãi suất chưa cạnh tranh
NPS0015826,2025-04-23,C04060,B024,9,Promoter,R01,Phí dịch vụ cao
NPS0015827,2025-04-13,C02456,B038,10,Promoter,,
NPS0015828,2025-04-10,C03516,B044,8,Passive,,
NPS0015829,2025-04-01,C03432,B045,7,Passive,,
NPS0015830,2025-04-22,C03396,B005,9,Promoter,,
NPS0015831,2025-04-23,C01806,B004,3,Detractor,R08,Khác
NPS0015832,2025-04-20,C03631,B009,7,Passive,,
NPS0015833,2025-04-12,C04788,B021,9,Promoter,,
NPS0015834,2025-04-29,C04540,B005,1,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0015835,2025-04-27,C01621,B036,7,Passive,R01,Phí dịch vụ cao
NPS0015836,2025-04-25,C00427,B031,9,Promoter,,
NPS0015837,2025-04-03,C03397,B019,8,Passive,R03,Ứng dụng số khó dùng
NPS0015838,2025-04-29,C03642,B029,9,Promoter,,
NPS0015839,2025-04-26,C01249,B049,9,Promoter,,
NPS0015840,2025-04-04,C04531,B037,6,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0015841,2025-04-11,C03308,B040,10,Promoter,,
NPS0015842,2025-04-22,C01041,B030,7,Passive,R01,Phí dịch vụ cao
NPS0015843,2025-04-14,C04818,B026,10,Promoter,,
NPS0015844,2025-04-11,C04310,B039,8,Passive,,
NPS0015845,2025-04-13,C03306,B033,9,Promoter,,
NPS0015846,2025-04-20,C03094,B026,3,Detractor,R01,Phí dịch vụ cao
NPS0015847,2025-04-09,C02914,B019,7,Passive,,
NPS0015848,2025-04-02,C03014,B030,9,Promoter,,
NPS0015849,2025-04-16,C02608,B029,1,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0015850,2025-04-29,C04738,B032,3,Detractor,R01,Phí dịch vụ cao
NPS0015851,2025-04-25,C04431,B042,10,Promoter,,
NPS0015852,2025-04-19,C04723,B042,6,Detractor,R01,Phí dịch vụ cao
NPS0015853,2025-04-15,C03923,B032,1,Detractor,R01,Phí dịch vụ cao
NPS0015854,2025-04-07,C01372,B040,6,Detractor,R01,Phí dịch vụ cao
NPS0015855,2025-04-11,C00377,B009,10,Promoter,,
NPS0015856,2025-04-02,C03273,B043,7,Passive,R03,Ứng dụng số khó dùng
NPS0015857,2025-04-10,C04673,B033,3,Detractor,R01,Phí dịch vụ cao
NPS0015858,2025-04-15,C03216,B048,9,Promoter,,
NPS0015859,2025-04-17,C01267,B008,8,Passive,,
NPS0015860,2025-04-16,C03256,B026,10,Promoter,,
NPS0015861,2025-04-19,C02609,B050,10,Promoter,R02,Thời gian chờ giao dịch lâu
NPS0015862,2025-04-21,C01782,B042,10,Promoter,,
NPS0015863,2025-04-27,C04360,B050,7,Passive,R01,Phí dịch vụ cao
NPS0015864,2025-04-07,C01663,B035,7,Passive,R06,Mạng lưới chi nhánh thưa
NPS0015865,2025-04-17,C01137,B045,7,Passive,R01,Phí dịch vụ cao
NPS0015866,2025-04-20,C03873,B049,2,Detractor,R01,Phí dịch vụ cao
