SurveyID,SurveyDate,CustomerID,BranchID,Score,NPSCategory,PrimaryReasonID,PrimaryReason
NPS0000001,2023-01-02,C01090,B006,10,Promoter,,
NPS0000002,2023-01-21,C04269,B026,6,Detractor,R01,Phí dịch vụ cao
NPS0000003,2023-01-27,C03433,B038,10,Promoter,,
NPS0000004,2023-01-17,C04200,B005,6,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0000005,2023-01-11,C04783,B043,7,Passive,,
NPS0000006,2023-01-27,C00957,B050,3,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0000007,2023-01-30,C04673,B033,7,Passive,R01,Phí dịch vụ cao
NPS0000008,2023-01-31,C03261,B044,7,Passive,,
NPS0000009,2023-01-01,C03936,B038,0,Detractor,R01,Phí dịch vụ cao
NPS0000010,2023-01-13,C01443,B009,9,Promoter,,
NPS0000011,2023-01-23,C02137,B004,8,Passive,R01,Phí dịch vụ cao
NPS0000012,2023-01-19,C00425,B005,8,Passive,,
NPS0000013,2023-01-13,C04518,B001,10,Promoter,,
NPS0000014,2023-01-21,C01709,B001,10,Promoter,,
NPS0000015,2023-01-10,C02289,B050,9,Promoter,,
NPS0000016,2023-01-07,C04516,B050,8,Passive,,
NPS0000017,2023-01-30,C00317,B037,9,Promoter,,
NPS0000018,2023-01-02,C01798,B049,10,Promoter,R01,Phí dịch vụ cao
NPS0000019,2023-01-15,C00292,B049,1,Detractor,R01,Phí dịch vụ cao
NPS0000020,2023-01-03,C01958,B032,7,Passive,R01,Phí dịch vụ cao
NPS0000021,2023-01-23,C04818,B026,7,Passive,R01,Phí dịch vụ cao
NPS0000022,2023-01-26,C01793,B025,10,Promoter,,
NPS0000023,2023-01-28,C04947,B035,9,Promoter,,
NPS0000024,2023-01-30,C03022,B040,10,Promoter,,
NPS0000025,2023-01-24,C04891,B047,8,Passive,,
NPS0000026,2023-01-20,C04509,B024,9,Promoter,,
NPS0000027,2023-01-15,C04129,B038,9,Promoter,,
NPS0000028,2023-01-06,C04219,B022,2,Detractor,R01,Phí dịch vụ cao
NPS0000029,2023-01-24,C03005,B038,8,Passive,R03,Ứng dụng số khó dùng
NPS0000030,2023-01-19,C00643,B029,5,Detractor,R04,Sản phẩm ít lựa chọn
NPS0000031,2023-01-09,C03795,B025,2,Detractor,R01,Phí dịch vụ cao
NPS0000032,2023-01-06,C00776,B026,10,Promoter,,
NPS0000033,2023-01-23,C00660,B043,8,Passive,R01,Phí dịch vụ cao
NPS0000034,2023-01-27,C01499,B020,9,Promoter,,
NPS0000035,2023-01-01,C03348,B029,9,Promoter,R01,Phí dịch vụ cao
NPS0000036,2023-01-31,C00988,B038,10,Promoter,,
NPS0000037,2023-01-23,C01474,B043,10,Promoter,,
NPS0000038,2023-01-07,C00791,B050,9,Promoter,,
NPS0000039,2023-01-19,C03460,B023,7,Passive,R01,Phí dịch vụ cao
NPS0000040,2023-01-08,C04476,B008,9,Promoter,R01,Phí dịch vụ cao
NPS0000041,2023-01-12,C04363,B038,10,Promoter,,
NPS0000042,2023-01-31,C01691,B004,10,Promoter,,
NPS0000043,2023-01-17,C00153,B038,6,Detractor,R01,Phí dịch vụ cao
NPS0000044,2023-01-01,C04907,B038,9,Promoter,R01,Phí dịch vụ cao
NPS0000045,2023-01-25,C04280,B005,7,Passive,,
NPS0000046,2023-01-04,C01583,B050,7,Passive,R05,Thái độ nhân viên chưa tốt
NPS0000047,2023-01-15,C03383,B017,10,Promoter,,
NPS0000048,2023-01-25,C00854,B024,9,Promoter,R06,Mạng lưới chi nhánh thưa
NPS0000049,2023-01-27,C00437,B009,9,Promoter,,
NPS0000050,2023-01-03,C02164,B027,9,Promoter,R01,Phí dịch vụ cao
NPS0000051,2023-01-23,C04594,B009,10,Promoter,,
NPS0000052,2023-01-09,C02366,B043,5,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0000053,2023-01-15,C03564,B004,9,Promoter,,
NPS0000054,2023-01-25,C03499,B037,7,Passive,R01,Phí dịch vụ cao
NPS0000055,2023-01-10,C00341,B021,10,Promoter,,
