SurveyID,SurveyDate,CustomerID,BranchID,Score,NPSCategory,PrimaryReasonID,PrimaryReason
NPS0015159,2025-03-03,C03962,B030,7,Passive,R01,Phí dịch vụ cao
NPS0015160,2025-03-06,C00382,B045,10,Promoter,R03,Ứng dụng số khó dùng
NPS0015161,2025-03-26,C04396,B031,5,Detractor,R01,Phí dịch vụ cao
NPS0015162,2025-03-25,C01428,B045,7,Passive,R01,Phí dịch vụ cao
NPS0015163,2025-03-20,C02671,B016,7,Passive,,
NPS0015164,2025-03-09,C02573,B050,10,Promoter,,
NPS0015165,2025-03-08,C01106,B031,9,Promoter,,
NPS0015166,2025-03-24,C00659,B029,10,Promoter,,
NPS0015167,2025-03-26,C00056,B008,9,Promoter,,
NPS0015168,2025-03-24,C04314,B050,9,Promoter,,
NPS0015169,2025-03-02,C04642,B010,9,Promoter,,
NPS0015170,2025-03-25,C02601,B050,1,Detractor,R01,Phí dịch vụ cao
NPS0015171,2025-03-18,C02584,B021,7,Passive,R01,Phí dịch vụ cao
NPS0015172,2025-03-24,C02500,B042,10,Promoter,,
NPS0015173,2025-03-22,C04171,B050,7,Passive,R03,Ứng dụng số khó dùng
NPS0015174,2025-03-20,C01035,B050,9,Promoter,,
NPS0015175,2025-03-30,C00528,B050,10,Promoter,,
NPS0015176,2025-03-04,C03970,B009,8,Passive,R02,Thời gian chờ giao dịch lâu
NPS0015177,2025-03-15,C03757,B001,7,Passive,R01,Phí dịch vụ cao
NPS0015178,2025-03-21,C03228,B016,8,Passive,R01,Phí dịch vụ cao
NPS0015179,2025-03-10,C04429,B040,7,Passive,R01,Phí dịch vụ cao
NPS0015180,2025-03-03,C01257,B029,8,Passive,R01,Phí dịch vụ cao
NPS0015181,2025-03-31,C01482,B029,8,Passive,,
NPS0015182,2025-03-27,C00402,B031,1,Detractor,R05,Thái độ nhân viên chưa tốt
NPS0015183,2025-03-23,C03578,B006,7,Passive,R01,Phí dịch vụ cao
NPS0015184,2025-03-20,C00321,B039,8,Passive,R01,Phí dịch vụ cao
NPS0015185,2025-03-19,C00551,B027,8,Passive,,
NPS0015186,2025-03-04,C02520,B022,9,Promoter,R08,Khác
NPS0015187,2025-03-04,C00336,B041,6,Detractor,R01,Phí dịch vụ cao
NPS0015188,2025-03-10,C03609,B050,9,Promoter,,
NPS0015189,2025-03-30,C01055,B043,8,Passive,R02,Thời gian chờ giao dịch lâu
NPS0015190,2025-03-16,C04999,B001,10,Promoter,R01,Phí dịch vụ cao
NPS0015191,2025-03-05,C04961,B021,9,Promoter,,
NPS0015192,2025-03-06,C00462,B024,2,Detractor,R01,Phí dịch vụ cao
NPS0015193,2025-03-08,C03072,B014,9,Promoter,R01,Phí dịch vụ cao
NPS0015194,2025-03-26,C02132,B036,9,Promoter,,
NPS0015195,2025-03-09,C01603,B035,4,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0015196,2025-03-06,C01535,B024,9,Promoter,,
NPS0015197,2025-03-18,C04192,B026,9,Promoter,,
NPS0015198,2025-03-08,C04957,B045,8,Passive,R02,Thời gian chờ giao dịch lâu
NPS0015199,2025-03-25,C00371,B026,8,Passive,R03,Ứng dụng số khó dùng
NPS0015200,2025-03-18,C01867,B008,3,Detractor,R01,Phí dịch vụ cao
NPS0015201,2025-03-04,C00224,B049,8,Passive,,
NPS0015202,2025-03-28,C01705,B021,9,Promoter,,
NPS0015203,2025-03-15,C03053,B009,10,Promoter,,
NPS0015204,2025-03-29,C03016,B009,1,Detractor,R01,Phí dịch vụ cao
NPS0015205,2025-03-12,C02486,B024,9,Promoter,,
NPS0015206,2025-03-05,C04309,B050,8,Passive,,
NPS0015207,2025-03-09,C01478,B004,10,Promoter,R01,Phí dịch vụ cao
NPS0015208,2025-03-25,C03638,B034,8,Passive,R01,Phí dịch vụ cao
NPS0015209,2025-03-25,C00434,B045,8,Passive,R01,Phí dịch vụ cao
NPS0015210,2025-03-16,C01267,B008,7,Passive,R01,Phí dịch vụ cao
NPS0015211,2025-03-15,C03919,B042,9,Promoter,,
NPS0015212,2025-03-27,C00920,B034,4,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0015213,2025-03-31,C04198,B042,5,Detractor,R01,Phí dịch vụ cao
NPS0015214,2025-03-20,C01539,B042,8,Passive,R01,Phí dịch vụ cao
NPS0015215,2025-03-20,C00447,B027,7,Passive,R01,Phí dịch vụ cao
NPS0015216,2025-03-23,C01455,B008,9,Promoter,R01,Phí dịch vụ cao
NPS0015217,2025-03-28,C00787,B003,10,Promoter,R03,Ứng dụng số khó dùng
NPS0015218,2025-03-28,C02575,B004,10,Promoter,R08,Khác
NPS0015219,2025-03-14,C03390,B024,0,Detractor,R01,Phí dịch vụ cao
NPS0015220,2025-03-24,C04147,B045,9,Promoter,R01,Phí dịch vụ cao
NPS0015221,2025-03-17,C04053,B047,8,Passive,R01,Phí dịch vụ cao
NPS0015222,2025-03-02,C01152,B037,2,Detractor,R01,Phí dịch vụ cao
NPS0015223,2025-03-29,C04024,B048,10,Promoter,,
NPS0015224,2025-03-04,C04260,B006,9,Promoter,,
NPS0015225,2025-03-02,C00822,B007,9,Promoter,,
NPS0015226,2025-03-09,C00949,B008,10,Promoter,,
NPS0015227,2025-03-14,C04791,B043,6,Detractor,R03,Ứng dụng số khó dùng
NPS0015228,2025-03-27,C04282,B035,2,Detractor,R01,Phí dịch vụ cao
NPS0015229,2025-03-10,C00420,B045,9,Promoter,,
NPS0015230,2025-03-12,C00793,B050,8,Passive,R06,Mạng lưới chi nhánh thưa
NPS0015231,2025-03-03,C04987,B009,9,Promoter,,
NPS0015232,2025-03-15,C02609,B050,9,Promoter,R01,Phí dịch vụ cao
NPS0015233,2025-03-29,C02781,B020,9,Promoter,,
NPS0015234,2025-03-19,C00883,B008,10,Promoter,,
NPS0015235,2025-03-05,C01610,B026,0,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0015236,2025-03-15,C01497,B050,7,Passive,,
NPS0015237,2025-03-22,C04650,B038,10,Promoter,,
NPS0015238,2025-03-12,C03754,B043,7,Passive,,
NPS0015239,2025-03-06,C03045,B045,10,Promoter,R01,Phí dịch vụ cao
NPS0015240,2025-03-18,C01334,B029,7,Passive,R02,Thời gian chờ giao dịch lâu
NPS0015241,2025-03-12,C00744,B043,10,Promoter,,
NPS0015242,2025-03-26,C02697,B040,9,Promoter,,
NPS0015243,2025-03-07,C04121,B050,7,Passive,R01,Phí dịch vụ cao
NPS0015244,2025-03-21,C00871,B029,7,Passive,R05,Thái độ nhân viên chưa tốt
NPS0015245,2025-03-11,C00667,B024,8,Passive,,
NPS0015246,2025-03-02,C02816,B035,7,Passive,,
NPS0015247,2025-03-31,C01978,B037,10,Promoter,R01,Phí dịch vụ cao
NPS0015248,2025-03-05,C04283,B005,8,Passive,R02,Thời gian chờ giao dịch lâu
NPS0015249,2025-03-28,C01312,B043,9,Promoter,,
NPS0015250,2025-03-10,C03997,B015,7,Passive,R07,Lãi suất chưa cạnh tranh
NPS0015251,2025-03-07,C01392,B043,0,Detractor,R01,Phí dịch vụ cao
NPS0015252,2025-03-18,C01551,B031,10,Promoter,,
NPS0015253,2025-03-30,C00836,B031,9,Promoter,,
NPS0015254,2025-03-29,C04146,B038,9,Promoter,,
NPS0015255,2025-03-16,C00868,B035,10,Promoter,,
NPS0015256,2025-03-29,C01322,B049,9,Promoter,,
NPS0015257,2025-03-25,C01280,B004,7,Passive,,
NPS0015258,2025-03-13,C00770,B050,9,Promoter,,
NPS0015259,2025-03-17,C00411,B004,10,Promoter,,
NPS0015260,2025-03-10,C01834,B050,9,Promoter,,
NPS0015261,2025-03-31,C04563,B036,7,Passive,R01,Phí dịch vụ cao
NPS0015262,2025-03-16,C04236,B011,9,Promoter,R01,Phí dịch vụ cao
NPS0015263,2025-03-30,C00259,B045,9,Promoter,,
NPS0015264,2025-03-07,C04426,B022,10,Promoter,,
NPS0015265,2025-03-01,C01704,B017,9,Promoter,,
NPS0015266,2025-03-12,C03973,B025,2,Detractor,R01,Phí dịch vụ cao
NPS0015267,2025-03-19,C00934,B035,6,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0015268,2025-03-26,C02683,B022,9,Promoter,,
NPS0015269,2025-03-25,C01078,B050,8,Passive,,
NPS0015270,2025-03-13,C01488,B022,10,Promoter,,
NPS0015271,2025-03-24,C00266,B022,3,Detractor,R01,Phí dịch vụ cao
NPS0015272,2025-03-27,C01422,B019,9,Promoter,,
NPS0015273,2025-03-02,C03708,B021,8,Passive,,
NPS0015274,2025-03-08,C01481,B024,8,Passive,,
NPS0015275,2025-03-17,C02545,B038,7,Passive,,
NPS0015276,2025-03-13,C02400,B023,7,Passive,R01,Phí dịch vụ cao
NPS0015277,2025-03-09,C03574,B050,9,Promoter,,
NPS0015278,2025-03-01,C01862,B015,10,Promoter,,
NPS0015279,2025-03-07,C01904,B039,9,Promoter,,
NPS0015280,2025-03-27,C01452,B045,9,Promoter,,
NPS0015281,2025-03-05,C01015,B037,9,Promoter,,
NPS0015282,2025-03-24,C02382,B027,7,Passive,R08,Khác
NPS0015283,2025-03-20,C03702,B050,8,Passive,,
NPS0015284,2025-03-17,C00613,B022,2,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0015285,2025-03-26,C00547,B009,7,Passive,R05,Thái độ nhân viên chưa tốt
NPS0015286,2025-03-28,C03684,B034,8,Passive,,
NPS0015287,2025-03-08,C04413,B040,9,Promoter,,
NPS0015288,2025-03-30,C00905,B029,9,Promoter,,
NPS0015289,2025-03-31,C04570,B045,4,Detractor,R01,Phí dịch vụ cao
NPS0015290,2025-03-05,C02236,B045,9,Promoter,,
NPS0015291,2025-03-02,C04889,B009,9,Promoter,,
NPS0015292,2025-03-20,C03582,B033,8,Passive,,
NPS0015293,2025-03-05,C00105,B049,9,Promoter,,
NPS0015294,2025-03-04,C02798,B001,1,Detractor,R01,Phí dịch vụ cao
NPS0015295,2025-03-05,C02544,B045,10,Promoter,,
NPS0015296,2025-03-05,C00811,B035,8,Passive,R01,Phí dịch vụ cao
NPS0015297,2025-03-21,C01138,B003,9,Promoter,R06,Mạng lưới chi nhánh thưa
NPS0015298,2025-03-23,C02766,B042,10,Promoter,,
NPS0015299,2025-03-04,C03173,B050,2,Detractor,R01,Phí dịch vụ cao
NPS0015300,2025-03-24,C02252,B049,8,Passive,,
NPS0015301,2025-03-03,C03262,B037,7,Passive,R02,Thời gian chờ giao dịch lâu
NPS0015302,2025-03-03,C04816,B031,7,Passive,R03,Ứng dụng số khó dùng
NPS0015303,2025-03-27,C02429,B024,9,Promoter,R08,Khác
NPS0015304,2025-03-26,C02506,B009,9,Promoter,,
NPS0015305,2025-03-16,C03199,B050,10,Promoter,,
NPS0015306,2025-03-11,C04920,B050,8,Passive,R02,Thời gian chờ giao dịch lâu
NPS0015307,2025-03-30,C00432,B037,6,Detractor,R01,Phí dịch vụ cao
NPS0015308,2025-03-25,C03031,B046,10,Promoter,,
NPS0015309,2025-03-14,C00859,B040,10,Promoter,,
NPS0015310,2025-03-22,C04472,B024,9,Promoter,,
NPS0015311,2025-03-18,C00033,B036,9,Promoter,R01,Phí dịch vụ cao
NPS0015312,2025-03-01,C01372,B040,6,Detractor,R01,Phí dịch vụ cao
NPS0015313,2025-03-30,C03245,B045,9,Promoter,,
NPS0015314,2025-03-29,C04218,B014,0,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0015315,2025-03-26,C03654,B049,9,Promoter,,
NPS0015316,2025-03-02,C00192,B041,10,Promoter,R05,Thái độ nhân viên chưa tốt
NPS0015317,2025-03-25,C03813,B001,10,Promoter,,
NPS0015318,2025-03-29,C02456,B038,1,Detractor,R08,Khác
NPS0015319,2025-03-06,C00550,B005,7,Passive,,
NPS0015320,2025-03-31,C03363,B005,8,Passive,R01,Phí dịch vụ cao
NPS0015321,2025-03-10,C03922,B050,8,Passive,R01,Phí dịch vụ cao
NPS0015322,2025-03-27,C03620,B037,8,Passive,R01,Phí dịch vụ cao
NPS0015323,2025-03-28,C01417,B043,9,Promoter,R01,Phí dịch vụ cao
NPS0015324,2025-03-17,C00886,B022,9,Promoter,,
NPS0015325,2025-03-27,C01599,B030,8,Passive,,
NPS0015326,2025-03-02,C03361,B023,9,Promoter,,
NPS0015327,2025-03-07,C03328,B030,6,Detractor,R07,Lãi suất chưa cạnh tranh
NPS0015328,2025-03-18,C02659,B026,9,Promoter,R01,Phí dịch vụ cao
NPS0015329,2025-03-30,C04044,B005,10,Promoter,R04,Sản phẩm ít lựa chọn
NPS0015330,2025-03-16,C00940,B034,8,Passive,R02,Thời gian chờ giao dịch lâu
NPS0015331,2025-03-28,C04708,B008,4,Detractor,R01,Phí dịch vụ cao
NPS0015332,2025-03-28,C04891,B047,4,Detractor,R05,Thái độ nhân viên chưa tốt
NPS0015333,2025-03-22,C04602,B050,8,Passive,R06,Mạng lưới chi nhánh thưa
NPS0015334,2025-03-15,C04204,B031,2,Detractor,R01,Phí dịch vụ cao
