SurveyID,SurveyDate,CustomerID,BranchID,Score,NPSCategory,PrimaryReasonID,PrimaryReason
NPS0016325,2025-05-09,C01579,B041,8,Passive,R01,Phí dịch vụ cao
NPS0016326,2025-05-05,C03819,B037,1,Detractor,R07,Lãi suất chưa cạnh tranh
NPS0016327,2025-05-14,C02357,B026,6,Detractor,R01,Phí dịch vụ cao
NPS0016328,2025-05-03,C04812,B017,7,Passive,R01,Phí dịch vụ cao
NPS0016329,2025-05-01,C00940,B034,10,Promoter,,
NPS0016330,2025-05-16,C04632,B045,9,Promoter,,
NPS0016331,2025-05-21,C02390,B009,8,Passive,,
NPS0016332,2025-05-13,C02612,B043,10,Promoter,,
NPS0016333,2025-05-19,C01089,B043,7,Passive,R03,Ứng dụng số khó dùng
NPS0016334,2025-05-03,C04309,B050,5,Detractor,R01,Phí dịch vụ cao
NPS0016335,2025-05-31,C02171,B010,9,Promoter,R07,Lãi suất chưa cạnh tranh
NPS0016336,2025-05-06,C02660,B007,7,Passive,R01,Phí dịch vụ cao
NPS0016337,2025-05-23,C04869,B014,7,Passive,R01,Phí dịch vụ cao
NPS0016338,2025-05-10,C02631,B001,9,Promoter,R01,Phí dịch vụ cao
NPS0016339,2025-05-09,C01842,B026,7,Passive,R06,Mạng lưới chi nhánh thưa
NPS0016340,2025-05-05,C00514,B045,8,Passive,R01,Phí dịch vụ cao
NPS0016341,2025-05-04,C01887,B025,10,Promoter,,
NPS0016342,2025-05-21,C03400,B040,7,Passive,R03,Ứng dụng số khó dùng
NPS0016343,2025-05-18,C02748,B034,1,Detractor,R08,Khác
NPS0016344,2025-05-28,C01284,B040,8,Passive,,
NPS0016345,2025-05-14,C04027,B040,8,Passive,,
NPS0016346,2025-05-20,C00784,B042,7,Passive,R04,Sản phẩm ít lựa chọn
NPS0016347,2025-05-19,C03089,B008,9,Promoter,,
NPS0016348,2025-05-08,C01815,B038,9,Promoter,,
NPS0016349,2025-05-26,C01037,B047,1,Detractor,R01,Phí dịch vụ cao
NPS0016350,2025-05-01,C00336,B041,5,Detractor,R01,Phí dịch vụ cao
NPS0016351,2025-05-12,C04760,B050,10,Promoter,,
NPS0016352,2025-05-18,C03293,B050,10,Promoter,,
NPS0016353,2025-05-01,C02782,B036,6,Detractor,R03,Ứng dụng số khó dùng
NPS0016354,2025-05-26,C02889,B050,7,Passive,R01,Phí dịch vụ cao
NPS0016355,2025-05-03,C01713,B035,10,Promoter,,
NPS0016356,2025-05-08,C02456,B038,4,Detractor,R01,Phí dịch vụ cao
NPS0016357,2025-05-12,C00150,B022,8,Passive,R01,Phí dịch vụ cao
NPS0016358,2025-05-08,C01338,B031,9,Promoter,,
NPS0016359,2025-05-27,C02194,B019,8,Passive,R02,Thời gian chờ giao dịch lâu
NPS0016360,2025-05-18,C02240,B015,0,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0016361,2025-05-05,C00836,B031,3,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0016362,2025-05-01,C04029,B043,4,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0016363,2025-05-02,C03494,B003,10,Promoter,R01,Phí dịch vụ cao
NPS0016364,2025-05-29,C02360,B014,9,Promoter,,
NPS0016365,2025-05-12,C01690,B049,8,Passive,R01,Phí dịch vụ cao
NPS0016366,2025-05-25,C01742,B021,4,Detractor,R01,Phí dịch vụ cao
NPS0016367,2025-05-31,C00793,B050,9,Promoter,,
NPS0016368,2025-05-18,C02988,B045,9,Promoter,R01,Phí dịch vụ cao
NPS0016369,2025-05-30,C02745,B028,7,Passive,,
NPS0016370,2025-05-27,C02215,B045,8,Passive,,
NPS0016371,2025-05-26,C02527,B003,10,Promoter,,
NPS0016372,2025-05-03,C00396,B045,10,Promoter,,
NPS0016373,2025-05-03,C01619,B011,10,Promoter,,
NPS0016374,2025-05-18,C04036,B024,10,Promoter,,
NPS0016375,2025-05-13,C03130,B001,3,Detractor,R01,Phí dịch vụ cao
NPS0016376,2025-05-21,C01113,B009,10,Promoter,,
NPS0016377,2025-05-23,C00734,B005,9,Promoter,,
NPS0016378,2025-05-02,C00264,B028,9,Promoter,,
NPS0016379,2025-05-20,C02761,B028,10,Promoter,,
NPS0016380,2025-05-22,C03786,B029,10,Promoter,,
NPS0016381,2025-05-10,C01450,B005,5,Detractor,R01,Phí dịch vụ cao
NPS0016382,2025-05-10,C03472,B007,8,Passive,,
NPS0016383,2025-05-03,C00030,B045,1,Detractor,R01,Phí dịch vụ cao
NPS0016384,2025-05-20,C02706,B036,10,Promoter,,
NPS0016385,2025-05-21,C02935,B044,10,Promoter,,
NPS0016386,2025-05-06,C04096,B013,5,Detractor,R01,Phí dịch vụ cao
NPS0016387,2025-05-29,C04429,B040,10,Promoter,,
NPS0016388,2025-05-28,C04267,B029,9,Promoter,,
NPS0016389,2025-05-03,C03368,B009,10,Promoter,,
NPS0016390,2025-05-25,C04835,B022,10,Promoter,,
NPS0016391,2025-05-15,C01533,B029,3,Detractor,R07,Lãi suất chưa cạnh tranh
NPS0016392,2025-05-16,C02112,B032,6,Detractor,R07,Lãi suất chưa cạnh tranh
NPS0016393,2025-05-03,C04901,B004,5,Detractor,R07,Lãi suất chưa cạnh tranh
NPS0016394,2025-05-06,C01189,B050,7,Passive,,
NPS0016395,2025-05-01,C02385,B034,7,Passive,R01,Phí dịch vụ cao
NPS0016396,2025-05-07,C01798,B049,10,Promoter,,
NPS0016397,2025-05-09,C01201,B011,8,Passive,R01,Phí dịch vụ cao
NPS0016398,2025-05-01,C01050,B040,3,Detractor,R01,Phí dịch vụ cao
NPS0016399,2025-05-13,C02928,B033,10,Promoter,R04,Sản phẩm ít lựa chọn
NPS0016400,2025-05-19,C04929,B045,0,Detractor,R01,Phí dịch vụ cao
NPS0016401,2025-05-03,C00236,B043,8,Passive,R01,Phí dịch vụ cao
NPS0016402,2025-05-05,C02710,B034,3,Detractor,R01,Phí dịch vụ cao
NPS0016403,2025-05-16,C01309,B021,10,Promoter,,
NPS0016404,2025-05-12,C01921,B021,9,Promoter,,
NPS0016405,2025-05-19,C03546,B050,8,Passive,,
NPS0016406,2025-05-19,C01053,B003,10,Promoter,,
NPS0016407,2025-05-06,C01977,B050,8,Passive,,
NPS0016408,2025-05-06,C03434,B042,4,Detractor,R01,Phí dịch vụ cao
NPS0016409,2025-05-28,C03398,B037,9,Promoter,,
NPS0016410,2025-05-05,C04187,B050,2,Detractor,R01,Phí dịch vụ cao
NPS0016411,2025-05-22,C02734,B045,8,Passive,R06,Mạng lưới chi nhánh thưa
NPS0016412,2025-05-19,C01417,B043,7,Passive,R04,Sản phẩm ít lựa chọn
NPS0016413,2025-05-17,C01266,B025,10,Promoter,,
NPS0016414,2025-05-26,C00722,B037,8,Passive,R06,Mạng lưới chi nhánh thưa
NPS0016415,2025-05-26,C01000,B038,1,Detractor,R01,Phí dịch vụ cao
NPS0016416,2025-05-28,C03065,B016,1,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0016417,2025-05-02,C04335,B045,8,Passive,R01,Phí dịch vụ cao
NPS0016418,2025-05-08,C04275,B020,9,Promoter,,
NPS0016419,2025-05-27,C03107,B026,4,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0016420,2025-05-12,C00184,B014,8,Passive,R01,Phí dịch vụ cao
NPS0016421,2025-05-20,C00939,B001,9,Promoter,,
NPS0016422,2025-05-16,C04648,B050,9,Promoter,,
NPS0016423,2025-05-02,C02857,B007,9,Promoter,R01,Phí dịch vụ cao
NPS0016424,2025-05-16,C00559,B014,7,Passive,R02,Thời gian chờ giao dịch lâu
NPS0016425,2025-05-07,C04600,B009,9,Promoter,,
NPS0016426,2025-05-10,C04290,B022,8,Passive,,
NPS0016427,2025-05-16,C02630,B044,8,Passive,,
NPS0016428,2025-05-30,C04420,B001,10,Promoter,,
NPS0016429,2025-05-12,C04391,B011,0,Detractor,R01,Phí dịch vụ cao
NPS0016430,2025-05-30,C01035,B050,9,Promoter,,
NPS0016431,2025-05-28,C03129,B044,9,Promoter,,
NPS0016432,2025-05-02,C03867,B022,7,Passive,R04,Sản phẩm ít lựa chọn
NPS0016433,2025-05-08,C04947,B035,7,Passive,,
NPS0016434,2025-05-27,C01957,B021,9,Promoter,,
NPS0016435,2025-05-15,C04019,B040,4,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0016436,2025-05-22,C01080,B031,9,Promoter,,
NPS0016437,2025-05-18,C00822,B007,9,Promoter,,
NPS0016438,2025-05-10,C00811,B035,10,Promoter,,
NPS0016439,2025-05-19,C02542,B034,7,Passive,R02,Thời gian chờ giao dịch lâu
NPS0016440,2025-05-13,C03757,B001,8,Passive,R01,Phí dịch vụ cao
NPS0016441,2025-05-12,C02408,B037,1,Detractor,R03,Ứng dụng số khó dùng
NPS0016442,2025-05-14,C03209,B007,10,Promoter,,
NPS0016443,2025-05-25,C00478,B016,0,Detractor,R01,Phí dịch vụ cao
NPS0016444,2025-05-06,C00334,B049,7,Passive,,
NPS0016445,2025-05-03,C04783,B043,3,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0016446,2025-05-17,C02216,B021,10,Promoter,,
NPS0016447,2025-05-05,C02239,B035,1,Detractor,R03,Ứng dụng số khó dùng
NPS0016448,2025-05-04,C01111,B050,9,Promoter,,
NPS0016449,2025-05-01,C02850,B033,7,Passive,R01,Phí dịch vụ cao
NPS0016450,2025-05-12,C00794,B021,10,Promoter,,
NPS0016451,2025-05-18,C00692,B006,6,Detractor,R01,Phí dịch vụ cao
NPS0016452,2025-05-09,C01276,B045,10,Promoter,,
NPS0016453,2025-05-03,C00332,B050,6,Detractor,R01,Phí dịch vụ cao
NPS0016454,2025-05-12,C04583,B029,9,Promoter,,
NPS0016455,2025-05-09,C00631,B042,8,Passive,R01,Phí dịch vụ cao
NPS0016456,2025-05-19,C03027,B024,8,Passive,R08,Khác
NPS0016457,2025-05-19,C03805,B008,10,Promoter,,
NPS0016458,2025-05-13,C01237,B042,10,Promoter,,
NPS0016459,2025-05-06,C00365,B024,2,Detractor,R01,Phí dịch vụ cao
NPS0016460,2025-05-13,C01096,B031,5,Detractor,R01,Phí dịch vụ cao
NPS0016461,2025-05-11,C01094,B050,7,Passive,,
NPS0016462,2025-05-01,C03582,B033,10,Promoter,R01,Phí dịch vụ cao
NPS0016463,2025-05-13,C00736,B033,9,Promoter,,
NPS0016464,2025-05-06,C02531,B010,9,Promoter,,
NPS0016465,2025-05-17,C04404,B050,10,Promoter,,
NPS0016466,2025-05-04,C00915,B031,9,Promoter,R01,Phí dịch vụ cao
NPS0016467,2025-05-25,C00873,B035,9,Promoter,,
NPS0016468,2025-05-07,C00696,B038,7,Passive,,
NPS0016469,2025-05-19,C03344,B008,10,Promoter,,
NPS0016470,2025-05-03,C02787,B038,4,Detractor,R01,Phí dịch vụ cao
NPS0016471,2025-05-08,C01721,B035,10,Promoter,,
NPS0016472,2025-05-26,C01250,B024,10,Promoter,,
NPS0016473,2025-05-03,C03737,B003,10,Promoter,,
NPS0016474,2025-05-31,C01439,B034,10,Promoter,,
NPS0016475,2025-05-10,C00317,B037,8,Passive,R02,Thời gian chờ giao dịch lâu
NPS0016476,2025-05-18,C00242,B010,10,Promoter,,
NPS0016477,2025-05-27,C02494,B003,8,Passive,,
NPS0016478,2025-05-17,C02074,B003,4,Detractor,R07,Lãi suất chưa cạnh tranh
NPS0016479,2025-05-17,C01911,B037,9,Promoter,,
NPS0016480,2025-05-19,C03955,B035,9,Promoter,R05,Thái độ nhân viên chưa tốt
NPS0016481,2025-05-02,C01879,B050,8,Passive,R01,Phí dịch vụ cao
NPS0016482,2025-05-17,C04808,B050,7,Passive,R05,Thái độ nhân viên chưa tốt
NPS0016483,2025-05-11,C02442,B027,7,Passive,R01,Phí dịch vụ cao
NPS0016484,2025-05-14,C02319,B029,6,Detractor,R01,Phí dịch vụ cao
NPS0016485,2025-05-15,C00014,B008,1,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0016486,2025-05-19,C00059,B029,9,Promoter,R03,Ứng dụng số khó dùng
NPS0016487,2025-05-07,C00446,B031,9,Promoter,,
NPS0016488,2025-05-29,C01891,B024,9,Promoter,,
NPS0016489,2025-05-19,C02747,B031,0,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0016490,2025-05-29,C03716,B034,8,Passive,,
NPS0016491,2025-05-14,C03053,B009,5,Detractor,R01,Phí dịch vụ cao
NPS0016492,2025-05-25,C01844,B008,9,Promoter,,
NPS0016493,2025-05-18,C02807,B006,9,Promoter,,
NPS0016494,2025-05-11,C04854,B040,1,Detractor,R01,Phí dịch vụ cao
NPS0016495,2025-05-30,C03572,B008,8,Passive,R01,Phí dịch vụ cao
NPS0016496,2025-05-04,C02419,B006,9,Promoter,R03,Ứng dụng số khó dùng
NPS0016497,2025-05-20,C03836,B028,10,Promoter,,
NPS0016498,2025-05-21,C02214,B045,8,Passive,R01,Phí dịch vụ cao
NPS0016499,2025-05-23,C03363,B005,10,Promoter,R01,Phí dịch vụ cao
NPS0016500,2025-05-10,C03920,B031,10,Promoter,,
NPS0016501,2025-05-08,C00870,B040,0,Detractor,R07,Lãi suất chưa cạnh tranh
NPS0016502,2025-05-16,C03121,B050,8,Passive,R01,Phí dịch vụ cao
NPS0016503,2025-05-10,C01482,B029,4,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0016504,2025-05-09,C03617,B026,10,Promoter,,
NPS0016505,2025-05-01,C02729,B035,10,Promoter,,
NPS0016506,2025-05-23,C03980,B038,0,Detractor,R01,Phí dịch vụ cao
NPS0016507,2025-05-06,C03138,B002,7,Passive,,
NPS0016508,2025-05-19,C04226,B007,9,Promoter,,
NPS0016509,2025-05-12,C01224,B042,7,Passive,R01,Phí dịch vụ cao
NPS0016510,2025-05-11,C03484,B029,7,Passive,R07,Lãi suất chưa cạnh tranh
NPS0016511,2025-05-21,C04797,B038,7,Passive,R01,Phí dịch vụ cao
NPS0016512,2025-05-01,C02833,B021,8,Passive,R07,Lãi suất chưa cạnh tranh
NPS0016513,2025-05-26,C04332,B040,9,Promoter,,
NPS0016514,2025-05-07,C02536,B033,9,Promoter,R01,Phí dịch vụ cao
NPS0016515,2025-05-10,C04849,B043,8,Passive,R04,Sản phẩm ít lựa chọn
NPS0016516,2025-05-15,C04662,B016,10,Promoter,,
NPS0016517,2025-05-11,C04559,B008,8,Passive,R01,Phí dịch vụ cao
NPS0016518,2025-05-13,C04139,B050,7,Passive,R01,Phí dịch vụ cao
NPS0016519,2025-05-12,C04292,B037,9,Promoter,,
NPS0016520,2025-05-09,C02646,B011,9,Promoter,R01,Phí dịch vụ cao
NPS0016521,2025-05-06,C02626,B020,8,Passive,,
NPS0016522,2025-05-02,C01570,B004,9,Promoter,,
NPS0016523,2025-05-06,C00291,B021,10,Promoter,,
NPS0016524,2025-05-11,C01888,B024,9,Promoter,,
NPS0016525,2025-05-28,C02087,B029,7,Passive,R01,Phí dịch vụ cao
NPS0016526,2025-05-24,C01106,B031,9,Promoter,R01,Phí dịch vụ cao
NPS0016527,2025-05-24,C00162,B023,10,Promoter,R02,Thời gian chờ giao dịch lâu
NPS0016528,2025-05-16,C00096,B050,6,Detractor,R01,Phí dịch vụ cao
