SurveyID,SurveyDate,CustomerID,BranchID,Score,NPSCategory,PrimaryReasonID,PrimaryReason
NPS0013993,2025-01-07,C01937,B004,8,Passive,,
NPS0013994,2025-01-02,C02470,B048,8,Passive,R01,Phí dịch vụ cao
NPS0013995,2025-01-26,C03070,B029,10,Promoter,,
NPS0013996,2025-01-14,C00802,B050,9,Promoter,,
NPS0013997,2025-01-04,C04906,B004,7,Passive,R03,Ứng dụng số khó dùng
NPS0013998,2025-01-24,C04314,B050,10,Promoter,,
NPS0013999,2025-01-05,C00331,B049,3,Detractor,R01,Phí dịch vụ cao
NPS0014000,2025-01-05,C02313,B050,9,Promoter,,
NPS0014001,2025-01-08,C03940,B048,9,Promoter,,
NPS0014002,2025-01-17,C02084,B009,7,Passive,,
NPS0014003,2025-01-22,C04948,B017,7,Passive,,
NPS0014004,2025-01-05,C02058,B008,1,Detractor,R01,Phí dịch vụ cao
NPS0014005,2025-01-24,C00280,B038,10,Promoter,,
NPS0014006,2025-01-28,C00343,B048,8,Passive,,
NPS0014007,2025-01-26,C03490,B035,10,Promoter,,
NPS0014008,2025-01-18,C00454,B029,10,Promoter,,
NPS0014009,2025-01-02,C01998,B038,10,Promoter,,
NPS0014010,2025-01-03,C04176,B011,10,Promoter,,
NPS0014011,2025-01-26,C03789,B007,9,Promoter,R01,Phí dịch vụ cao
NPS0014012,2025-01-25,C00325,B021,9,Promoter,,
NPS0014013,2025-01-29,C02825,B047,10,Promoter,,
NPS0014014,2025-01-29,C04932,B017,10,Promoter,,
NPS0014015,2025-01-16,C01279,B047,8,Passive,R01,Phí dịch vụ cao
NPS0014016,2025-01-21,C03046,B050,8,Passive,,
NPS0014017,2025-01-08,C01262,B050,0,Detractor,R05,Thái độ nhân viên chưa tốt
NPS0014018,2025-01-21,C02277,B009,7,Passive,,
NPS0014019,2025-01-16,C00907,B007,7,Passive,R02,Thời gian chờ giao dịch lâu
NPS0014020,2025-01-23,C01075,B050,5,Detractor,R01,Phí dịch vụ cao
NPS0014021,2025-01-06,C01716,B035,9,Promoter,,
NPS0014022,2025-01-15,C01786,B003,9,Promoter,,
NPS0014023,2025-01-20,C01334,B029,9,Promoter,,
NPS0014024,2025-01-13,C00809,B036,7,Passive,R02,Thời gian chờ giao dịch lâu
NPS0014025,2025-01-11,C00592,B010,9,Promoter,R01,Phí dịch vụ cao
NPS0014026,2025-01-11,C04796,B050,7,Passive,R01,Phí dịch vụ cao
NPS0014027,2025-01-03,C03966,B045,7,Passive,R05,Thái độ nhân viên chưa tốt
NPS0014028,2025-01-25,C02797,B025,7,Passive,,
NPS0014029,2025-01-24,C04209,B006,9,Promoter,,
NPS0014030,2025-01-17,C03945,B012,8,Passive,R01,Phí dịch vụ cao
NPS0014031,2025-01-25,C04208,B045,9,Promoter,R01,Phí dịch vụ cao
NPS0014032,2025-01-30,C00020,B014,5,Detractor,R03,Ứng dụng số khó dùng
NPS0014033,2025-01-29,C03785,B022,9,Promoter,,
NPS0014034,2025-01-19,C02943,B011,10,Promoter,,
NPS0014035,2025-01-03,C01725,B031,6,Detractor,R01,Phí dịch vụ cao
NPS0014036,2025-01-01,C03729,B050,10,Promoter,,
NPS0014037,2025-01-02,C02105,B049,8,Passive,,
NPS0014038,2025-01-11,C04860,B050,10,Promoter,,
NPS0014039,2025-01-25,C02200,B050,0,Detractor,R01,Phí dịch vụ cao
NPS0014040,2025-01-13,C03021,B050,9,Promoter,,
NPS0014041,2025-01-10,C03753,B007,10,Promoter,,
NPS0014042,2025-01-15,C01953,B043,9,Promoter,,
