SurveyID,SurveyDate,CustomerID,BranchID,Score,NPSCategory,PrimaryReasonID,PrimaryReason
NPS0002916,2023-06-24,C01357,B040,7,Passive,,
NPS0002917,2023-06-06,C00427,B031,10,Promoter,,
NPS0002918,2023-06-14,C04474,B009,8,Passive,,
NPS0002919,2023-06-26,C04366,B006,10,Promoter,,
NPS0002920,2023-06-02,C02006,B024,10,Promoter,R06,Mạng lưới chi nhánh thưa
NPS0002921,2023-06-01,C04588,B049,10,Promoter,,
NPS0002922,2023-06-14,C01492,B050,9,Promoter,,
NPS0002923,2023-06-26,C00688,B015,9,Promoter,,
NPS0002924,2023-06-01,C00205,B050,3,Detractor,R01,Phí dịch vụ cao
NPS0002925,2023-06-18,C01514,B042,10,Promoter,R01,Phí dịch vụ cao
NPS0002926,2023-06-13,C01191,B010,9,Promoter,R01,Phí dịch vụ cao
NPS0002927,2023-06-20,C04337,B031,10,Promoter,R03,Ứng dụng số khó dùng
NPS0002928,2023-06-01,C02192,B006,9,Promoter,,
NPS0002929,2023-06-19,C03589,B029,8,Passive,,
NPS0002930,2023-06-17,C03154,B045,5,Detractor,R03,Ứng dụng số khó dùng
NPS0002931,2023-06-19,C03420,B023,2,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0002932,2023-06-14,C03110,B050,1,Detractor,R01,Phí dịch vụ cao
NPS0002933,2023-06-01,C03594,B007,10,Promoter,,
NPS0002934,2023-06-26,C03005,B038,10,Promoter,,
NPS0002935,2023-06-23,C00675,B048,1,Detractor,R04,Sản phẩm ít lựa chọn
NPS0002936,2023-06-02,C04296,B042,9,Promoter,,
NPS0002937,2023-06-09,C04554,B003,10,Promoter,,
NPS0002938,2023-06-11,C04926,B045,10,Promoter,R01,Phí dịch vụ cao
NPS0002939,2023-06-22,C03762,B039,2,Detractor,R01,Phí dịch vụ cao
NPS0002940,2023-06-28,C04248,B017,9,Promoter,,
NPS0002941,2023-06-12,C01964,B017,10,Promoter,,
NPS0002942,2023-06-27,C00349,B026,8,Passive,R01,Phí dịch vụ cao
NPS0002943,2023-06-07,C04550,B026,7,Passive,,
NPS0002944,2023-06-18,C03751,B038,7,Passive,R07,Lãi suất chưa cạnh tranh
NPS0002945,2023-06-09,C01262,B050,9,Promoter,,
NPS0002946,2023-06-03,C03895,B029,7,Passive,R01,Phí dịch vụ cao
NPS0002947,2023-06-15,C03864,B038,2,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0002948,2023-06-02,C03463,B038,8,Passive,R01,Phí dịch vụ cao
NPS0002949,2023-06-17,C03129,B044,10,Promoter,,
NPS0002950,2023-06-01,C00421,B026,4,Detractor,R01,Phí dịch vụ cao
NPS0002951,2023-06-01,C03510,B024,6,Detractor,R07,Lãi suất chưa cạnh tranh
NPS0002952,2023-06-28,C04693,B003,7,Passive,,
NPS0002953,2023-06-02,C04896,B050,8,Passive,R01,Phí dịch vụ cao
NPS0002954,2023-06-24,C03951,B003,10,Promoter,,
NPS0002955,2023-06-14,C03237,B003,10,Promoter,,
NPS0002956,2023-06-24,C00783,B050,6,Detractor,R08,Khác
NPS0002957,2023-06-04,C02408,B037,10,Promoter,R04,Sản phẩm ít lựa chọn
NPS0002958,2023-06-09,C01481,B024,9,Promoter,,
NPS0002959,2023-06-06,C03371,B015,8,Passive,,
NPS0002960,2023-06-04,C00644,B026,8,Passive,,
NPS0002961,2023-06-04,C00451,B031,8,Passive,R01,Phí dịch vụ cao
NPS0002962,2023-06-22,C04217,B026,8,Passive,R08,Khác
NPS0002963,2023-06-04,C01238,B033,10,Promoter,,
NPS0002964,2023-06-03,C00181,B036,10,Promoter,,
NPS0002965,2023-06-10,C03838,B021,9,Promoter,,
NPS0002966,2023-06-10,C02281,B043,10,Promoter,R05,Thái độ nhân viên chưa tốt
NPS0002967,2023-06-03,C03136,B021,4,Detractor,R01,Phí dịch vụ cao
NPS0002968,2023-06-17,C00342,B024,9,Promoter,,
NPS0002969,2023-06-06,C04592,B048,2,Detractor,R03,Ứng dụng số khó dùng
NPS0002970,2023-06-06,C00773,B010,5,Detractor,R01,Phí dịch vụ cao
NPS0002971,2023-06-29,C02228,B010,6,Detractor,R01,Phí dịch vụ cao
NPS0002972,2023-06-26,C03907,B021,9,Promoter,R01,Phí dịch vụ cao
NPS0002973,2023-06-16,C00229,B040,10,Promoter,,
NPS0002974,2023-06-29,C02159,B037,7,Passive,R06,Mạng lưới chi nhánh thưa
