SurveyID,SurveyDate,CustomerID,BranchID,Score,NPSCategory,PrimaryReasonID,PrimaryReason
NPS0004665,2023-09-05,C04355,B009,10,Promoter,,
NPS0004666,2023-09-16,C01489,B032,9,Promoter,,
NPS0004667,2023-09-11,C00090,B013,10,Promoter,,
NPS0004668,2023-09-06,C03948,B008,9,Promoter,,
NPS0004669,2023-09-03,C01917,B015,10,Promoter,,
NPS0004670,2023-09-30,C02090,B013,8,Passive,,
NPS0004671,2023-09-29,C00324,B031,0,Detractor,R01,Phí dịch vụ cao
NPS0004672,2023-09-06,C04008,B017,9,Promoter,,
NPS0004673,2023-09-19,C02769,B039,8,Passive,R01,Phí dịch vụ cao
NPS0004674,2023-09-10,C01734,B035,10,Promoter,,
NPS0004675,2023-09-02,C03196,B014,9,Promoter,,
NPS0004676,2023-09-23,C02028,B021,8,Passive,R01,Phí dịch vụ cao
NPS0004677,2023-09-03,C04319,B003,8,Passive,R02,Thời gian chờ giao dịch lâu
NPS0004678,2023-09-22,C00312,B003,8,Passive,,
NPS0004679,2023-09-29,C00813,B040,10,Promoter,R01,Phí dịch vụ cao
NPS0004680,2023-09-02,C01916,B022,7,Passive,,
NPS0004681,2023-09-04,C04606,B021,9,Promoter,,
NPS0004682,2023-09-27,C04758,B026,8,Passive,R01,Phí dịch vụ cao
NPS0004683,2023-09-03,C04477,B040,10,Promoter,,
NPS0004684,2023-09-24,C01341,B045,9,Promoter,R01,Phí dịch vụ cao
NPS0004685,2023-09-18,C02015,B031,9,Promoter,,
NPS0004686,2023-09-15,C03234,B022,7,Passive,R02,Thời gian chờ giao dịch lâu
NPS0004687,2023-09-21,C03754,B043,10,Promoter,,
NPS0004688,2023-09-03,C00940,B034,8,Passive,,
NPS0004689,2023-09-08,C04825,B031,7,Passive,,
NPS0004690,2023-09-01,C01929,B038,10,Promoter,,
NPS0004691,2023-09-12,C02575,B004,9,Promoter,,
NPS0004692,2023-09-26,C03600,B003,9,Promoter,,
NPS0004693,2023-09-15,C02707,B010,9,Promoter,,
NPS0004694,2023-09-27,C03256,B026,9,Promoter,,
NPS0004695,2023-09-09,C01953,B043,9,Promoter,,
NPS0004696,2023-09-01,C03394,B029,8,Passive,R05,Thái độ nhân viên chưa tốt
NPS0004697,2023-09-16,C04897,B008,9,Promoter,,
NPS0004698,2023-09-14,C00528,B050,8,Passive,R01,Phí dịch vụ cao
NPS0004699,2023-09-29,C04165,B026,9,Promoter,,
NPS0004700,2023-09-23,C01218,B036,8,Passive,R02,Thời gian chờ giao dịch lâu
NPS0004701,2023-09-25,C03805,B008,4,Detractor,R01,Phí dịch vụ cao
NPS0004702,2023-09-02,C02431,B045,1,Detractor,R01,Phí dịch vụ cao
NPS0004703,2023-09-17,C00934,B035,9,Promoter,,
NPS0004704,2023-09-13,C03310,B029,9,Promoter,,
NPS0004705,2023-09-16,C03089,B008,8,Passive,R05,Thái độ nhân viên chưa tốt
NPS0004706,2023-09-25,C01978,B037,7,Passive,,
NPS0004707,2023-09-25,C01124,B040,9,Promoter,,
NPS0004708,2023-09-25,C02630,B044,10,Promoter,R01,Phí dịch vụ cao
NPS0004709,2023-09-15,C00004,B024,10,Promoter,,
NPS0004710,2023-09-11,C02496,B003,9,Promoter,,
NPS0004711,2023-09-16,C04640,B008,7,Passive,R05,Thái độ nhân viên chưa tốt
NPS0004712,2023-09-07,C04021,B026,5,Detractor,R03,Ứng dụng số khó dùng
NPS0004713,2023-09-24,C04659,B028,5,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0004714,2023-09-01,C03049,B035,5,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0004715,2023-09-09,C03406,B045,9,Promoter,,
NPS0004716,2023-09-11,C01922,B004,7,Passive,R01,Phí dịch vụ cao
NPS0004717,2023-09-28,C04456,B027,8,Passive,,
NPS0004718,2023-09-30,C04938,B039,10,Promoter,,
NPS0004719,2023-09-16,C04751,B022,9,Promoter,,
NPS0004720,2023-09-07,C03707,B040,10,Promoter,,
NPS0004721,2023-09-04,C04622,B035,10,Promoter,,
NPS0004722,2023-09-05,C03041,B050,9,Promoter,,
NPS0004723,2023-09-28,C02360,B014,9,Promoter,,
NPS0004724,2023-09-04,C01579,B041,9,Promoter,,
NPS0004725,2023-09-21,C02840,B040,7,Passive,R01,Phí dịch vụ cao
NPS0004726,2023-09-14,C00873,B035,9,Promoter,,
NPS0004727,2023-09-17,C03173,B050,8,Passive,R01,Phí dịch vụ cao
NPS0004728,2023-09-07,C00783,B050,6,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0004729,2023-09-03,C01254,B042,10,Promoter,,
NPS0004730,2023-09-11,C03633,B026,10,Promoter,,
NPS0004731,2023-09-24,C02069,B017,8,Passive,,
NPS0004732,2023-09-12,C01373,B050,10,Promoter,,
NPS0004733,2023-09-17,C04291,B008,9,Promoter,R01,Phí dịch vụ cao
NPS0004734,2023-09-18,C02459,B041,10,Promoter,,
NPS0004735,2023-09-28,C02144,B031,10,Promoter,,
NPS0004736,2023-09-21,C03954,B024,8,Passive,R01,Phí dịch vụ cao
NPS0004737,2023-09-01,C03408,B010,10,Promoter,,
NPS0004738,2023-09-13,C03078,B036,10,Promoter,,
NPS0004739,2023-09-29,C04044,B005,10,Promoter,,
NPS0004740,2023-09-13,C01546,B042,9,Promoter,R02,Thời gian chờ giao dịch lâu
NPS0004741,2023-09-13,C00659,B029,7,Passive,R01,Phí dịch vụ cao
NPS0004742,2023-09-22,C03567,B028,10,Promoter,,
NPS0004743,2023-09-14,C03418,B038,10,Promoter,,
NPS0004744,2023-09-04,C03070,B029,9,Promoter,,
NPS0004745,2023-09-11,C03525,B034,9,Promoter,,
NPS0004746,2023-09-01,C00686,B008,9,Promoter,,
NPS0004747,2023-09-07,C03790,B028,10,Promoter,,
NPS0004748,2023-09-10,C02573,B050,7,Passive,R01,Phí dịch vụ cao
NPS0004749,2023-09-30,C01169,B030,10,Promoter,,
NPS0004750,2023-09-06,C02660,B007,8,Passive,,
NPS0004751,2023-09-04,C02705,B038,9,Promoter,,
NPS0004752,2023-09-23,C04094,B037,8,Passive,,
NPS0004753,2023-09-06,C00400,B005,9,Promoter,,
NPS0004754,2023-09-29,C00078,B050,7,Passive,,
NPS0004755,2023-09-14,C02766,B042,10,Promoter,R01,Phí dịch vụ cao
NPS0004756,2023-09-22,C02908,B018,10,Promoter,,
NPS0004757,2023-09-08,C04528,B024,2,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0004758,2023-09-02,C01072,B010,10,Promoter,R05,Thái độ nhân viên chưa tốt
NPS0004759,2023-09-02,C04711,B050,10,Promoter,R01,Phí dịch vụ cao
NPS0004760,2023-09-23,C04093,B042,6,Detractor,R01,Phí dịch vụ cao
NPS0004761,2023-09-01,C02106,B048,10,Promoter,R01,Phí dịch vụ cao
NPS0004762,2023-09-25,C00105,B049,8,Passive,,
NPS0004763,2023-09-05,C00615,B033,2,Detractor,R03,Ứng dụng số khó dùng
NPS0004764,2023-09-12,C01823,B045,7,Passive,,
NPS0004765,2023-09-17,C00383,B023,9,Promoter,R01,Phí dịch vụ cao
NPS0004766,2023-09-06,C04844,B026,9,Promoter,R01,Phí dịch vụ cao
NPS0004767,2023-09-10,C03527,B041,9,Promoter,,
NPS0004768,2023-09-05,C00767,B008,7,Passive,R01,Phí dịch vụ cao
NPS0004769,2023-09-01,C01787,B031,7,Passive,,
NPS0004770,2023-09-30,C00924,B029,9,Promoter,,
NPS0004771,2023-09-07,C00188,B038,10,Promoter,,
NPS0004772,2023-09-20,C01053,B003,0,Detractor,R01,Phí dịch vụ cao
NPS0004773,2023-09-26,C03523,B024,9,Promoter,,
NPS0004774,2023-09-27,C01705,B021,7,Passive,,
NPS0004775,2023-09-14,C02014,B001,9,Promoter,,
NPS0004776,2023-09-03,C04870,B050,9,Promoter,,
NPS0004777,2023-09-14,C01994,B024,8,Passive,R01,Phí dịch vụ cao
NPS0004778,2023-09-24,C03814,B050,10,Promoter,,
NPS0004779,2023-09-02,C00293,B035,9,Promoter,,
NPS0004780,2023-09-02,C04404,B050,7,Passive,R01,Phí dịch vụ cao
NPS0004781,2023-09-13,C00560,B050,10,Promoter,,
NPS0004782,2023-09-19,C00610,B031,9,Promoter,,
