SurveyID,SurveyDate,CustomerID,BranchID,Score,NPSCategory,PrimaryReasonID,PrimaryReason
NPS0001167,2023-03-02,C03308,B040,8,Passive,R01,Phí dịch vụ cao
NPS0001168,2023-03-23,C04688,B049,2,Detractor,R01,Phí dịch vụ cao
NPS0001169,2023-03-24,C04620,B049,9,Promoter,R02,Thời gian chờ giao dịch lâu
NPS0001170,2023-03-27,C02020,B031,8,Passive,,
NPS0001171,2023-03-08,C01309,B021,10,Promoter,R01,Phí dịch vụ cao
NPS0001172,2023-03-19,C01573,B034,6,Detractor,R01,Phí dịch vụ cao
NPS0001173,2023-03-07,C00018,B027,0,Detractor,R03,Ứng dụng số khó dùng
NPS0001174,2023-03-11,C02377,B009,10,Promoter,,
NPS0001175,2023-03-01,C04104,B023,8,Passive,R01,Phí dịch vụ cao
NPS0001176,2023-03-25,C00444,B040,9,Promoter,,
NPS0001177,2023-03-08,C02537,B009,9,Promoter,,
NPS0001178,2023-03-27,C01605,B032,8,Passive,R01,Phí dịch vụ cao
NPS0001179,2023-03-14,C02326,B007,9,Promoter,,
NPS0001180,2023-03-11,C00909,B050,9,Promoter,,
NPS0001181,2023-03-03,C04290,B022,2,Detractor,R07,Lãi suất chưa cạnh tranh
NPS0001182,2023-03-16,C01103,B031,10,Promoter,,
NPS0001183,2023-03-23,C04138,B008,9,Promoter,,
NPS0001184,2023-03-25,C03050,B045,9,Promoter,,
NPS0001185,2023-03-19,C02268,B032,7,Passive,,
NPS0001186,2023-03-27,C01479,B027,2,Detractor,R03,Ứng dụng số khó dùng
NPS0001187,2023-03-04,C00187,B022,10,Promoter,,
NPS0001188,2023-03-18,C01748,B037,9,Promoter,,
NPS0001189,2023-03-31,C00290,B005,10,Promoter,,
NPS0001190,2023-03-12,C00597,B024,1,Detractor,R01,Phí dịch vụ cao
NPS0001191,2023-03-14,C02960,B020,10,Promoter,,
NPS0001192,2023-03-10,C02861,B002,8,Passive,R02,Thời gian chờ giao dịch lâu
NPS0001193,2023-03-04,C04038,B050,8,Passive,,
NPS0001194,2023-03-27,C04770,B037,10,Promoter,,
NPS0001195,2023-03-22,C01911,B037,7,Passive,,
NPS0001196,2023-03-03,C01044,B050,10,Promoter,,
NPS0001197,2023-03-21,C02038,B005,9,Promoter,R01,Phí dịch vụ cao
NPS0001198,2023-03-22,C02106,B048,7,Passive,R01,Phí dịch vụ cao
NPS0001199,2023-03-23,C01441,B043,8,Passive,R03,Ứng dụng số khó dùng
NPS0001200,2023-03-26,C02695,B018,9,Promoter,,
NPS0001201,2023-03-10,C03015,B021,8,Passive,,
NPS0001202,2023-03-06,C02900,B032,7,Passive,R01,Phí dịch vụ cao
NPS0001203,2023-03-31,C00991,B039,9,Promoter,,
NPS0001204,2023-03-13,C00218,B029,4,Detractor,R03,Ứng dụng số khó dùng
NPS0001205,2023-03-14,C02836,B030,7,Passive,R01,Phí dịch vụ cao
NPS0001206,2023-03-16,C01862,B015,10,Promoter,,
NPS0001207,2023-03-30,C03798,B026,7,Passive,,
NPS0001208,2023-03-23,C00763,B045,8,Passive,R01,Phí dịch vụ cao
NPS0001209,2023-03-09,C00211,B043,9,Promoter,,
NPS0001210,2023-03-12,C00423,B025,10,Promoter,,
NPS0001211,2023-03-03,C03885,B031,4,Detractor,R01,Phí dịch vụ cao
NPS0001212,2023-03-12,C03703,B011,10,Promoter,,
NPS0001213,2023-03-23,C01667,B021,9,Promoter,,
NPS0001214,2023-03-01,C02193,B042,4,Detractor,R05,Thái độ nhân viên chưa tốt
NPS0001215,2023-03-31,C03284,B021,7,Passive,R02,Thời gian chờ giao dịch lâu
NPS0001216,2023-03-16,C03478,B042,7,Passive,,
NPS0001217,2023-03-22,C02330,B031,8,Passive,R02,Thời gian chờ giao dịch lâu
NPS0001218,2023-03-27,C04097,B003,10,Promoter,,
NPS0001219,2023-03-10,C01002,B030,9,Promoter,,
NPS0001220,2023-03-03,C01270,B042,1,Detractor,R01,Phí dịch vụ cao
NPS0001221,2023-03-31,C02256,B020,9,Promoter,,
NPS0001222,2023-03-04,C02158,B011,7,Passive,,
NPS0001223,2023-03-30,C00550,B005,9,Promoter,,
NPS0001224,2023-03-29,C03320,B003,5,Detractor,R01,Phí dịch vụ cao
NPS0001225,2023-03-10,C02027,B009,8,Passive,R02,Thời gian chờ giao dịch lâu
NPS0001226,2023-03-18,C01994,B024,7,Passive,R01,Phí dịch vụ cao
NPS0001227,2023-03-18,C01802,B040,3,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0001228,2023-03-26,C00090,B013,5,Detractor,R01,Phí dịch vụ cao
NPS0001229,2023-03-31,C00176,B003,4,Detractor,R07,Lãi suất chưa cạnh tranh
NPS0001230,2023-03-11,C03422,B046,10,Promoter,R07,Lãi suất chưa cạnh tranh
