SurveyID,SurveyDate,CustomerID,BranchID,Score,NPSCategory,PrimaryReasonID,PrimaryReason
NPS0016908,2025-06-04,C02866,B045,7,Passive,,
NPS0016909,2025-06-29,C02637,B009,8,Passive,R01,Phí dịch vụ cao
NPS0016910,2025-06-13,C03597,B024,7,Passive,,
NPS0016911,2025-06-18,C00512,B007,8,Passive,,
NPS0016912,2025-06-17,C01016,B021,10,Promoter,R07,Lãi suất chưa cạnh tranh
NPS0016913,2025-06-20,C03931,B024,8,Passive,R03,Ứng dụng số khó dùng
NPS0016914,2025-06-25,C00988,B038,9,Promoter,,
NPS0016915,2025-06-15,C03254,B001,1,Detractor,R01,Phí dịch vụ cao
NPS0016916,2025-06-24,C00686,B008,10,Promoter,R01,Phí dịch vụ cao
NPS0016917,2025-06-30,C03361,B023,9,Promoter,,
NPS0016918,2025-06-15,C03340,B024,9,Promoter,,
NPS0016919,2025-06-22,C00254,B025,9,Promoter,,
NPS0016920,2025-06-29,C02920,B005,2,Detractor,R01,Phí dịch vụ cao
NPS0016921,2025-06-30,C00944,B038,9,Promoter,,
NPS0016922,2025-06-04,C04951,B026,8,Passive,,
NPS0016923,2025-06-24,C04406,B045,8,Passive,R07,Lãi suất chưa cạnh tranh
NPS0016924,2025-06-05,C04366,B006,9,Promoter,,
NPS0016925,2025-06-10,C01075,B050,8,Passive,R07,Lãi suất chưa cạnh tranh
NPS0016926,2025-06-21,C03020,B023,8,Passive,R01,Phí dịch vụ cao
NPS0016927,2025-06-06,C04138,B008,1,Detractor,R01,Phí dịch vụ cao
NPS0016928,2025-06-01,C02532,B043,9,Promoter,R04,Sản phẩm ít lựa chọn
NPS0016929,2025-06-01,C02517,B034,5,Detractor,R05,Thái độ nhân viên chưa tốt
NPS0016930,2025-06-14,C04091,B038,10,Promoter,,
NPS0016931,2025-06-16,C00321,B039,10,Promoter,R02,Thời gian chờ giao dịch lâu
NPS0016932,2025-06-02,C00291,B021,8,Passive,R01,Phí dịch vụ cao
NPS0016933,2025-06-01,C00346,B040,9,Promoter,,
NPS0016934,2025-06-26,C03975,B011,8,Passive,R01,Phí dịch vụ cao
NPS0016935,2025-06-07,C03991,B008,1,Detractor,R01,Phí dịch vụ cao
NPS0016936,2025-06-02,C04624,B009,10,Promoter,,
