SurveyID,SurveyDate,CustomerID,BranchID,Score,NPSCategory,PrimaryReasonID,PrimaryReason
NPS0020406,2025-12-30,C02691,B037,5,Detractor,R01,Phí dịch vụ cao
NPS0020407,2025-12-22,C00362,B034,7,Passive,,
NPS0020408,2025-12-29,C04164,B011,1,Detractor,R04,Sản phẩm ít lựa chọn
NPS0020409,2025-12-07,C03515,B008,10,Promoter,,
NPS0020410,2025-12-22,C01789,B004,4,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0020411,2025-12-20,C01194,B050,7,Passive,R01,Phí dịch vụ cao
NPS0020412,2025-12-12,C04441,B031,8,Passive,,
NPS0020413,2025-12-17,C03585,B043,10,Promoter,,
NPS0020414,2025-12-29,C04784,B023,10,Promoter,,
NPS0020415,2025-12-03,C01711,B019,7,Passive,R02,Thời gian chờ giao dịch lâu
NPS0020416,2025-12-05,C04148,B030,10,Promoter,R01,Phí dịch vụ cao
NPS0020417,2025-12-07,C01931,B026,10,Promoter,R01,Phí dịch vụ cao
NPS0020418,2025-12-09,C01005,B029,10,Promoter,,
NPS0020419,2025-12-16,C04727,B038,9,Promoter,,
NPS0020420,2025-12-19,C03529,B028,2,Detractor,R01,Phí dịch vụ cao
NPS0020421,2025-12-30,C04363,B038,2,Detractor,R07,Lãi suất chưa cạnh tranh
NPS0020422,2025-12-20,C03675,B017,10,Promoter,,
NPS0020423,2025-12-10,C03307,B031,3,Detractor,R01,Phí dịch vụ cao
NPS0020424,2025-12-05,C04647,B024,7,Passive,R01,Phí dịch vụ cao
NPS0020425,2025-12-27,C04876,B040,7,Passive,R03,Ứng dụng số khó dùng
NPS0020426,2025-12-21,C04357,B011,9,Promoter,,
NPS0020427,2025-12-26,C02261,B029,10,Promoter,,
NPS0020428,2025-12-29,C04702,B008,9,Promoter,,
NPS0020429,2025-12-11,C01388,B008,8,Passive,,
NPS0020430,2025-12-21,C04470,B033,2,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0020431,2025-12-03,C03137,B047,10,Promoter,R01,Phí dịch vụ cao
NPS0020432,2025-12-01,C02157,B015,3,Detractor,R01,Phí dịch vụ cao
NPS0020433,2025-12-03,C02737,B030,10,Promoter,,
NPS0020434,2025-12-14,C01970,B001,9,Promoter,,
NPS0020435,2025-12-17,C04037,B024,10,Promoter,,
NPS0020436,2025-12-30,C01648,B049,9,Promoter,,
NPS0020437,2025-12-29,C04011,B008,9,Promoter,,
NPS0020438,2025-12-12,C01659,B037,2,Detractor,R01,Phí dịch vụ cao
NPS0020439,2025-12-20,C03888,B038,9,Promoter,,
NPS0020440,2025-12-03,C03874,B038,10,Promoter,,
NPS0020441,2025-12-02,C01725,B031,0,Detractor,R03,Ứng dụng số khó dùng
NPS0020442,2025-12-07,C03527,B041,10,Promoter,,
NPS0020443,2025-12-09,C03636,B038,7,Passive,R01,Phí dịch vụ cao
NPS0020444,2025-12-03,C00047,B039,5,Detractor,R03,Ứng dụng số khó dùng
NPS0020445,2025-12-18,C04896,B050,10,Promoter,,
NPS0020446,2025-12-11,C00815,B025,3,Detractor,R01,Phí dịch vụ cao
NPS0020447,2025-12-22,C02716,B043,10,Promoter,,
NPS0020448,2025-12-27,C04282,B035,8,Passive,R01,Phí dịch vụ cao
NPS0020449,2025-12-29,C00101,B024,9,Promoter,,
NPS0020450,2025-12-23,C00821,B045,10,Promoter,,
NPS0020451,2025-12-24,C03304,B010,10,Promoter,,
NPS0020452,2025-12-18,C04181,B018,7,Passive,R01,Phí dịch vụ cao
