SurveyID,SurveyDate,CustomerID,BranchID,Score,NPSCategory,PrimaryReasonID,PrimaryReason
NPS0012244,2024-10-12,C04347,B037,7,Passive,,
NPS0012245,2024-10-28,C03898,B050,10,Promoter,,
NPS0012246,2024-10-02,C00915,B031,7,Passive,R07,Lãi suất chưa cạnh tranh
NPS0012247,2024-10-14,C04423,B028,7,Passive,,
NPS0012248,2024-10-12,C02390,B009,10,Promoter,,
NPS0012249,2024-10-30,C03883,B040,2,Detractor,R01,Phí dịch vụ cao
NPS0012250,2024-10-18,C02502,B021,10,Promoter,R01,Phí dịch vụ cao
NPS0012251,2024-10-31,C00872,B029,10,Promoter,R01,Phí dịch vụ cao
NPS0012252,2024-10-30,C04477,B040,10,Promoter,R01,Phí dịch vụ cao
NPS0012253,2024-10-30,C03917,B040,8,Passive,R05,Thái độ nhân viên chưa tốt
NPS0012254,2024-10-04,C01162,B031,7,Passive,,
NPS0012255,2024-10-18,C04488,B046,9,Promoter,,
NPS0012256,2024-10-31,C02985,B050,7,Passive,,
NPS0012257,2024-10-03,C04271,B037,7,Passive,,
NPS0012258,2024-10-27,C01917,B015,9,Promoter,,
NPS0012259,2024-10-13,C03062,B008,9,Promoter,,
NPS0012260,2024-10-04,C01223,B050,7,Passive,R02,Thời gian chờ giao dịch lâu
NPS0012261,2024-10-18,C02624,B034,7,Passive,,
NPS0012262,2024-10-09,C04686,B050,8,Passive,R01,Phí dịch vụ cao
NPS0012263,2024-10-27,C01811,B050,9,Promoter,,
NPS0012264,2024-10-21,C04002,B035,7,Passive,,
NPS0012265,2024-10-04,C02972,B050,9,Promoter,,
NPS0012266,2024-10-11,C04723,B042,10,Promoter,R01,Phí dịch vụ cao
NPS0012267,2024-10-09,C04539,B038,10,Promoter,,
NPS0012268,2024-10-23,C00890,B031,0,Detractor,R08,Khác
NPS0012269,2024-10-11,C01720,B045,9,Promoter,R01,Phí dịch vụ cao
NPS0012270,2024-10-26,C01022,B009,8,Passive,,
NPS0012271,2024-10-28,C03166,B050,10,Promoter,,
NPS0012272,2024-10-22,C04196,B050,8,Passive,,
NPS0012273,2024-10-16,C01225,B040,3,Detractor,R08,Khác
NPS0012274,2024-10-16,C02252,B049,7,Passive,R01,Phí dịch vụ cao
NPS0012275,2024-10-27,C02284,B030,7,Passive,R05,Thái độ nhân viên chưa tốt
NPS0012276,2024-10-25,C00586,B024,0,Detractor,R01,Phí dịch vụ cao
NPS0012277,2024-10-02,C02550,B050,8,Passive,R02,Thời gian chờ giao dịch lâu
NPS0012278,2024-10-23,C04354,B008,7,Passive,,
NPS0012279,2024-10-28,C03365,B019,7,Passive,R02,Thời gian chờ giao dịch lâu
NPS0012280,2024-10-06,C00761,B031,8,Passive,,
NPS0012281,2024-10-31,C02877,B043,4,Detractor,R08,Khác
NPS0012282,2024-10-15,C01180,B005,7,Passive,,
NPS0012283,2024-10-18,C01215,B008,7,Passive,R01,Phí dịch vụ cao
NPS0012284,2024-10-15,C04241,B050,9,Promoter,,
NPS0012285,2024-10-12,C01822,B045,0,Detractor,R01,Phí dịch vụ cao
NPS0012286,2024-10-07,C03977,B026,10,Promoter,,
NPS0012287,2024-10-09,C04462,B024,10,Promoter,R06,Mạng lưới chi nhánh thưa
NPS0012288,2024-10-22,C02046,B017,10,Promoter,,
NPS0012289,2024-10-20,C03466,B050,10,Promoter,,
NPS0012290,2024-10-01,C02735,B004,10,Promoter,,
NPS0012291,2024-10-10,C02487,B024,0,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0012292,2024-10-06,C03644,B038,9,Promoter,R03,Ứng dụng số khó dùng
NPS0012293,2024-10-23,C01364,B026,9,Promoter,,
NPS0012294,2024-10-28,C02846,B047,10,Promoter,,
NPS0012295,2024-10-01,C00818,B050,9,Promoter,R01,Phí dịch vụ cao
NPS0012296,2024-10-18,C01695,B040,1,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0012297,2024-10-09,C03517,B049,7,Passive,,
NPS0012298,2024-10-02,C02622,B050,5,Detractor,R01,Phí dịch vụ cao
NPS0012299,2024-10-08,C02061,B050,10,Promoter,,
NPS0012300,2024-10-15,C00985,B006,4,Detractor,R01,Phí dịch vụ cao
NPS0012301,2024-10-18,C02630,B044,2,Detractor,R01,Phí dịch vụ cao
NPS0012302,2024-10-05,C03325,B024,9,Promoter,,
NPS0012303,2024-10-31,C02789,B050,9,Promoter,,
