SurveyID,SurveyDate,CustomerID,BranchID,Score,NPSCategory,PrimaryReasonID,PrimaryReason
NPS0006997,2024-01-06,C02570,B043,1,Detractor,R01,Phí dịch vụ cao
NPS0006998,2024-01-31,C00175,B050,7,Passive,,
NPS0006999,2024-01-15,C01138,B003,7,Passive,R02,Thời gian chờ giao dịch lâu
NPS0007000,2024-01-21,C02230,B007,10,Promoter,,
NPS0007001,2024-01-27,C03529,B028,10,Promoter,,
NPS0007002,2024-01-12,C01613,B028,9,Promoter,,
NPS0007003,2024-01-19,C01045,B004,7,Passive,R02,Thời gian chờ giao dịch lâu
NPS0007004,2024-01-24,C02472,B034,7,Passive,R01,Phí dịch vụ cao
NPS0007005,2024-01-29,C04489,B031,9,Promoter,,
NPS0007006,2024-01-09,C03857,B024,10,Promoter,,
NPS0007007,2024-01-13,C02674,B024,10,Promoter,,
NPS0007008,2024-01-16,C04914,B031,9,Promoter,,
NPS0007009,2024-01-01,C01980,B038,9,Promoter,,
NPS0007010,2024-01-02,C03238,B010,9,Promoter,,
NPS0007011,2024-01-05,C04091,B038,10,Promoter,R05,Thái độ nhân viên chưa tốt
NPS0007012,2024-01-08,C02594,B027,10,Promoter,,
NPS0007013,2024-01-09,C02492,B011,0,Detractor,R08,Khác
NPS0007014,2024-01-12,C04375,B037,2,Detractor,R01,Phí dịch vụ cao
NPS0007015,2024-01-16,C02781,B020,3,Detractor,R05,Thái độ nhân viên chưa tốt
NPS0007016,2024-01-27,C01041,B030,3,Detractor,R03,Ứng dụng số khó dùng
NPS0007017,2024-01-03,C03018,B035,4,Detractor,R01,Phí dịch vụ cao
NPS0007018,2024-01-12,C00422,B009,9,Promoter,,
NPS0007019,2024-01-26,C00131,B012,10,Promoter,,
NPS0007020,2024-01-02,C03295,B026,9,Promoter,,
NPS0007021,2024-01-25,C04474,B009,7,Passive,R05,Thái độ nhân viên chưa tốt
NPS0007022,2024-01-02,C04706,B009,10,Promoter,R05,Thái độ nhân viên chưa tốt
NPS0007023,2024-01-31,C02999,B038,7,Passive,R01,Phí dịch vụ cao
NPS0007024,2024-01-18,C04784,B023,10,Promoter,,
NPS0007025,2024-01-25,C02816,B035,5,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0007026,2024-01-10,C00853,B050,0,Detractor,R01,Phí dịch vụ cao
NPS0007027,2024-01-02,C03006,B002,9,Promoter,,
NPS0007028,2024-01-02,C00094,B035,9,Promoter,,
NPS0007029,2024-01-04,C00575,B038,8,Passive,,
NPS0007030,2024-01-22,C04693,B003,10,Promoter,,
NPS0007031,2024-01-02,C04085,B050,6,Detractor,R01,Phí dịch vụ cao
NPS0007032,2024-01-22,C03199,B050,7,Passive,R01,Phí dịch vụ cao
NPS0007033,2024-01-04,C03598,B043,8,Passive,R06,Mạng lưới chi nhánh thưa
NPS0007034,2024-01-21,C00463,B043,8,Passive,R01,Phí dịch vụ cao
NPS0007035,2024-01-06,C01071,B022,8,Passive,,
NPS0007036,2024-01-20,C00195,B048,8,Passive,,
NPS0007037,2024-01-18,C01023,B010,9,Promoter,,
NPS0007038,2024-01-20,C01786,B003,10,Promoter,,
NPS0007039,2024-01-21,C03439,B042,8,Passive,,
NPS0007040,2024-01-14,C03648,B026,7,Passive,R01,Phí dịch vụ cao
