SurveyID,SurveyDate,CustomerID,BranchID,Score,NPSCategory,PrimaryReasonID,PrimaryReason
NPS0013410,2024-12-25,C00165,B038,8,Passive,,
NPS0013411,2024-12-13,C01272,B043,10,Promoter,,
NPS0013412,2024-12-09,C04538,B012,8,Passive,R01,Phí dịch vụ cao
NPS0013413,2024-12-15,C04471,B050,7,Passive,,
NPS0013414,2024-12-01,C01702,B050,9,Promoter,R01,Phí dịch vụ cao
NPS0013415,2024-12-18,C03610,B009,0,Detractor,R01,Phí dịch vụ cao
NPS0013416,2024-12-06,C02986,B027,10,Promoter,,
NPS0013417,2024-12-09,C01325,B001,7,Passive,R01,Phí dịch vụ cao
NPS0013418,2024-12-30,C04556,B023,10,Promoter,,
NPS0013419,2024-12-17,C01897,B043,2,Detractor,R07,Lãi suất chưa cạnh tranh
NPS0013420,2024-12-16,C00737,B022,7,Passive,,
NPS0013421,2024-12-29,C04973,B008,6,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0013422,2024-12-29,C04971,B038,8,Passive,,
NPS0013423,2024-12-19,C02009,B045,0,Detractor,R01,Phí dịch vụ cao
NPS0013424,2024-12-10,C03885,B031,5,Detractor,R01,Phí dịch vụ cao
NPS0013425,2024-12-05,C04210,B039,5,Detractor,R07,Lãi suất chưa cạnh tranh
NPS0013426,2024-12-06,C01903,B016,9,Promoter,,
NPS0013427,2024-12-18,C03171,B035,9,Promoter,,
NPS0013428,2024-12-02,C03745,B029,2,Detractor,R01,Phí dịch vụ cao
NPS0013429,2024-12-26,C04878,B032,8,Passive,R01,Phí dịch vụ cao
NPS0013430,2024-12-21,C01227,B024,8,Passive,,
NPS0013431,2024-12-20,C01721,B035,6,Detractor,R01,Phí dịch vụ cao
NPS0013432,2024-12-13,C02086,B038,5,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0013433,2024-12-20,C01555,B049,1,Detractor,R04,Sản phẩm ít lựa chọn
NPS0013434,2024-12-26,C03824,B028,8,Passive,,
NPS0013435,2024-12-15,C00449,B045,8,Passive,R03,Ứng dụng số khó dùng
NPS0013436,2024-12-25,C00259,B045,8,Passive,R01,Phí dịch vụ cao
NPS0013437,2024-12-02,C01139,B005,9,Promoter,,
NPS0013438,2024-12-18,C02588,B036,10,Promoter,R02,Thời gian chờ giao dịch lâu
NPS0013439,2024-12-31,C01638,B008,9,Promoter,R03,Ứng dụng số khó dùng
NPS0013440,2024-12-16,C04702,B008,9,Promoter,,
NPS0013441,2024-12-31,C00787,B003,9,Promoter,,
NPS0013442,2024-12-21,C01516,B049,7,Passive,R01,Phí dịch vụ cao
NPS0013443,2024-12-19,C02621,B038,10,Promoter,,
NPS0013444,2024-12-14,C04644,B049,7,Passive,R06,Mạng lưới chi nhánh thưa
NPS0013445,2024-12-18,C00118,B024,7,Passive,R01,Phí dịch vụ cao
NPS0013446,2024-12-18,C00809,B036,10,Promoter,,
NPS0013447,2024-12-12,C02580,B001,8,Passive,R07,Lãi suất chưa cạnh tranh
NPS0013448,2024-12-22,C04374,B045,10,Promoter,R01,Phí dịch vụ cao
NPS0013449,2024-12-05,C04636,B045,9,Promoter,,
NPS0013450,2024-12-25,C01865,B045,4,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0013451,2024-12-01,C03103,B029,7,Passive,,
NPS0013452,2024-12-14,C00786,B023,3,Detractor,R01,Phí dịch vụ cao
NPS0013453,2024-12-06,C04845,B026,4,Detractor,R01,Phí dịch vụ cao
NPS0013454,2024-12-11,C00779,B050,9,Promoter,,
NPS0013455,2024-12-11,C00053,B031,10,Promoter,R01,Phí dịch vụ cao
NPS0013456,2024-12-01,C03065,B016,9,Promoter,R03,Ứng dụng số khó dùng
NPS0013457,2024-12-17,C00817,B037,10,Promoter,,
NPS0013458,2024-12-09,C00919,B022,9,Promoter,,
NPS0013459,2024-12-24,C03447,B050,8,Passive,R07,Lãi suất chưa cạnh tranh
NPS0013460,2024-12-19,C03636,B038,10,Promoter,R01,Phí dịch vụ cao
NPS0013461,2024-12-31,C01329,B050,8,Passive,R01,Phí dịch vụ cao
NPS0013462,2024-12-18,C00140,B043,9,Promoter,,
NPS0013463,2024-12-28,C02429,B024,9,Promoter,R01,Phí dịch vụ cao
NPS0013464,2024-12-23,C00829,B004,8,Passive,R01,Phí dịch vụ cao
NPS0013465,2024-12-21,C02064,B050,9,Promoter,,
NPS0013466,2024-12-18,C00862,B050,9,Promoter,,
NPS0013467,2024-12-05,C00551,B027,8,Passive,,
NPS0013468,2024-12-15,C02655,B004,5,Detractor,R01,Phí dịch vụ cao
NPS0013469,2024-12-03,C02386,B026,9,Promoter,R04,Sản phẩm ít lựa chọn
NPS0013470,2024-12-21,C02300,B006,10,Promoter,R01,Phí dịch vụ cao
NPS0013471,2024-12-24,C00412,B024,9,Promoter,R01,Phí dịch vụ cao
NPS0013472,2024-12-10,C02301,B048,4,Detractor,R01,Phí dịch vụ cao
NPS0013473,2024-12-14,C02587,B042,5,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0013474,2024-12-05,C02590,B043,1,Detractor,R01,Phí dịch vụ cao
