SurveyID,SurveyDate,CustomerID,BranchID,Score,NPSCategory,PrimaryReasonID,PrimaryReason
NPS0009912,2024-06-12,C04981,B011,8,Passive,R01,Phí dịch vụ cao
NPS0009913,2024-06-20,C00429,B050,5,Detractor,R01,Phí dịch vụ cao
NPS0009914,2024-06-07,C01682,B038,10,Promoter,R01,Phí dịch vụ cao
NPS0009915,2024-06-30,C02186,B003,9,Promoter,,
NPS0009916,2024-06-10,C04591,B016,10,Promoter,,
NPS0009917,2024-06-24,C03104,B027,8,Passive,,
NPS0009918,2024-06-29,C01989,B008,7,Passive,,
NPS0009919,2024-06-23,C03871,B029,10,Promoter,,
NPS0009920,2024-06-02,C00987,B045,10,Promoter,,
NPS0009921,2024-06-13,C00263,B038,9,Promoter,,
NPS0009922,2024-06-06,C04347,B037,0,Detractor,R01,Phí dịch vụ cao
NPS0009923,2024-06-12,C04665,B023,10,Promoter,,
NPS0009924,2024-06-28,C01061,B006,9,Promoter,,
NPS0009925,2024-06-18,C03739,B034,8,Passive,,
NPS0009926,2024-06-15,C00188,B038,5,Detractor,R07,Lãi suất chưa cạnh tranh
NPS0009927,2024-06-06,C01012,B043,10,Promoter,,
NPS0009928,2024-06-07,C02889,B050,10,Promoter,,
NPS0009929,2024-06-29,C01839,B038,10,Promoter,,
NPS0009930,2024-06-11,C02747,B031,10,Promoter,,
NPS0009931,2024-06-11,C00241,B022,0,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0009932,2024-06-27,C03908,B045,10,Promoter,,
NPS0009933,2024-06-05,C01717,B005,8,Passive,R01,Phí dịch vụ cao
NPS0009934,2024-06-16,C02098,B008,2,Detractor,R01,Phí dịch vụ cao
NPS0009935,2024-06-04,C01398,B033,10,Promoter,,
NPS0009936,2024-06-09,C01213,B043,10,Promoter,,
NPS0009937,2024-06-22,C04970,B045,9,Promoter,,
NPS0009938,2024-06-08,C01145,B008,10,Promoter,,
NPS0009939,2024-06-28,C04447,B006,10,Promoter,,
NPS0009940,2024-06-21,C04165,B026,10,Promoter,,
NPS0009941,2024-06-27,C03423,B050,3,Detractor,R01,Phí dịch vụ cao
NPS0009942,2024-06-30,C04856,B043,5,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0009943,2024-06-23,C00102,B043,2,Detractor,R01,Phí dịch vụ cao
NPS0009944,2024-06-23,C04955,B029,7,Passive,R02,Thời gian chờ giao dịch lâu
NPS0009945,2024-06-12,C04590,B007,8,Passive,,
NPS0009946,2024-06-18,C01578,B026,8,Passive,,
NPS0009947,2024-06-29,C00487,B045,10,Promoter,,
NPS0009948,2024-06-20,C00196,B045,0,Detractor,R03,Ứng dụng số khó dùng
NPS0009949,2024-06-03,C00108,B024,2,Detractor,R01,Phí dịch vụ cao
NPS0009950,2024-06-08,C03049,B035,10,Promoter,,
NPS0009951,2024-06-12,C00857,B038,10,Promoter,R01,Phí dịch vụ cao
NPS0009952,2024-06-01,C02615,B037,10,Promoter,R02,Thời gian chờ giao dịch lâu
NPS0009953,2024-06-05,C01532,B037,7,Passive,R06,Mạng lưới chi nhánh thưa
NPS0009954,2024-06-05,C00951,B048,10,Promoter,,
NPS0009955,2024-06-19,C03968,B003,10,Promoter,,
NPS0009956,2024-06-06,C04653,B021,5,Detractor,R06,Mạng lưới chi nhánh thưa
NPS0009957,2024-06-20,C01913,B037,7,Passive,,
NPS0009958,2024-06-08,C00635,B050,7,Passive,R05,Thái độ nhân viên chưa tốt
NPS0009959,2024-06-17,C01672,B043,8,Passive,R01,Phí dịch vụ cao
NPS0009960,2024-06-03,C01822,B045,5,Detractor,R03,Ứng dụng số khó dùng
NPS0009961,2024-06-18,C04451,B031,1,Detractor,R02,Thời gian chờ giao dịch lâu
NPS0009962,2024-06-15,C01437,B021,1,Detractor,R01,Phí dịch vụ cao
NPS0009963,2024-06-21,C01244,B026,8,Passive,R05,Thái độ nhân viên chưa tốt
NPS0009964,2024-06-20,C04709,B050,9,Promoter,,
NPS0009965,2024-06-23,C04407,B011,8,Passive,R01,Phí dịch vụ cao
NPS0009966,2024-06-20,C00560,B050,9,Promoter,R01,Phí dịch vụ cao
NPS0009967,2024-06-28,C03864,B038,9,Promoter,,
NPS0009968,2024-06-25,C04893,B008,5,Detractor,R01,Phí dịch vụ cao
NPS0009969,2024-06-05,C01676,B033,7,Passive,,
NPS0009970,2024-06-06,C04494,B040,9,Promoter,,
NPS0009971,2024-06-03,C02522,B045,7,Passive,,
NPS0009972,2024-06-28,C03316,B042,4,Detractor,R01,Phí dịch vụ cao
NPS0009973,2024-06-22,C04203,B035,9,Promoter,R01,Phí dịch vụ cao
NPS0009974,2024-06-08,C02008,B009,10,Promoter,,
NPS0009975,2024-06-23,C04719,B043,8,Passive,R01,Phí dịch vụ cao
NPS0009976,2024-06-22,C03650,B026,7,Passive,,
NPS0009977,2024-06-16,C00893,B029,10,Promoter,R07,Lãi suất chưa cạnh tranh
NPS0009978,2024-06-07,C03197,B042,7,Passive,R07,Lãi suất chưa cạnh tranh
NPS0009979,2024-06-25,C02728,B040,5,Detractor,R01,Phí dịch vụ cao
NPS0009980,2024-06-07,C00125,B008,7,Passive,R08,Khác
NPS0009981,2024-06-19,C01430,B040,7,Passive,R01,Phí dịch vụ cao
NPS0009982,2024-06-28,C02970,B040,9,Promoter,,
NPS0009983,2024-06-21,C04297,B025,10,Promoter,R01,Phí dịch vụ cao
NPS0009984,2024-06-17,C00647,B020,8,Passive,R02,Thời gian chờ giao dịch lâu
NPS0009985,2024-06-06,C01529,B024,10,Promoter,R02,Thời gian chờ giao dịch lâu
NPS0009986,2024-06-30,C01516,B049,10,Promoter,,
NPS0009987,2024-06-23,C01587,B021,9,Promoter,,
NPS0009988,2024-06-22,C00501,B012,10,Promoter,,
NPS0009989,2024-06-30,C02532,B043,5,Detractor,R03,Ứng dụng số khó dùng
NPS0009990,2024-06-22,C04835,B022,9,Promoter,R07,Lãi suất chưa cạnh tranh
NPS0009991,2024-06-06,C00917,B011,6,Detractor,R01,Phí dịch vụ cao
NPS0009992,2024-06-09,C01276,B045,10,Promoter,,
NPS0009993,2024-06-23,C02426,B021,9,Promoter,,
NPS0009994,2024-06-04,C03985,B047,7,Passive,,
NPS0009995,2024-06-22,C01911,B037,7,Passive,R05,Thái độ nhân viên chưa tốt
NPS0009996,2024-06-28,C00352,B013,7,Passive,R01,Phí dịch vụ cao
NPS0009997,2024-06-10,C00065,B037,6,Detractor,R07,Lãi suất chưa cạnh tranh
NPS0009998,2024-06-21,C04631,B018,10,Promoter,,
NPS0009999,2024-06-11,C01827,B009,10,Promoter,,
NPS0010000,2024-06-10,C04329,B004,10,Promoter,,
NPS0010001,2024-06-27,C02744,B045,9,Promoter,,
NPS0010002,2024-06-18,C00641,B024,7,Passive,R01,Phí dịch vụ cao
NPS0010003,2024-06-19,C03644,B038,10,Promoter,,
NPS0010004,2024-06-02,C02831,B030,10,Promoter,,
NPS0010005,2024-06-08,C00475,B026,9,Promoter,,
NPS0010006,2024-06-13,C03087,B013,9,Promoter,R01,Phí dịch vụ cao
NPS0010007,2024-06-05,C00465,B049,8,Passive,R01,Phí dịch vụ cao
NPS0010008,2024-06-01,C03341,B024,10,Promoter,,
NPS0010009,2024-06-21,C03292,B038,9,Promoter,,
