SnapshotDate,CustomerID,ProductID,ProductName,ProductCategory,ProductSubCategory,BranchID,Balance_VND,NPLGroup
2023-11-30,C00001,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B026,261164803,N/A
2023-11-30,C00001,P201,Thẻ ghi nợ nội địa,Card,Debit,B026,0,N/A
2023-11-30,C00002,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B012,12541023436,N/A
2023-11-30,C00002,P007,Chứng chỉ tiền gửi,Deposit,CD,B012,34494050019,N/A
2023-11-30,C00002,P001,Tài khoản thanh toán,Deposit,CA,B012,73396914425,N/A
2023-11-30,C00002,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B012,31633484969,N/A
2023-11-30,C00002,P103,Vay tiêu dùng tín chấp,Loan,Consumer,B012,42461929244,Nhóm 1
2023-11-30,C00002,P206,Thẻ tín dụng Hạng Sang,Card,Credit,B012,0,N/A
2023-11-30,C00002,P204,Thẻ tín dụng Vàng,Card,Credit,B012,1209894651,Nhóm 1
2023-11-30,C00002,P205,Thẻ tín dụng Bạch Kim,Card,Credit,B012,1118795420,Nhóm 1
2023-11-30,C00002,P302,Quản lý gia sản,Wealth,WM,B012,66014782815,N/A
2023-11-30,C00003,P001,Tài khoản thanh toán,Deposit,CA,B014,331019979,N/A
2023-11-30,C00003,P105,Vay thấu chi tài khoản,Loan,Overdraft,B014,454760930,Nhóm 1
2023-11-30,C00003,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B014,0,N/A
2023-11-30,C00004,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B024,191636063,N/A
2023-11-30,C00004,P102,Vay mua ô tô,Loan,AutoLoan,B024,2600040969,Nhóm 1
2023-11-30,C00004,P201,Thẻ ghi nợ nội địa,Card,Debit,B024,0,N/A
2023-11-30,C00005,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B040,159521591,N/A
2023-11-30,C00005,P104,Vay kinh doanh hộ cá thể,Loan,SME,B040,454676555,Nhóm 1
2023-11-30,C00005,P201,Thẻ ghi nợ nội địa,Card,Debit,B040,0,N/A
2023-11-30,C00006,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B040,146353147,N/A
2023-11-30,C00006,P102,Vay mua ô tô,Loan,AutoLoan,B040,1995267527,Nhóm 1
2023-11-30,C00006,P203,Thẻ tín dụng Chuẩn,Card,Credit,B040,3923223,Nhóm 1
2023-11-30,C00007,P005,Tiết kiệm có kỳ hạn 12 tháng,Deposit,TD,B042,700309913,N/A
2023-11-30,C00007,P006,Tiết kiệm có kỳ hạn 24 tháng,Deposit,TD,B042,755063185,N/A
2023-11-30,C00007,P203,Thẻ tín dụng Chuẩn,Card,Credit,B042,0,N/A
2023-11-30,C00007,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B042,0,N/A
2023-11-30,C00007,P305,Vàng tích lũy,Wealth,Gold,B042,743225591,N/A
2023-11-30,C00008,P001,Tài khoản thanh toán,Deposit,CA,B045,23604188715,N/A
2023-11-30,C00008,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B045,22510702975,N/A
2023-11-30,C00008,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B045,12920554727,N/A
2023-11-30,C00008,P006,Tiết kiệm có kỳ hạn 24 tháng,Deposit,TD,B045,10871639559,N/A
2023-11-30,C00008,P104,Vay kinh doanh hộ cá thể,Loan,SME,B045,31482269701,Nhóm 1
2023-11-30,C00008,P206,Thẻ tín dụng Hạng Sang,Card,Credit,B045,387081480,Nhóm 1
2023-11-30,C00008,P205,Thẻ tín dụng Bạch Kim,Card,Credit,B045,455550232,Nhóm 1
2023-11-30,C00008,P204,Thẻ tín dụng Vàng,Card,Credit,B045,821223605,Nhóm 1
2023-11-30,C00008,P305,Vàng tích lũy,Wealth,Gold,B045,17101602978,N/A
2023-11-30,C00009,P007,Chứng chỉ tiền gửi,Deposit,CD,B004,1002678235,N/A
2023-11-30,C00009,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B004,653644971,N/A
2023-11-30,C00009,P203,Thẻ tín dụng Chuẩn,Card,Credit,B004,31816654,Nhóm 1
2023-11-30,C00009,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B004,0,N/A
2023-11-30,C00010,P005,Tiết kiệm có kỳ hạn 12 tháng,Deposit,TD,B005,1351045991,N/A
2023-11-30,C00010,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B005,941456845,N/A
2023-11-30,C00010,P103,Vay tiêu dùng tín chấp,Loan,Consumer,B005,5820616351,Nhóm 1
2023-11-30,C00010,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B005,0,N/A
2023-11-30,C00010,P203,Thẻ tín dụng Chuẩn,Card,Credit,B005,22510484,Nhóm 1
2023-11-30,C00010,P302,Quản lý gia sản,Wealth,WM,B005,888995465,N/A
2023-11-30,C00011,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B027,162760323,N/A
2023-11-30,C00011,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B027,0,N/A
2023-11-30,C00012,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B039,1068715915,N/A
2023-11-30,C00012,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B039,2554290920,N/A
2023-11-30,C00012,P101,Vay mua nhà,Loan,Mortgage,B039,1923753290,Nhóm 1
2023-11-30,C00012,P204,Thẻ tín dụng Vàng,Card,Credit,B039,20530458,Nhóm 1
2023-11-30,C00012,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B039,0,N/A
2023-11-30,C00013,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B043,189352844,N/A
2023-11-30,C00013,P106,Vay du học,Loan,Education,B043,1037800529,Nhóm 1
2023-11-30,C00013,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B043,0,N/A
2023-11-30,C00014,P001,Tài khoản thanh toán,Deposit,CA,B008,132560421,N/A
2023-11-30,C00014,P106,Vay du học,Loan,Education,B008,846058123,Nhóm 1
2023-11-30,C00014,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B008,0,N/A
2023-11-30,C00015,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B049,259920189,N/A
2023-11-30,C00015,P101,Vay mua nhà,Loan,Mortgage,B049,509989897,Nhóm 1
2023-11-30,C00015,P203,Thẻ tín dụng Chuẩn,Card,Credit,B049,2253899,Nhóm 1
2023-11-30,C00016,P005,Tiết kiệm có kỳ hạn 12 tháng,Deposit,TD,B024,236346680,N/A
2023-11-30,C00016,P104,Vay kinh doanh hộ cá thể,Loan,SME,B024,1255225316,Nhóm 1
2023-11-30,C00016,P201,Thẻ ghi nợ nội địa,Card,Debit,B024,0,N/A
2023-11-30,C00017,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B008,4303367342,N/A
2023-11-30,C00017,P006,Tiết kiệm có kỳ hạn 24 tháng,Deposit,TD,B008,7607563955,N/A
