SnapshotDate,CustomerID,ProductID,ProductName,ProductCategory,ProductSubCategory,BranchID,Balance_VND,NPLGroup
2025-07-31,C00001,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B026,132975125,N/A
2025-07-31,C00001,P201,Thẻ ghi nợ nội địa,Card,Debit,B026,0,N/A
2025-07-31,C00002,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B012,47471597248,N/A
2025-07-31,C00002,P007,Chứng chỉ tiền gửi,Deposit,CD,B012,29998064500,N/A
2025-07-31,C00002,P001,Tài khoản thanh toán,Deposit,CA,B012,16307472859,N/A
2025-07-31,C00002,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B012,30369558795,N/A
2025-07-31,C00002,P103,Vay tiêu dùng tín chấp,Loan,Consumer,B012,80635687136,Nhóm 1
2025-07-31,C00002,P206,Thẻ tín dụng Hạng Sang,Card,Credit,B012,0,N/A
2025-07-31,C00002,P204,Thẻ tín dụng Vàng,Card,Credit,B012,0,N/A
2025-07-31,C00002,P205,Thẻ tín dụng Bạch Kim,Card,Credit,B012,0,N/A
2025-07-31,C00002,P302,Quản lý gia sản,Wealth,WM,B012,15099665987,N/A
2025-07-31,C00003,P001,Tài khoản thanh toán,Deposit,CA,B014,299551198,N/A
2025-07-31,C00003,P105,Vay thấu chi tài khoản,Loan,Overdraft,B014,1037770923,Nhóm 1
2025-07-31,C00003,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B014,0,N/A
2025-07-31,C00004,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B024,158121954,N/A
2025-07-31,C00004,P102,Vay mua ô tô,Loan,AutoLoan,B024,894909824,Nhóm 1
2025-07-31,C00004,P201,Thẻ ghi nợ nội địa,Card,Debit,B024,0,N/A
2025-07-31,C00005,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B040,254744513,N/A
2025-07-31,C00005,P104,Vay kinh doanh hộ cá thể,Loan,SME,B040,1877693489,Nhóm 1
2025-07-31,C00005,P201,Thẻ ghi nợ nội địa,Card,Debit,B040,0,N/A
2025-07-31,C00006,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B040,311441656,N/A
2025-07-31,C00006,P102,Vay mua ô tô,Loan,AutoLoan,B040,1573829278,Nhóm 1
2025-07-31,C00006,P203,Thẻ tín dụng Chuẩn,Card,Credit,B040,2254738,Nhóm 1
2025-07-31,C00007,P005,Tiết kiệm có kỳ hạn 12 tháng,Deposit,TD,B042,1469349223,N/A
2025-07-31,C00007,P006,Tiết kiệm có kỳ hạn 24 tháng,Deposit,TD,B042,1251044661,N/A
2025-07-31,C00007,P203,Thẻ tín dụng Chuẩn,Card,Credit,B042,0,N/A
2025-07-31,C00007,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B042,0,N/A
2025-07-31,C00007,P305,Vàng tích lũy,Wealth,Gold,B042,941170267,N/A
2025-07-31,C00008,P001,Tài khoản thanh toán,Deposit,CA,B045,11723300472,N/A
2025-07-31,C00008,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B045,90967436358,N/A
2025-07-31,C00008,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B045,48318697240,N/A
2025-07-31,C00008,P006,Tiết kiệm có kỳ hạn 24 tháng,Deposit,TD,B045,40788015051,N/A
2025-07-31,C00008,P104,Vay kinh doanh hộ cá thể,Loan,SME,B045,37217333884,Nhóm 1
2025-07-31,C00008,P206,Thẻ tín dụng Hạng Sang,Card,Credit,B045,0,N/A
2025-07-31,C00008,P205,Thẻ tín dụng Bạch Kim,Card,Credit,B045,472162750,Nhóm 1
2025-07-31,C00008,P204,Thẻ tín dụng Vàng,Card,Credit,B045,514478909,Nhóm 1
2025-07-31,C00008,P305,Vàng tích lũy,Wealth,Gold,B045,34549649122,N/A
2025-07-31,C00009,P007,Chứng chỉ tiền gửi,Deposit,CD,B004,1883060429,N/A
2025-07-31,C00009,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B004,1040372322,N/A
2025-07-31,C00009,P203,Thẻ tín dụng Chuẩn,Card,Credit,B004,15315228,Nhóm 1
2025-07-31,C00009,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B004,0,N/A
2025-07-31,C00010,P005,Tiết kiệm có kỳ hạn 12 tháng,Deposit,TD,B005,611702614,N/A
2025-07-31,C00010,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B005,1009699926,N/A
2025-07-31,C00010,P103,Vay tiêu dùng tín chấp,Loan,Consumer,B005,11420104134,Nhóm 1
2025-07-31,C00010,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B005,0,N/A
2025-07-31,C00010,P203,Thẻ tín dụng Chuẩn,Card,Credit,B005,0,N/A
2025-07-31,C00010,P302,Quản lý gia sản,Wealth,WM,B005,619922862,N/A
2025-07-31,C00011,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B027,287129482,N/A
2025-07-31,C00011,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B027,0,N/A
2025-07-31,C00012,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B039,690025393,N/A
2025-07-31,C00012,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B039,1028869910,N/A
2025-07-31,C00012,P101,Vay mua nhà,Loan,Mortgage,B039,3772796121,Nhóm 1
