SnapshotDate,CustomerID,ProductID,ProductName,ProductCategory,ProductSubCategory,BranchID,Balance_VND,NPLGroup
2024-10-31,C00001,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B026,171148389,N/A
2024-10-31,C00001,P201,Thẻ ghi nợ nội địa,Card,Debit,B026,0,N/A
2024-10-31,C00002,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B012,26104477270,N/A
2024-10-31,C00002,P007,Chứng chỉ tiền gửi,Deposit,CD,B012,43504628642,N/A
2024-10-31,C00002,P001,Tài khoản thanh toán,Deposit,CA,B012,15537203857,N/A
2024-10-31,C00002,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B012,53867716757,N/A
2024-10-31,C00002,P103,Vay tiêu dùng tín chấp,Loan,Consumer,B012,64805888804,Nhóm 1
2024-10-31,C00002,P206,Thẻ tín dụng Hạng Sang,Card,Credit,B012,0,N/A
2024-10-31,C00002,P204,Thẻ tín dụng Vàng,Card,Credit,B012,271423299,Nhóm 1
2024-10-31,C00002,P205,Thẻ tín dụng Bạch Kim,Card,Credit,B012,0,N/A
2024-10-31,C00002,P302,Quản lý gia sản,Wealth,WM,B012,31339296245,N/A
2024-10-31,C00003,P001,Tài khoản thanh toán,Deposit,CA,B014,531774667,N/A
2024-10-31,C00003,P105,Vay thấu chi tài khoản,Loan,Overdraft,B014,979978705,Nhóm 1
2024-10-31,C00003,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B014,0,N/A
2024-10-31,C00004,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B024,328184372,N/A
2024-10-31,C00004,P102,Vay mua ô tô,Loan,AutoLoan,B024,2683271413,Nhóm 1
2024-10-31,C00004,P201,Thẻ ghi nợ nội địa,Card,Debit,B024,0,N/A
2024-10-31,C00005,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B040,224358355,N/A
2024-10-31,C00005,P104,Vay kinh doanh hộ cá thể,Loan,SME,B040,1850018145,Nhóm 2
2024-10-31,C00005,P201,Thẻ ghi nợ nội địa,Card,Debit,B040,0,N/A
2024-10-31,C00006,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B040,105358445,N/A
2024-10-31,C00006,P102,Vay mua ô tô,Loan,AutoLoan,B040,2229286642,Nhóm 1
2024-10-31,C00006,P203,Thẻ tín dụng Chuẩn,Card,Credit,B040,0,N/A
2024-10-31,C00007,P005,Tiết kiệm có kỳ hạn 12 tháng,Deposit,TD,B042,1204725667,N/A
2024-10-31,C00007,P006,Tiết kiệm có kỳ hạn 24 tháng,Deposit,TD,B042,1318981483,N/A
2024-10-31,C00007,P203,Thẻ tín dụng Chuẩn,Card,Credit,B042,0,N/A
2024-10-31,C00007,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B042,0,N/A
2024-10-31,C00007,P305,Vàng tích lũy,Wealth,Gold,B042,1424880703,N/A
2024-10-31,C00008,P001,Tài khoản thanh toán,Deposit,CA,B045,17170026871,N/A
2024-10-31,C00008,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B045,31000171970,N/A
2024-10-31,C00008,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B045,54761506001,N/A
2024-10-31,C00008,P006,Tiết kiệm có kỳ hạn 24 tháng,Deposit,TD,B045,60926130201,N/A
2024-10-31,C00008,P104,Vay kinh doanh hộ cá thể,Loan,SME,B045,68954764998,Nhóm 1
2024-10-31,C00008,P206,Thẻ tín dụng Hạng Sang,Card,Credit,B045,123411877,Nhóm 1
2024-10-31,C00008,P205,Thẻ tín dụng Bạch Kim,Card,Credit,B045,370532377,Nhóm 1
2024-10-31,C00008,P204,Thẻ tín dụng Vàng,Card,Credit,B045,0,N/A
2024-10-31,C00008,P305,Vàng tích lũy,Wealth,Gold,B045,19167359726,N/A
2024-10-31,C00009,P007,Chứng chỉ tiền gửi,Deposit,CD,B004,644337674,N/A
2024-10-31,C00009,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B004,1047992969,N/A
2024-10-31,C00009,P203,Thẻ tín dụng Chuẩn,Card,Credit,B004,0,N/A
2024-10-31,C00009,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B004,0,N/A
2024-10-31,C00010,P005,Tiết kiệm có kỳ hạn 12 tháng,Deposit,TD,B005,909084427,N/A
2024-10-31,C00010,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B005,791809116,N/A
2024-10-31,C00010,P103,Vay tiêu dùng tín chấp,Loan,Consumer,B005,10832640192,Nhóm 1
2024-10-31,C00010,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B005,0,N/A
2024-10-31,C00010,P203,Thẻ tín dụng Chuẩn,Card,Credit,B005,41540736,Nhóm 1
2024-10-31,C00010,P302,Quản lý gia sản,Wealth,WM,B005,626891276,N/A
2024-10-31,C00011,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B027,158429281,N/A
2024-10-31,C00011,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B027,0,N/A
2024-10-31,C00012,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B039,2510719020,N/A
2024-10-31,C00012,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B039,279802927,N/A
2024-10-31,C00012,P101,Vay mua nhà,Loan,Mortgage,B039,5395950540,Nhóm 1
2024-10-31,C00012,P204,Thẻ tín dụng Vàng,Card,Credit,B039,0,N/A
2024-10-31,C00012,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B039,0,N/A
