SnapshotDate,CustomerID,ProductID,ProductName,ProductCategory,ProductSubCategory,BranchID,Balance_VND,NPLGroup
2024-01-31,C00001,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B026,383275647,N/A
2024-01-31,C00001,P201,Thẻ ghi nợ nội địa,Card,Debit,B026,0,N/A
2024-01-31,C00002,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B012,36440323676,N/A
2024-01-31,C00002,P007,Chứng chỉ tiền gửi,Deposit,CD,B012,25941084398,N/A
2024-01-31,C00002,P001,Tài khoản thanh toán,Deposit,CA,B012,39441677225,N/A
2024-01-31,C00002,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B012,21983473617,N/A
2024-01-31,C00002,P103,Vay tiêu dùng tín chấp,Loan,Consumer,B012,63605865887,Nhóm 1
2024-01-31,C00002,P206,Thẻ tín dụng Hạng Sang,Card,Credit,B012,376280691,Nhóm 1
2024-01-31,C00002,P204,Thẻ tín dụng Vàng,Card,Credit,B012,0,N/A
2024-01-31,C00002,P205,Thẻ tín dụng Bạch Kim,Card,Credit,B012,0,N/A
2024-01-31,C00002,P302,Quản lý gia sản,Wealth,WM,B012,10050014160,N/A
2024-01-31,C00003,P001,Tài khoản thanh toán,Deposit,CA,B014,205073764,N/A
2024-01-31,C00003,P105,Vay thấu chi tài khoản,Loan,Overdraft,B014,2165054072,Nhóm 1
2024-01-31,C00003,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B014,0,N/A
2024-01-31,C00004,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B024,170995521,N/A
2024-01-31,C00004,P102,Vay mua ô tô,Loan,AutoLoan,B024,800031112,Nhóm 1
2024-01-31,C00004,P201,Thẻ ghi nợ nội địa,Card,Debit,B024,0,N/A
2024-01-31,C00005,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B040,211532684,N/A
2024-01-31,C00005,P104,Vay kinh doanh hộ cá thể,Loan,SME,B040,1918556091,Nhóm 1
2024-01-31,C00005,P201,Thẻ ghi nợ nội địa,Card,Debit,B040,0,N/A
2024-01-31,C00006,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B040,119961005,N/A
2024-01-31,C00006,P102,Vay mua ô tô,Loan,AutoLoan,B040,788774268,Nhóm 1
2024-01-31,C00006,P203,Thẻ tín dụng Chuẩn,Card,Credit,B040,1357644,Nhóm 1
2024-01-31,C00007,P005,Tiết kiệm có kỳ hạn 12 tháng,Deposit,TD,B042,449122581,N/A
2024-01-31,C00007,P006,Tiết kiệm có kỳ hạn 24 tháng,Deposit,TD,B042,1932106016,N/A
2024-01-31,C00007,P203,Thẻ tín dụng Chuẩn,Card,Credit,B042,0,N/A
2024-01-31,C00007,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B042,0,N/A
2024-01-31,C00007,P305,Vàng tích lũy,Wealth,Gold,B042,407782295,N/A
2024-01-31,C00008,P001,Tài khoản thanh toán,Deposit,CA,B045,26961483202,N/A
2024-01-31,C00008,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B045,26480417273,N/A
2024-01-31,C00008,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B045,19717871482,N/A
2024-01-31,C00008,P006,Tiết kiệm có kỳ hạn 24 tháng,Deposit,TD,B045,17833410152,N/A
2024-01-31,C00008,P104,Vay kinh doanh hộ cá thể,Loan,SME,B045,61711773850,Nhóm 1
2024-01-31,C00008,P206,Thẻ tín dụng Hạng Sang,Card,Credit,B045,492493578,Nhóm 1
2024-01-31,C00008,P205,Thẻ tín dụng Bạch Kim,Card,Credit,B045,307301344,Nhóm 1
2024-01-31,C00008,P204,Thẻ tín dụng Vàng,Card,Credit,B045,0,N/A
2024-01-31,C00008,P305,Vàng tích lũy,Wealth,Gold,B045,15111518116,N/A
2024-01-31,C00009,P007,Chứng chỉ tiền gửi,Deposit,CD,B004,697496185,N/A
