SnapshotDate,CustomerID,ProductID,ProductName,ProductCategory,ProductSubCategory,BranchID,Balance_VND,NPLGroup
2024-12-31,C00001,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B026,144220038,N/A
2024-12-31,C00001,P201,Thẻ ghi nợ nội địa,Card,Debit,B026,0,N/A
2024-12-31,C00002,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B012,27557319314,N/A
2024-12-31,C00002,P007,Chứng chỉ tiền gửi,Deposit,CD,B012,51536810173,N/A
2024-12-31,C00002,P001,Tài khoản thanh toán,Deposit,CA,B012,41636988899,N/A
2024-12-31,C00002,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B012,33218581699,N/A
2024-12-31,C00002,P103,Vay tiêu dùng tín chấp,Loan,Consumer,B012,61077780171,Nhóm 1
2024-12-31,C00002,P206,Thẻ tín dụng Hạng Sang,Card,Credit,B012,455320032,Nhóm 1
2024-12-31,C00002,P204,Thẻ tín dụng Vàng,Card,Credit,B012,396722568,Nhóm 1
2024-12-31,C00002,P205,Thẻ tín dụng Bạch Kim,Card,Credit,B012,1190391571,Nhóm 1
2024-12-31,C00002,P302,Quản lý gia sản,Wealth,WM,B012,21016961475,N/A
2024-12-31,C00003,P001,Tài khoản thanh toán,Deposit,CA,B014,259726260,N/A
2024-12-31,C00003,P105,Vay thấu chi tài khoản,Loan,Overdraft,B014,1805182451,Nhóm 1
2024-12-31,C00003,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B014,0,N/A
2024-12-31,C00004,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B024,186197015,N/A
2024-12-31,C00004,P102,Vay mua ô tô,Loan,AutoLoan,B024,715765560,Nhóm 2
2024-12-31,C00004,P201,Thẻ ghi nợ nội địa,Card,Debit,B024,0,N/A
2024-12-31,C00005,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B040,111753886,N/A
2024-12-31,C00005,P104,Vay kinh doanh hộ cá thể,Loan,SME,B040,747895798,Nhóm 1
2024-12-31,C00005,P201,Thẻ ghi nợ nội địa,Card,Debit,B040,0,N/A
2024-12-31,C00006,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B040,236199187,N/A
2024-12-31,C00006,P102,Vay mua ô tô,Loan,AutoLoan,B040,553409705,Nhóm 1
2024-12-31,C00006,P203,Thẻ tín dụng Chuẩn,Card,Credit,B040,0,N/A
2024-12-31,C00007,P005,Tiết kiệm có kỳ hạn 12 tháng,Deposit,TD,B042,2058451419,N/A
2024-12-31,C00007,P006,Tiết kiệm có kỳ hạn 24 tháng,Deposit,TD,B042,1103783793,N/A
2024-12-31,C00007,P203,Thẻ tín dụng Chuẩn,Card,Credit,B042,16581211,Nhóm 1
2024-12-31,C00007,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B042,0,N/A
2024-12-31,C00007,P305,Vàng tích lũy,Wealth,Gold,B042,486021807,N/A
2024-12-31,C00008,P001,Tài khoản thanh toán,Deposit,CA,B045,21712114245,N/A
2024-12-31,C00008,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B045,16309395069,N/A
2024-12-31,C00008,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B045,19687157258,N/A
2024-12-31,C00008,P006,Tiết kiệm có kỳ hạn 24 tháng,Deposit,TD,B045,28859968872,N/A
2024-12-31,C00008,P104,Vay kinh doanh hộ cá thể,Loan,SME,B045,74846376796,Nhóm 1
2024-12-31,C00008,P206,Thẻ tín dụng Hạng Sang,Card,Credit,B045,0,N/A
2024-12-31,C00008,P205,Thẻ tín dụng Bạch Kim,Card,Credit,B045,0,N/A
2024-12-31,C00008,P204,Thẻ tín dụng Vàng,Card,Credit,B045,302558737,Nhóm 1
2024-12-31,C00008,P305,Vàng tích lũy,Wealth,Gold,B045,18628221774,N/A
2024-12-31,C00009,P007,Chứng chỉ tiền gửi,Deposit,CD,B004,989073805,N/A
2024-12-31,C00009,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B004,1051879252,N/A
2024-12-31,C00009,P203,Thẻ tín dụng Chuẩn,Card,Credit,B004,15176055,Nhóm 1
2024-12-31,C00009,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B004,0,N/A
2024-12-31,C00010,P005,Tiết kiệm có kỳ hạn 12 tháng,Deposit,TD,B005,569443554,N/A
2024-12-31,C00010,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B005,4272693763,N/A
2024-12-31,C00010,P103,Vay tiêu dùng tín chấp,Loan,Consumer,B005,1072323477,Nhóm 1
2024-12-31,C00010,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B005,0,N/A
2024-12-31,C00010,P203,Thẻ tín dụng Chuẩn,Card,Credit,B005,6689227,Nhóm 1
2024-12-31,C00010,P302,Quản lý gia sản,Wealth,WM,B005,436720943,N/A
2024-12-31,C00011,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B027,136202697,N/A
2024-12-31,C00011,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B027,0,N/A
2024-12-31,C00012,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B039,1231988214,N/A
2024-12-31,C00012,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B039,1293722121,N/A
2024-12-31,C00012,P101,Vay mua nhà,Loan,Mortgage,B039,2005224558,Nhóm 1
2024-12-31,C00012,P204,Thẻ tín dụng Vàng,Card,Credit,B039,0,N/A
2024-12-31,C00012,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B039,0,N/A
2024-12-31,C00013,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B043,300280175,N/A
2024-12-31,C00013,P106,Vay du học,Loan,Education,B043,608261246,Nhóm 1
2024-12-31,C00013,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B043,0,N/A
2024-12-31,C00014,P001,Tài khoản thanh toán,Deposit,CA,B008,110478802,N/A
2024-12-31,C00014,P106,Vay du học,Loan,Education,B008,5578725120,Nhóm 1
2024-12-31,C00014,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B008,0,N/A
2024-12-31,C00015,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B049,635157811,N/A
2024-12-31,C00015,P101,Vay mua nhà,Loan,Mortgage,B049,1141221290,Nhóm 2
2024-12-31,C00015,P203,Thẻ tín dụng Chuẩn,Card,Credit,B049,0,N/A
2024-12-31,C00016,P005,Tiết kiệm có kỳ hạn 12 tháng,Deposit,TD,B024,113129092,N/A
2024-12-31,C00016,P104,Vay kinh doanh hộ cá thể,Loan,SME,B024,1299488053,Nhóm 1
2024-12-31,C00016,P201,Thẻ ghi nợ nội địa,Card,Debit,B024,0,N/A
2024-12-31,C00017,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B008,2255720713,N/A
2024-12-31,C00017,P006,Tiết kiệm có kỳ hạn 24 tháng,Deposit,TD,B008,6936028427,N/A
2024-12-31,C00017,P005,Tiết kiệm có kỳ hạn 12 tháng,Deposit,TD,B008,1933124274,N/A
2024-12-31,C00017,P205,Thẻ tín dụng Bạch Kim,Card,Credit,B008,0,N/A
2024-12-31,C00017,P204,Thẻ tín dụng Vàng,Card,Credit,B008,0,N/A
2024-12-31,C00017,P206,Thẻ tín dụng Hạng Sang,Card,Credit,B008,0,N/A
2024-12-31,C00017,P304,Chứng chỉ quỹ mở,Wealth,Fund,B008,2217504167,N/A
2024-12-31,C00018,P007,Chứng chỉ tiền gửi,Deposit,CD,B027,89553396,N/A
