SnapshotDate,CustomerID,ProductID,ProductName,ProductCategory,ProductSubCategory,BranchID,Balance_VND,NPLGroup
2025-02-28,C00001,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B026,68762540,N/A
2025-02-28,C00001,P201,Thẻ ghi nợ nội địa,Card,Debit,B026,0,N/A
2025-02-28,C00002,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B012,15415870755,N/A
2025-02-28,C00002,P007,Chứng chỉ tiền gửi,Deposit,CD,B012,36385914103,N/A
2025-02-28,C00002,P001,Tài khoản thanh toán,Deposit,CA,B012,14419731791,N/A
2025-02-28,C00002,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B012,13177043054,N/A
2025-02-28,C00002,P103,Vay tiêu dùng tín chấp,Loan,Consumer,B012,56626640365,Nhóm 1
2025-02-28,C00002,P206,Thẻ tín dụng Hạng Sang,Card,Credit,B012,0,N/A
2025-02-28,C00002,P204,Thẻ tín dụng Vàng,Card,Credit,B012,303617913,Nhóm 1
2025-02-28,C00002,P205,Thẻ tín dụng Bạch Kim,Card,Credit,B012,199651764,Nhóm 1
2025-02-28,C00002,P302,Quản lý gia sản,Wealth,WM,B012,36668798291,N/A
2025-02-28,C00003,P001,Tài khoản thanh toán,Deposit,CA,B014,556509164,N/A
2025-02-28,C00003,P105,Vay thấu chi tài khoản,Loan,Overdraft,B014,1336314135,Nhóm 1
2025-02-28,C00003,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B014,0,N/A
2025-02-28,C00004,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B024,254724238,N/A
2025-02-28,C00004,P102,Vay mua ô tô,Loan,AutoLoan,B024,1257185503,Nhóm 1
2025-02-28,C00004,P201,Thẻ ghi nợ nội địa,Card,Debit,B024,0,N/A
2025-02-28,C00005,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B040,360265741,N/A
2025-02-28,C00005,P104,Vay kinh doanh hộ cá thể,Loan,SME,B040,1257695216,Nhóm 1
2025-02-28,C00005,P201,Thẻ ghi nợ nội địa,Card,Debit,B040,0,N/A
2025-02-28,C00006,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B040,83959153,N/A
2025-02-28,C00006,P102,Vay mua ô tô,Loan,AutoLoan,B040,739207141,Nhóm 1
2025-02-28,C00006,P203,Thẻ tín dụng Chuẩn,Card,Credit,B040,0,N/A
2025-02-28,C00007,P005,Tiết kiệm có kỳ hạn 12 tháng,Deposit,TD,B042,756921190,N/A
2025-02-28,C00007,P006,Tiết kiệm có kỳ hạn 24 tháng,Deposit,TD,B042,1279533206,N/A
2025-02-28,C00007,P203,Thẻ tín dụng Chuẩn,Card,Credit,B042,21263674,Nhóm 1
2025-02-28,C00007,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B042,0,N/A
2025-02-28,C00007,P305,Vàng tích lũy,Wealth,Gold,B042,718148885,N/A
2025-02-28,C00008,P001,Tài khoản thanh toán,Deposit,CA,B045,30732094966,N/A
2025-02-28,C00008,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B045,16338608665,N/A
2025-02-28,C00008,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B045,23429650076,N/A
2025-02-28,C00008,P006,Tiết kiệm có kỳ hạn 24 tháng,Deposit,TD,B045,19172871268,N/A
2025-02-28,C00008,P104,Vay kinh doanh hộ cá thể,Loan,SME,B045,70705756034,Nhóm 1
2025-02-28,C00008,P206,Thẻ tín dụng Hạng Sang,Card,Credit,B045,578505085,Nhóm 1
2025-02-28,C00008,P205,Thẻ tín dụng Bạch Kim,Card,Credit,B045,205748584,Nhóm 1
2025-02-28,C00008,P204,Thẻ tín dụng Vàng,Card,Credit,B045,390376054,Nhóm 1
2025-02-28,C00008,P305,Vàng tích lũy,Wealth,Gold,B045,13383746330,N/A
2025-02-28,C00009,P007,Chứng chỉ tiền gửi,Deposit,CD,B004,809987489,N/A
2025-02-28,C00009,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B004,1767194847,N/A
2025-02-28,C00009,P203,Thẻ tín dụng Chuẩn,Card,Credit,B004,0,N/A
2025-02-28,C00009,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B004,0,N/A
2025-02-28,C00010,P005,Tiết kiệm có kỳ hạn 12 tháng,Deposit,TD,B005,3154488444,N/A
2025-02-28,C00010,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B005,1640188845,N/A
2025-02-28,C00010,P103,Vay tiêu dùng tín chấp,Loan,Consumer,B005,4827020597,Nhóm 1
2025-02-28,C00010,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B005,0,N/A
2025-02-28,C00010,P203,Thẻ tín dụng Chuẩn,Card,Credit,B005,47390837,Nhóm 1
2025-02-28,C00010,P302,Quản lý gia sản,Wealth,WM,B005,600085673,N/A
2025-02-28,C00011,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B027,174460308,N/A
2025-02-28,C00011,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B027,0,N/A
2025-02-28,C00012,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B039,800008870,N/A
2025-02-28,C00012,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B039,990753929,N/A
2025-02-28,C00012,P101,Vay mua nhà,Loan,Mortgage,B039,10853039809,Nhóm 1
2025-02-28,C00012,P204,Thẻ tín dụng Vàng,Card,Credit,B039,0,N/A
2025-02-28,C00012,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B039,0,N/A
2025-02-28,C00013,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B043,413204876,N/A
2025-02-28,C00013,P106,Vay du học,Loan,Education,B043,831728244,Nhóm 1
2025-02-28,C00013,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B043,0,N/A
2025-02-28,C00014,P001,Tài khoản thanh toán,Deposit,CA,B008,207524217,N/A
2025-02-28,C00014,P106,Vay du học,Loan,Education,B008,1595787969,Nhóm 1
2025-02-28,C00014,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B008,0,N/A
2025-02-28,C00015,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B049,328907237,N/A
2025-02-28,C00015,P101,Vay mua nhà,Loan,Mortgage,B049,1061891554,Nhóm 1
2025-02-28,C00015,P203,Thẻ tín dụng Chuẩn,Card,Credit,B049,0,N/A
2025-02-28,C00016,P005,Tiết kiệm có kỳ hạn 12 tháng,Deposit,TD,B024,399480604,N/A
2025-02-28,C00016,P104,Vay kinh doanh hộ cá thể,Loan,SME,B024,192808804,Nhóm 1
2025-02-28,C00016,P201,Thẻ ghi nợ nội địa,Card,Debit,B024,0,N/A
2025-02-28,C00017,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B008,9228881468,N/A
2025-02-28,C00017,P006,Tiết kiệm có kỳ hạn 24 tháng,Deposit,TD,B008,5293037816,N/A
2025-02-28,C00017,P005,Tiết kiệm có kỳ hạn 12 tháng,Deposit,TD,B008,5035230072,N/A
2025-02-28,C00017,P205,Thẻ tín dụng Bạch Kim,Card,Credit,B008,0,N/A
2025-02-28,C00017,P204,Thẻ tín dụng Vàng,Card,Credit,B008,75978445,Nhóm 1
2025-02-28,C00017,P206,Thẻ tín dụng Hạng Sang,Card,Credit,B008,0,N/A
2025-02-28,C00017,P304,Chứng chỉ quỹ mở,Wealth,Fund,B008,2721526543,N/A
2025-02-28,C00018,P007,Chứng chỉ tiền gửi,Deposit,CD,B027,134141705,N/A
2025-02-28,C00018,P103,Vay tiêu dùng tín chấp,Loan,Consumer,B027,1046408436,Nhóm 1
2025-02-28,C00018,P201,Thẻ ghi nợ nội địa,Card,Debit,B027,0,N/A
2025-02-28,C00019,P005,Tiết kiệm có kỳ hạn 12 tháng,Deposit,TD,B001,151845795,N/A
2025-02-28,C00019,P201,Thẻ ghi nợ nội địa,Card,Debit,B001,0,N/A
2025-02-28,C00020,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B014,324209639,N/A
2025-02-28,C00020,P201,Thẻ ghi nợ nội địa,Card,Debit,B014,0,N/A
2025-02-28,C00021,P006,Tiết kiệm có kỳ hạn 24 tháng,Deposit,TD,B035,375400360,N/A
2025-02-28,C00021,P103,Vay tiêu dùng tín chấp,Loan,Consumer,B035,1592766092,Nhóm 1
2025-02-28,C00021,P203,Thẻ tín dụng Chuẩn,Card,Credit,B035,0,N/A
2025-02-28,C00022,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B024,287293042,N/A
2025-02-28,C00022,P105,Vay thấu chi tài khoản,Loan,Overdraft,B024,1417430810,Nhóm 1
2025-02-28,C00022,P203,Thẻ tín dụng Chuẩn,Card,Credit,B024,7133021,Nhóm 1
2025-02-28,C00023,P007,Chứng chỉ tiền gửi,Deposit,CD,B024,1345174260,N/A
2025-02-28,C00023,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B024,3378115477,N/A
2025-02-28,C00023,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B024,0,N/A
