SnapshotDate,CustomerID,ProductID,ProductName,ProductCategory,ProductSubCategory,BranchID,Balance_VND,NPLGroup
2024-05-31,C00001,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B026,320110486,N/A
2024-05-31,C00001,P201,Thẻ ghi nợ nội địa,Card,Debit,B026,0,N/A
2024-05-31,C00002,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B012,23335279557,N/A
2024-05-31,C00002,P007,Chứng chỉ tiền gửi,Deposit,CD,B012,23743456976,N/A
2024-05-31,C00002,P001,Tài khoản thanh toán,Deposit,CA,B012,9511530353,N/A
2024-05-31,C00002,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B012,40013912349,N/A
2024-05-31,C00002,P103,Vay tiêu dùng tín chấp,Loan,Consumer,B012,59944392224,Nhóm 2
2024-05-31,C00002,P206,Thẻ tín dụng Hạng Sang,Card,Credit,B012,0,N/A
2024-05-31,C00002,P204,Thẻ tín dụng Vàng,Card,Credit,B012,0,N/A
2024-05-31,C00002,P205,Thẻ tín dụng Bạch Kim,Card,Credit,B012,0,N/A
2024-05-31,C00002,P302,Quản lý gia sản,Wealth,WM,B012,25865637826,N/A
2024-05-31,C00003,P001,Tài khoản thanh toán,Deposit,CA,B014,133362147,N/A
2024-05-31,C00003,P105,Vay thấu chi tài khoản,Loan,Overdraft,B014,2417733153,Nhóm 1
2024-05-31,C00003,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B014,0,N/A
2024-05-31,C00004,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B024,109407330,N/A
2024-05-31,C00004,P102,Vay mua ô tô,Loan,AutoLoan,B024,572369922,Nhóm 1
2024-05-31,C00004,P201,Thẻ ghi nợ nội địa,Card,Debit,B024,0,N/A
2024-05-31,C00005,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B040,156981357,N/A
2024-05-31,C00005,P104,Vay kinh doanh hộ cá thể,Loan,SME,B040,504606018,Nhóm 1
2024-05-31,C00005,P201,Thẻ ghi nợ nội địa,Card,Debit,B040,0,N/A
2024-05-31,C00006,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B040,131859714,N/A
2024-05-31,C00006,P102,Vay mua ô tô,Loan,AutoLoan,B040,359042907,Nhóm 1
2024-05-31,C00006,P203,Thẻ tín dụng Chuẩn,Card,Credit,B040,5925149,Nhóm 1
2024-05-31,C00007,P005,Tiết kiệm có kỳ hạn 12 tháng,Deposit,TD,B042,491403018,N/A
2024-05-31,C00007,P006,Tiết kiệm có kỳ hạn 24 tháng,Deposit,TD,B042,749941269,N/A
2024-05-31,C00007,P203,Thẻ tín dụng Chuẩn,Card,Credit,B042,9220877,Nhóm 1
2024-05-31,C00007,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B042,0,N/A
2024-05-31,C00007,P305,Vàng tích lũy,Wealth,Gold,B042,740392601,N/A
2024-05-31,C00008,P001,Tài khoản thanh toán,Deposit,CA,B045,15168202882,N/A
2024-05-31,C00008,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B045,54970561167,N/A
2024-05-31,C00008,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B045,11394099264,N/A
2024-05-31,C00008,P006,Tiết kiệm có kỳ hạn 24 tháng,Deposit,TD,B045,19231643418,N/A
2024-05-31,C00008,P104,Vay kinh doanh hộ cá thể,Loan,SME,B045,20106413075,Nhóm 1
2024-05-31,C00008,P206,Thẻ tín dụng Hạng Sang,Card,Credit,B045,0,N/A
2024-05-31,C00008,P205,Thẻ tín dụng Bạch Kim,Card,Credit,B045,1187280139,Nhóm 1
2024-05-31,C00008,P204,Thẻ tín dụng Vàng,Card,Credit,B045,0,N/A
2024-05-31,C00008,P305,Vàng tích lũy,Wealth,Gold,B045,20832020674,N/A
2024-05-31,C00009,P007,Chứng chỉ tiền gửi,Deposit,CD,B004,1154432456,N/A
2024-05-31,C00009,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B004,2397671382,N/A
2024-05-31,C00009,P203,Thẻ tín dụng Chuẩn,Card,Credit,B004,7894204,Nhóm 1
