SnapshotDate,CustomerID,ProductID,ProductName,ProductCategory,ProductSubCategory,BranchID,Balance_VND,NPLGroup
2024-04-30,C00001,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B026,118444460,N/A
2024-04-30,C00001,P201,Thẻ ghi nợ nội địa,Card,Debit,B026,0,N/A
2024-04-30,C00002,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B012,15446676056,N/A
2024-04-30,C00002,P007,Chứng chỉ tiền gửi,Deposit,CD,B012,16071601892,N/A
2024-04-30,C00002,P001,Tài khoản thanh toán,Deposit,CA,B012,22127787794,N/A
2024-04-30,C00002,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B012,25156460745,N/A
2024-04-30,C00002,P103,Vay tiêu dùng tín chấp,Loan,Consumer,B012,45393854001,Nhóm 1
2024-04-30,C00002,P206,Thẻ tín dụng Hạng Sang,Card,Credit,B012,916289317,Nhóm 1
2024-04-30,C00002,P204,Thẻ tín dụng Vàng,Card,Credit,B012,0,N/A
2024-04-30,C00002,P205,Thẻ tín dụng Bạch Kim,Card,Credit,B012,0,N/A
2024-04-30,C00002,P302,Quản lý gia sản,Wealth,WM,B012,34949261296,N/A
2024-04-30,C00003,P001,Tài khoản thanh toán,Deposit,CA,B014,266628641,N/A
2024-04-30,C00003,P105,Vay thấu chi tài khoản,Loan,Overdraft,B014,528911610,Nhóm 1
2024-04-30,C00003,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B014,0,N/A
2024-04-30,C00004,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B024,187413404,N/A
2024-04-30,C00004,P102,Vay mua ô tô,Loan,AutoLoan,B024,1057586523,Nhóm 1
2024-04-30,C00004,P201,Thẻ ghi nợ nội địa,Card,Debit,B024,0,N/A
2024-04-30,C00005,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B040,130569181,N/A
2024-04-30,C00005,P104,Vay kinh doanh hộ cá thể,Loan,SME,B040,374534500,Nhóm 1
2024-04-30,C00005,P201,Thẻ ghi nợ nội địa,Card,Debit,B040,0,N/A
