SnapshotDate,CustomerID,ProductID,ProductName,ProductCategory,ProductSubCategory,BranchID,Balance_VND,NPLGroup
2023-12-31,C00001,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B026,375902853,N/A
2023-12-31,C00001,P201,Thẻ ghi nợ nội địa,Card,Debit,B026,0,N/A
2023-12-31,C00002,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B012,31096993275,N/A
2023-12-31,C00002,P007,Chứng chỉ tiền gửi,Deposit,CD,B012,22919814489,N/A
2023-12-31,C00002,P001,Tài khoản thanh toán,Deposit,CA,B012,22586686565,N/A
2023-12-31,C00002,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B012,25833330584,N/A
2023-12-31,C00002,P103,Vay tiêu dùng tín chấp,Loan,Consumer,B012,43485119265,Nhóm 1
2023-12-31,C00002,P206,Thẻ tín dụng Hạng Sang,Card,Credit,B012,213039744,Nhóm 1
2023-12-31,C00002,P204,Thẻ tín dụng Vàng,Card,Credit,B012,487696812,Nhóm 1
2023-12-31,C00002,P205,Thẻ tín dụng Bạch Kim,Card,Credit,B012,0,N/A
2023-12-31,C00002,P302,Quản lý gia sản,Wealth,WM,B012,13352845783,N/A
2023-12-31,C00003,P001,Tài khoản thanh toán,Deposit,CA,B014,144182309,N/A
2023-12-31,C00003,P105,Vay thấu chi tài khoản,Loan,Overdraft,B014,1013841040,Nhóm 1
2023-12-31,C00003,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B014,0,N/A
2023-12-31,C00004,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B024,223697401,N/A
2023-12-31,C00004,P102,Vay mua ô tô,Loan,AutoLoan,B024,2533213313,Nhóm 1
2023-12-31,C00004,P201,Thẻ ghi nợ nội địa,Card,Debit,B024,0,N/A
2023-12-31,C00005,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B040,276029090,N/A
2023-12-31,C00005,P104,Vay kinh doanh hộ cá thể,Loan,SME,B040,566638912,Nhóm 1
2023-12-31,C00005,P201,Thẻ ghi nợ nội địa,Card,Debit,B040,0,N/A
2023-12-31,C00006,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B040,63813167,N/A
2023-12-31,C00006,P102,Vay mua ô tô,Loan,AutoLoan,B040,999364232,Nhóm 1
2023-12-31,C00006,P203,Thẻ tín dụng Chuẩn,Card,Credit,B040,0,N/A
2023-12-31,C00007,P005,Tiết kiệm có kỳ hạn 12 tháng,Deposit,TD,B042,2297134825,N/A
2023-12-31,C00007,P006,Tiết kiệm có kỳ hạn 24 tháng,Deposit,TD,B042,1585998518,N/A
2023-12-31,C00007,P203,Thẻ tín dụng Chuẩn,Card,Credit,B042,0,N/A
2023-12-31,C00007,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B042,0,N/A
2023-12-31,C00007,P305,Vàng tích lũy,Wealth,Gold,B042,302561515,N/A
2023-12-31,C00008,P001,Tài khoản thanh toán,Deposit,CA,B045,41754966561,N/A
2023-12-31,C00008,P004,Tiết kiệm có kỳ hạn 6 tháng,Deposit,TD,B045,22874144419,N/A
2023-12-31,C00008,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B045,32257128148,N/A
2023-12-31,C00008,P006,Tiết kiệm có kỳ hạn 24 tháng,Deposit,TD,B045,29244392943,N/A
2023-12-31,C00008,P104,Vay kinh doanh hộ cá thể,Loan,SME,B045,75529540642,Nhóm 1
2023-12-31,C00008,P206,Thẻ tín dụng Hạng Sang,Card,Credit,B045,941615176,Nhóm 1
2023-12-31,C00008,P205,Thẻ tín dụng Bạch Kim,Card,Credit,B045,683369748,Nhóm 1
2023-12-31,C00008,P204,Thẻ tín dụng Vàng,Card,Credit,B045,438381929,Nhóm 1
2023-12-31,C00008,P305,Vàng tích lũy,Wealth,Gold,B045,33136947239,N/A
2023-12-31,C00009,P007,Chứng chỉ tiền gửi,Deposit,CD,B004,370969647,N/A
2023-12-31,C00009,P002,Tiết kiệm không kỳ hạn,Deposit,SA,B004,1389913317,N/A
2023-12-31,C00009,P203,Thẻ tín dụng Chuẩn,Card,Credit,B004,11131788,Nhóm 1
2023-12-31,C00009,P202,Thẻ ghi nợ quốc tế Visa,Card,Debit,B004,0,N/A
2023-12-31,C00010,P005,Tiết kiệm có kỳ hạn 12 tháng,Deposit,TD,B005,1499347623,N/A
2023-12-31,C00010,P003,Tiết kiệm có kỳ hạn 3 tháng,Deposit,TD,B005,535891803,N/A
2023-12-31,C00010,P103,Vay tiêu dùng tín chấp,Loan,Consumer,B005,4739503659,Nhóm 1
