TransactionID,Date,CustomerID,ProductID,BranchID,ChannelID,ChannelName,TransactionTypeID,TransactionTypeName,Direction,Amount_VND,Fee_VND,ServiceTimeMinutes
TX000063519,2023-08-15,C00094,P202,B035,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-1795957,4400,
TX000063520,2023-08-11,C04542,P201,B050,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-287809,4400,
TX000063521,2023-08-29,C01904,P202,B039,CH1,Quầy giao dịch,T08,Nhận lương,Credit,370940,0,5.5
TX000063522,2023-08-09,C01904,P202,B039,CH3,Internet Banking,T02,Rút tiền mặt,Debit,-2249140,0,
TX000063523,2023-08-19,C01904,P003,B039,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-1410889,0,
TX000063524,2023-08-21,C02741,P203,B035,CH1,Quầy giao dịch,T06,Mua sắm thẻ,Debit,-547191,2000,5.3
TX000063525,2023-08-25,C02741,P005,B035,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-1100286,4400,
TX000063526,2023-08-23,C01533,P007,B029,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-408332,800,
TX000063527,2023-08-10,C01533,P202,B029,CH3,Internet Banking,T08,Nhận lương,Credit,845103,0,
TX000063528,2023-08-25,C01533,P007,B029,CH2,ATM,T05,Thanh toán hóa đơn,Debit,-319056,11000,
TX000063529,2023-08-02,C03216,P202,B048,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,371286,0,
TX000063530,2023-08-28,C03216,P003,B048,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-227492,800,
TX000063531,2023-08-20,C04326,P002,B038,CH1,Quầy giao dịch,T03,Chuyển khoản nội bộ,Debit,-313312,11000,8.8
TX000063532,2023-08-06,C04326,P201,B038,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-759215,4400,
TX000063533,2023-08-07,C04326,P002,B038,CH3,Internet Banking,T07,Trả nợ vay,Debit,-433560,0,
TX000063534,2023-08-15,C01656,P005,B021,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-2535429,1521,
TX000063535,2023-08-15,C01656,P202,B021,CH1,Quầy giao dịch,T03,Chuyển khoản nội bộ,Debit,-809097,11000,8.6
TX000063536,2023-08-03,C01656,P006,B021,CH1,Quầy giao dịch,T04,Chuyển khoản liên ngân hàng,Debit,-3457413,11000,14.4
TX000063537,2023-08-07,C01656,P006,B021,CH1,Quầy giao dịch,T01,Gửi tiền mặt,Credit,2155440,0,16.4
TX000063538,2023-08-13,C01656,P006,B021,CH2,ATM,T04,Chuyển khoản liên ngân hàng,Debit,-14019894,11000,
TX000063539,2023-08-02,C03691,P203,B039,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-191869,4400,
TX000063540,2023-08-02,C03691,P004,B039,CH2,ATM,T01,Gửi tiền mặt,Credit,112968,0,
TX000063541,2023-08-08,C01532,P203,B037,CH2,ATM,T07,Trả nợ vay,Debit,-391934,0,
TX000063542,2023-08-24,C01532,P203,B037,CH3,Internet Banking,T07,Trả nợ vay,Debit,-304276,0,
TX000063543,2023-08-26,C01532,P004,B037,CH3,Internet Banking,T01,Gửi tiền mặt,Credit,112260,0,
TX000063544,2023-08-19,C01939,P001,B036,CH1,Quầy giao dịch,T02,Rút tiền mặt,Debit,-1132385,5000,20.4
TX000063545,2023-08-01,C01939,P005,B036,CH1,Quầy giao dịch,T08,Nhận lương,Credit,1605732,0,14.4
TX000063546,2023-08-23,C01939,P001,B036,CH2,ATM,T03,Chuyển khoản nội bộ,Debit,-1965379,11000,
TX000063547,2023-08-24,C01939,P202,B036,CH3,Internet Banking,T07,Trả nợ vay,Debit,-1830251,0,
TX000063548,2023-08-31,C01939,P204,B036,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-3986766,4400,
TX000063549,2023-08-14,C01939,P001,B036,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-3301934,4400,
TX000063550,2023-08-08,C00521,P005,B036,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-76219,800,
TX000063551,2023-08-22,C00521,P005,B036,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-721474,800,
TX000063552,2023-08-17,C00521,P203,B036,CH3,Internet Banking,T08,Nhận lương,Credit,543702,0,
TX000063553,2023-08-06,C00521,P203,B036,CH1,Quầy giao dịch,T08,Nhận lương,Credit,540404,0,9.8
TX000063554,2023-08-06,C02752,P201,B022,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-275078,4400,
TX000063555,2023-08-24,C02752,P201,B022,CH4,Mobile Banking,T08,Nhận lương,Credit,349382,0,
TX000063556,2023-08-12,C02752,P201,B022,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-308329,4400,
TX000063557,2023-08-07,C02752,P002,B022,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-492722,4400,
TX000063558,2023-08-21,C03434,P007,B042,CH2,ATM,T01,Gửi tiền mặt,Credit,934540,0,
TX000063559,2023-08-05,C03434,P007,B042,CH3,Internet Banking,T02,Rút tiền mặt,Debit,-287466,0,
TX000063560,2023-08-15,C04960,P201,B048,CH1,Quầy giao dịch,T03,Chuyển khoản nội bộ,Debit,-1141303,11000,5.8
TX000063561,2023-08-31,C04960,P001,B048,CH4,Mobile Banking,T07,Trả nợ vay,Debit,-544867,0,
TX000063562,2023-08-24,C04960,P201,B048,CH3,Internet Banking,T08,Nhận lương,Credit,1195002,0,
TX000063563,2023-08-04,C04960,P001,B048,CH1,Quầy giao dịch,T03,Chuyển khoản nội bộ,Debit,-374237,11000,5.9
