TransactionID,Date,CustomerID,ProductID,BranchID,ChannelID,ChannelName,TransactionTypeID,TransactionTypeName,Direction,Amount_VND,Fee_VND,ServiceTimeMinutes
TX000127121,2024-03-20,C04842,P002,B029,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-1113429,4400,
TX000127122,2024-03-20,C03266,P201,B031,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-3553374,4400,
TX000127123,2024-03-05,C03266,P004,B031,CH4,Mobile Banking,T08,Nhận lương,Credit,129179,0,
TX000127124,2024-03-03,C03266,P004,B031,CH1,Quầy giao dịch,T06,Mua sắm thẻ,Debit,-654318,2000,18.4
TX000127125,2024-03-25,C03276,P202,B008,CH1,Quầy giao dịch,T08,Nhận lương,Credit,870024,0,15.8
TX000127126,2024-03-27,C03276,P003,B008,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-297124,0,
TX000127127,2024-03-10,C03276,P202,B008,CH3,Internet Banking,T01,Gửi tiền mặt,Credit,1420843,0,
TX000127128,2024-03-12,C03276,P202,B008,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-627616,800,
TX000127129,2024-03-31,C03297,P004,B044,CH1,Quầy giao dịch,T05,Thanh toán hóa đơn,Debit,-737470,11000,2.0
TX000127130,2024-03-18,C03297,P004,B044,CH4,Mobile Banking,T07,Trả nợ vay,Debit,-944611,0,
TX000127131,2024-03-14,C03297,P202,B044,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-698585,800,
TX000127132,2024-03-27,C03297,P202,B044,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-469024,800,
TX000127133,2024-03-13,C03297,P004,B044,CH4,Mobile Banking,T04,Chuyển khoản liên ngân hàng,Debit,-433203,4400,
TX000127134,2024-03-22,C03056,P201,B008,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-377343,4400,
TX000127135,2024-03-07,C03056,P201,B008,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-177983,4400,
TX000127136,2024-03-30,C01982,P202,B034,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-849050,4400,
TX000127137,2024-03-25,C01982,P001,B034,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-340837,4400,
TX000127138,2024-03-04,C01982,P202,B034,CH2,ATM,T07,Trả nợ vay,Debit,-2635284,0,
TX000127139,2024-03-23,C01982,P202,B034,CH4,Mobile Banking,T04,Chuyển khoản liên ngân hàng,Debit,-586205,4400,
TX000127140,2024-03-11,C01982,P202,B034,CH2,ATM,T02,Rút tiền mặt,Debit,-1056364,0,
TX000127141,2024-03-23,C04395,P003,B045,CH1,Quầy giao dịch,T08,Nhận lương,Credit,116418,0,18.2
TX000127142,2024-03-21,C04395,P201,B045,CH2,ATM,T04,Chuyển khoản liên ngân hàng,Debit,-314323,11000,
TX000127143,2024-03-24,C04395,P003,B045,CH3,Internet Banking,T07,Trả nợ vay,Debit,-267693,0,
TX000127144,2024-03-08,C04395,P003,B045,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-181327,4400,
TX000127145,2024-03-28,C03944,P203,B024,CH2,ATM,T03,Chuyển khoản nội bộ,Debit,-481136,11000,
TX000127146,2024-03-09,C03944,P006,B024,CH3,Internet Banking,T01,Gửi tiền mặt,Credit,260109,0,
TX000127147,2024-03-05,C03944,P203,B024,CH3,Internet Banking,T02,Rút tiền mặt,Debit,-250663,0,
TX000127148,2024-03-08,C03944,P203,B024,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-144831,4400,
TX000127149,2024-03-13,C03944,P006,B024,CH3,Internet Banking,T01,Gửi tiền mặt,Credit,202219,0,
TX000127150,2024-03-08,C04068,P203,B036,CH3,Internet Banking,T07,Trả nợ vay,Debit,-1676118,0,
TX000127151,2024-03-08,C04068,P002,B036,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-1248849,4400,
TX000127152,2024-03-15,C04068,P203,B036,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-405121,800,
TX000127153,2024-03-19,C04068,P002,B036,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-103902,4400,
TX000127154,2024-03-04,C03618,P002,B050,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-175353,4400,
TX000127155,2024-03-19,C03618,P002,B050,CH6,Đại lý,T03,Chuyển khoản nội bộ,Debit,-228763,11000,
TX000127156,2024-03-16,C03618,P002,B050,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-1098665,4400,
TX000127157,2024-03-22,C01854,P203,B024,CH3,Internet Banking,T01,Gửi tiền mặt,Credit,569811,0,
TX000127158,2024-03-01,C01854,P203,B024,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-699161,4400,
TX000127159,2024-03-27,C01639,P202,B020,CH2,ATM,T04,Chuyển khoản liên ngân hàng,Debit,-985018,11000,
TX000127160,2024-03-19,C01639,P203,B020,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-11709365,4400,
TX000127161,2024-03-13,C01639,P202,B020,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-1549007,4400,
TX000127162,2024-03-13,C01639,P001,B020,CH1,Quầy giao dịch,T02,Rút tiền mặt,Debit,-9800303,5000,17.7
TX000127163,2024-03-10,C01639,P007,B020,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-4695008,4400,
TX000127164,2024-03-16,C01639,P202,B020,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-731509,4400,
TX000127165,2024-03-31,C00083,P204,B041,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-2567806,1540,
TX000127166,2024-03-11,C00083,P202,B041,CH6,Đại lý,T08,Nhận lương,Credit,1156440,0,
TX000127167,2024-03-23,C00083,P204,B041,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-1281844,800,
TX000127168,2024-03-24,C00083,P204,B041,CH2,ATM,T04,Chuyển khoản liên ngân hàng,Debit,-5295923,11000,
TX000127169,2024-03-31,C00083,P004,B041,CH4,Mobile Banking,T08,Nhận lương,Credit,1850711,0,
TX000127170,2024-03-02,C02105,P203,B049,CH1,Quầy giao dịch,T07,Trả nợ vay,Debit,-432610,0,13.9
TX000127171,2024-03-18,C02105,P002,B049,CH2,ATM,T04,Chuyển khoản liên ngân hàng,Debit,-954984,11000,
TX000127172,2024-03-29,C02105,P203,B049,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-671076,0,
TX000127173,2024-03-12,C02105,P203,B049,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-1660477,4400,
TX000127174,2024-03-07,C01792,P203,B007,CH4,Mobile Banking,T07,Trả nợ vay,Debit,-667497,0,
TX000127175,2024-03-03,C01792,P006,B007,CH1,Quầy giao dịch,T02,Rút tiền mặt,Debit,-773230,5000,6.3
TX000127176,2024-03-30,C00856,P001,B011,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-372692,4400,
TX000127177,2024-03-15,C00856,P201,B011,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-240931,4400,
TX000127178,2024-03-26,C00856,P201,B011,CH2,ATM,T04,Chuyển khoản liên ngân hàng,Debit,-241650,11000,
TX000127179,2024-03-02,C00856,P201,B011,CH4,Mobile Banking,T08,Nhận lương,Credit,571409,0,
TX000127180,2024-03-17,C00856,P001,B011,CH4,Mobile Banking,T07,Trả nợ vay,Debit,-1073998,0,
TX000127181,2024-03-31,C02485,P203,B011,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-200944,4400,
TX000127182,2024-03-29,C02485,P203,B011,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-309030,4400,
TX000127183,2024-03-26,C02993,P004,B040,CH4,Mobile Banking,T04,Chuyển khoản liên ngân hàng,Debit,-766952,4400,
TX000127184,2024-03-16,C02993,P202,B040,CH3,Internet Banking,T01,Gửi tiền mặt,Credit,336652,0,
TX000127185,2024-03-26,C02993,P004,B040,CH4,Mobile Banking,T04,Chuyển khoản liên ngân hàng,Debit,-653995,4400,
TX000127186,2024-03-09,C01110,P002,B037,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-204714,4400,
TX000127187,2024-03-21,C01110,P002,B037,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-881600,4400,
TX000127188,2024-03-08,C01110,P002,B037,CH2,ATM,T05,Thanh toán hóa đơn,Debit,-747433,11000,
TX000127189,2024-03-04,C02496,P201,B003,CH4,Mobile Banking,T07,Trả nợ vay,Debit,-294932,0,
