TransactionID,Date,CustomerID,ProductID,BranchID,ChannelID,ChannelName,TransactionTypeID,TransactionTypeName,Direction,Amount_VND,Fee_VND,ServiceTimeMinutes
TX000090685,2023-11-17,C02363,P004,B031,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-407285,4400,
TX000090686,2023-11-18,C02363,P004,B031,CH3,Internet Banking,T08,Nhận lương,Credit,482891,0,
TX000090687,2023-11-06,C03902,P005,B029,CH4,Mobile Banking,T04,Chuyển khoản liên ngân hàng,Debit,-162884,4400,
TX000090688,2023-11-22,C03902,P201,B029,CH1,Quầy giao dịch,T08,Nhận lương,Credit,899412,0,2.0
TX000090689,2023-11-17,C00825,P203,B013,CH1,Quầy giao dịch,T04,Chuyển khoản liên ngân hàng,Debit,-742074,11000,12.7
TX000090690,2023-11-01,C00825,P002,B013,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-315924,4400,
TX000090691,2023-11-08,C00825,P203,B013,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-1019558,4400,
TX000090692,2023-11-13,C00825,P002,B013,CH4,Mobile Banking,T07,Trả nợ vay,Debit,-226937,0,
TX000090693,2023-11-28,C00825,P203,B013,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-383096,4400,
TX000090694,2023-11-27,C00825,P002,B013,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,2830914,0,
TX000090695,2023-11-10,C01316,P202,B021,CH2,ATM,T04,Chuyển khoản liên ngân hàng,Debit,-588169,11000,
TX000090696,2023-11-16,C01316,P007,B021,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-3849736,2309,
TX000090697,2023-11-16,C00687,P201,B003,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-1043046,4400,
TX000090698,2023-11-20,C00687,P201,B003,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-854437,4400,
TX000090699,2023-11-27,C00687,P201,B003,CH4,Mobile Banking,T04,Chuyển khoản liên ngân hàng,Debit,-647903,4400,
TX000090700,2023-11-04,C00687,P005,B003,CH1,Quầy giao dịch,T06,Mua sắm thẻ,Debit,-563532,2000,7.1
TX000090701,2023-11-17,C00822,P003,B007,CH3,Internet Banking,T01,Gửi tiền mặt,Credit,887719,0,
TX000090702,2023-11-01,C02462,P006,B050,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-338417,800,
TX000090703,2023-11-03,C02462,P006,B050,CH3,Internet Banking,T08,Nhận lương,Credit,1109690,0,
TX000090704,2023-11-26,C02462,P202,B050,CH3,Internet Banking,T01,Gửi tiền mặt,Credit,1116192,0,
TX000090705,2023-11-25,C04550,P202,B026,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,127261,0,
TX000090706,2023-11-21,C04550,P202,B026,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-548278,800,
TX000090707,2023-11-23,C04550,P202,B026,CH1,Quầy giao dịch,T06,Mua sắm thẻ,Debit,-347053,2000,11.3
TX000090708,2023-11-19,C00523,P006,B046,CH1,Quầy giao dịch,T03,Chuyển khoản nội bộ,Debit,-1140066,11000,11.2
TX000090709,2023-11-01,C00523,P006,B046,CH5,Phone Banking,T08,Nhận lương,Credit,461632,0,
TX000090710,2023-11-29,C00523,P203,B046,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-152995,800,
TX000090711,2023-11-29,C04607,P202,B006,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-472363,0,
