TransactionID,Date,CustomerID,ProductID,BranchID,ChannelID,ChannelName,TransactionTypeID,TransactionTypeName,Direction,Amount_VND,Fee_VND,ServiceTimeMinutes
TX000307535,2025-11-16,C01691,P001,B004,CH1,Quầy giao dịch,T02,Rút tiền mặt,Debit,-536154,5000,10.9
TX000307536,2025-11-21,C01691,P202,B004,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-430964,800,
TX000307537,2025-11-19,C01691,P001,B004,CH1,Quầy giao dịch,T05,Thanh toán hóa đơn,Debit,-229057,11000,13.6
TX000307538,2025-11-06,C00577,P202,B050,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-10217803,4400,
TX000307539,2025-11-04,C00577,P002,B050,CH4,Mobile Banking,T08,Nhận lương,Credit,1713411,0,
TX000307540,2025-11-29,C00577,P202,B050,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-2401357,4400,
TX000307541,2025-11-19,C00577,P204,B050,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,2259657,0,
TX000307542,2025-11-28,C00577,P202,B050,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-1553459,0,
TX000307543,2025-11-02,C00577,P002,B050,CH1,Quầy giao dịch,T05,Thanh toán hóa đơn,Debit,-665604,11000,14.8
TX000307544,2025-11-08,C04979,P001,B024,CH3,Internet Banking,T08,Nhận lương,Credit,1103866,0,
TX000307545,2025-11-03,C04979,P001,B024,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-927525,800,
TX000307546,2025-11-10,C04979,P203,B024,CH2,ATM,T03,Chuyển khoản nội bộ,Debit,-5537849,11000,
TX000307547,2025-11-16,C04979,P001,B024,CH4,Mobile Banking,T07,Trả nợ vay,Debit,-456179,0,
TX000307548,2025-11-25,C03792,P002,B026,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-324972,4400,
TX000307549,2025-11-19,C03792,P002,B026,CH2,ATM,T08,Nhận lương,Credit,186015,0,
TX000307550,2025-11-21,C03792,P002,B026,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-2365774,4400,
TX000307551,2025-11-24,C00355,P201,B044,CH3,Internet Banking,T02,Rút tiền mặt,Debit,-274525,0,
TX000307552,2025-11-15,C00355,P201,B044,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-471610,800,
TX000307553,2025-11-30,C00355,P007,B044,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-503221,800,
TX000307554,2025-11-10,C00355,P007,B044,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-203342,4400,
TX000307555,2025-11-18,C03128,P202,B025,CH1,Quầy giao dịch,T05,Thanh toán hóa đơn,Debit,-5387101,11000,20.5
TX000307556,2025-11-04,C03128,P007,B025,CH3,Internet Banking,T08,Nhận lương,Credit,19039975,0,
TX000307557,2025-11-04,C03128,P007,B025,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-3738586,0,
TX000307558,2025-11-02,C03128,P003,B025,CH6,Đại lý,T01,Gửi tiền mặt,Credit,2470764,0,
TX000307559,2025-11-28,C02583,P004,B024,CH1,Quầy giao dịch,T02,Rút tiền mặt,Debit,-1057164,5000,13.6
TX000307560,2025-11-01,C02583,P004,B024,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,325552,0,
TX000307561,2025-11-22,C02583,P004,B024,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-1645653,987,
TX000307562,2025-11-01,C02583,P202,B024,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,217584,0,
TX000307563,2025-11-12,C02583,P202,B024,CH1,Quầy giao dịch,T07,Trả nợ vay,Debit,-203394,0,19.8
TX000307564,2025-11-20,C02583,P004,B024,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-1226205,0,
TX000307565,2025-11-22,C03590,P001,B050,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-250550,4400,
TX000307566,2025-11-29,C04452,P202,B026,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-537203,4400,
TX000307567,2025-11-15,C04452,P202,B026,CH3,Internet Banking,T07,Trả nợ vay,Debit,-261524,0,
TX000307568,2025-11-12,C04764,P003,B038,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-3663729,4400,
TX000307569,2025-11-04,C04764,P007,B038,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,9220916,0,
