TransactionID,Date,CustomerID,ProductID,BranchID,ChannelID,ChannelName,TransactionTypeID,TransactionTypeName,Direction,Amount_VND,Fee_VND,ServiceTimeMinutes
TX000316698,2025-12-31,C03656,P002,B046,CH3,Internet Banking,T01,Gửi tiền mặt,Credit,143005,0,
TX000316699,2025-12-27,C03656,P002,B046,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-247286,800,
TX000316700,2025-12-23,C01248,P007,B015,CH3,Internet Banking,T02,Rút tiền mặt,Debit,-254878,0,
TX000316701,2025-12-02,C01248,P201,B015,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-324611,4400,
TX000316702,2025-12-12,C01248,P007,B015,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-891751,0,
TX000316703,2025-12-26,C01268,P201,B050,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-464040,4400,
TX000316704,2025-12-29,C03844,P204,B008,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-1637442,4400,
TX000316705,2025-12-08,C03844,P204,B008,CH1,Quầy giao dịch,T05,Thanh toán hóa đơn,Debit,-5165063,11000,14.0
TX000316706,2025-12-17,C03844,P203,B008,CH4,Mobile Banking,T04,Chuyển khoản liên ngân hàng,Debit,-1170369,4400,
TX000316707,2025-12-14,C03844,P002,B008,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-3566763,4400,
TX000316708,2025-12-07,C03844,P204,B008,CH1,Quầy giao dịch,T06,Mua sắm thẻ,Debit,-9918900,14878,27.4
TX000316709,2025-12-06,C03844,P203,B008,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-1627775,4400,
TX000316710,2025-12-13,C03844,P002,B008,CH6,Đại lý,T02,Rút tiền mặt,Debit,-13069437,0,
TX000316711,2025-12-26,C04175,P201,B050,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-261804,4400,
TX000316712,2025-12-01,C04175,P002,B050,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-622582,0,
TX000316713,2025-12-31,C04175,P002,B050,CH1,Quầy giao dịch,T01,Gửi tiền mặt,Credit,324166,0,13.0
TX000316714,2025-12-06,C01945,P007,B004,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-83386,800,
TX000316715,2025-12-13,C00571,P202,B029,CH2,ATM,T04,Chuyển khoản liên ngân hàng,Debit,-458092,11000,
TX000316716,2025-12-23,C00571,P004,B029,CH2,ATM,T03,Chuyển khoản nội bộ,Debit,-749012,11000,
TX000316717,2025-12-16,C02260,P202,B027,CH1,Quầy giao dịch,T08,Nhận lương,Credit,847558,0,13.3
TX000316718,2025-12-08,C02260,P202,B027,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-463404,0,
TX000316719,2025-12-12,C02260,P001,B027,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-184983,0,
TX000316720,2025-12-09,C02260,P001,B027,CH2,ATM,T08,Nhận lương,Credit,82747,0,
TX000316721,2025-12-27,C02260,P001,B027,CH1,Quầy giao dịch,T03,Chuyển khoản nội bộ,Debit,-335383,11000,9.3
TX000316722,2025-12-08,C02902,P204,B004,CH1,Quầy giao dịch,T08,Nhận lương,Credit,54669980,0,25.5
TX000316723,2025-12-18,C02902,P001,B004,CH3,Internet Banking,T07,Trả nợ vay,Debit,-11076644,0,
TX000316724,2025-12-05,C02902,P006,B004,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-289240180,0,
TX000316725,2025-12-29,C02902,P204,B004,CH2,ATM,T02,Rút tiền mặt,Debit,-232596798,0,
TX000316726,2025-12-20,C02902,P003,B004,CH1,Quầy giao dịch,T06,Mua sắm thẻ,Debit,-99763764,149645,22.9
TX000316727,2025-12-13,C02902,P205,B004,CH2,ATM,T02,Rút tiền mặt,Debit,-18984594,0,
TX000316728,2025-12-25,C02902,P002,B004,CH1,Quầy giao dịch,T02,Rút tiền mặt,Debit,-44770507,13431,29.0
TX000316729,2025-12-19,C02902,P204,B004,CH4,Mobile Banking,T04,Chuyển khoản liên ngân hàng,Debit,-166282759,33256,
TX000316730,2025-12-20,C02902,P204,B004,CH1,Quầy giao dịch,T02,Rút tiền mặt,Debit,-351737828,105521,25.2
TX000316731,2025-12-30,C02902,P006,B004,CH1,Quầy giao dịch,T06,Mua sắm thẻ,Debit,-26432095,39648,19.6
TX000316732,2025-12-24,C02902,P001,B004,CH1,Quầy giao dịch,T03,Chuyển khoản nội bộ,Debit,-12285053,11000,31.3
TX000316733,2025-12-16,C03650,P002,B026,CH3,Internet Banking,T01,Gửi tiền mặt,Credit,196390,0,
TX000316734,2025-12-31,C03650,P201,B026,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-151313,800,
TX000316735,2025-12-21,C03650,P002,B026,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-1233327,0,
TX000316736,2025-12-12,C04775,P202,B002,CH1,Quầy giao dịch,T01,Gửi tiền mặt,Credit,404613,0,6.5
TX000316737,2025-12-06,C04775,P005,B002,CH3,Internet Banking,T02,Rút tiền mặt,Debit,-283156,0,
TX000316738,2025-12-09,C04775,P202,B002,CH4,Mobile Banking,T08,Nhận lương,Credit,269827,0,
TX000316739,2025-12-09,C02543,P203,B023,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-628984,4400,
TX000316740,2025-12-04,C02543,P203,B023,CH3,Internet Banking,T02,Rút tiền mặt,Debit,-522407,0,
TX000316741,2025-12-29,C02543,P203,B023,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-143350,4400,
TX000316742,2025-12-01,C02543,P007,B023,CH3,Internet Banking,T01,Gửi tiền mặt,Credit,1558758,0,
TX000316743,2025-12-16,C04484,P007,B045,CH3,Internet Banking,T02,Rút tiền mặt,Debit,-476800,0,
TX000316744,2025-12-23,C04484,P201,B045,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-312215,0,
TX000316745,2025-12-05,C04484,P201,B045,CH3,Internet Banking,T07,Trả nợ vay,Debit,-4319910,0,
TX000316746,2025-12-28,C03754,P201,B043,CH1,Quầy giao dịch,T07,Trả nợ vay,Debit,-122483,0,13.5
TX000316747,2025-12-03,C01936,P005,B024,CH4,Mobile Banking,T08,Nhận lương,Credit,226814,0,
TX000316748,2025-12-20,C01936,P005,B024,CH3,Internet Banking,T01,Gửi tiền mặt,Credit,1483070,0,
TX000316749,2025-12-23,C04337,P003,B031,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,559903,0,
TX000316750,2025-12-04,C01480,P202,B026,CH5,Phone Banking,T04,Chuyển khoản liên ngân hàng,Debit,-335038,11000,
TX000316751,2025-12-11,C01480,P202,B026,CH3,Internet Banking,T07,Trả nợ vay,Debit,-989648,0,
TX000316752,2025-12-12,C04906,P202,B004,CH6,Đại lý,T08,Nhận lương,Credit,117574,0,
TX000316753,2025-12-03,C04906,P202,B004,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-151400,4400,
TX000316754,2025-12-13,C04906,P007,B004,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-449131,4400,
TX000316755,2025-12-24,C04906,P202,B004,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-1502534,901,
TX000316756,2025-12-25,C04906,P202,B004,CH4,Mobile Banking,T08,Nhận lương,Credit,586556,0,
TX000316757,2025-12-06,C04728,P202,B049,CH1,Quầy giao dịch,T06,Mua sắm thẻ,Debit,-1312524,2000,12.8
TX000316758,2025-12-20,C03935,P005,B040,CH4,Mobile Banking,T08,Nhận lương,Credit,865834,0,
TX000316759,2025-12-03,C03935,P201,B040,CH2,ATM,T04,Chuyển khoản liên ngân hàng,Debit,-398035,11000,
TX000316760,2025-12-20,C04386,P203,B030,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-1634710,980,
TX000316761,2025-12-18,C04386,P203,B030,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-2563307,4400,
TX000316762,2025-12-17,C04833,P205,B035,CH1,Quầy giao dịch,T05,Thanh toán hóa đơn,Debit,-32877913,16438,20.6
TX000316763,2025-12-31,C04833,P204,B035,CH3,Internet Banking,T01,Gửi tiền mặt,Credit,21838435,0,
TX000316764,2025-12-03,C04833,P206,B035,CH6,Đại lý,T06,Mua sắm thẻ,Debit,-15165025,22747,
TX000316765,2025-12-08,C04833,P004,B035,CH3,Internet Banking,T07,Trả nợ vay,Debit,-17485989,0,
TX000316766,2025-12-07,C04833,P004,B035,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-101615993,60969,
TX000316767,2025-12-17,C04833,P007,B035,CH1,Quầy giao dịch,T07,Trả nợ vay,Debit,-7283988,0,26.1
TX000316768,2025-12-03,C04833,P204,B035,CH1,Quầy giao dịch,T02,Rút tiền mặt,Debit,-36202904,10860,26.7
TX000316769,2025-12-29,C04833,P002,B035,CH2,ATM,T05,Thanh toán hóa đơn,Debit,-22805998,11402,
TX000316770,2025-12-06,C02898,P003,B009,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-156345,0,
TX000316771,2025-12-06,C02898,P201,B009,CH6,Đại lý,T06,Mua sắm thẻ,Debit,-577316,2000,
TX000316772,2025-12-02,C00176,P003,B003,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-331535,4400,
TX000316773,2025-12-24,C00176,P203,B003,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-488689,800,
TX000316774,2025-12-20,C00176,P003,B003,CH2,ATM,T01,Gửi tiền mặt,Credit,206359,0,
TX000316775,2025-12-07,C00176,P203,B003,CH6,Đại lý,T07,Trả nợ vay,Debit,-382202,0,
TX000316776,2025-12-26,C00176,P003,B003,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-333176,4400,
TX000316777,2025-12-26,C00176,P003,B003,CH3,Internet Banking,T08,Nhận lương,Credit,838143,0,
TX000316778,2025-12-02,C02843,P002,B050,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-2400138,4400,
TX000316779,2025-12-09,C02843,P204,B050,CH3,Internet Banking,T02,Rút tiền mặt,Debit,-15697255,0,
TX000316780,2025-12-29,C04172,P003,B032,CH1,Quầy giao dịch,T05,Thanh toán hóa đơn,Debit,-872247,11000,10.7
TX000316781,2025-12-31,C04172,P003,B032,CH1,Quầy giao dịch,T04,Chuyển khoản liên ngân hàng,Debit,-234280,11000,3.8
TX000316782,2025-12-24,C04172,P003,B032,CH4,Mobile Banking,T07,Trả nợ vay,Debit,-1151513,0,
TX000316783,2025-12-17,C00563,P004,B032,CH4,Mobile Banking,T04,Chuyển khoản liên ngân hàng,Debit,-1517302,4400,
TX000316784,2025-12-22,C04232,P004,B050,CH3,Internet Banking,T02,Rút tiền mặt,Debit,-5339447,0,
TX000316785,2025-12-23,C04232,P205,B050,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-46529201,9305,
TX000316786,2025-12-06,C04232,P003,B050,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-18139637,4400,
TX000316787,2025-12-16,C04232,P003,B050,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-44920868,8984,
TX000316788,2025-12-19,C04232,P006,B050,CH2,ATM,T02,Rút tiền mặt,Debit,-12008137,0,
TX000316789,2025-12-02,C04232,P206,B050,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-17765705,4400,
TX000316790,2025-12-12,C04232,P003,B050,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-34567140,6913,
TX000316791,2025-12-21,C04232,P006,B050,CH1,Quầy giao dịch,T07,Trả nợ vay,Debit,-24423567,0,23.9
TX000316792,2025-12-20,C04232,P003,B050,CH1,Quầy giao dịch,T05,Thanh toán hóa đơn,Debit,-30650323,15325,24.5
TX000316793,2025-12-22,C04472,P007,B024,CH3,Internet Banking,T08,Nhận lương,Credit,351769,0,
TX000316794,2025-12-21,C04472,P202,B024,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-2811964,4400,
TX000316795,2025-12-05,C04472,P007,B024,CH4,Mobile Banking,T07,Trả nợ vay,Debit,-668064,0,
TX000316796,2025-12-21,C04472,P007,B024,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-576264,4400,
TX000316797,2025-12-11,C00773,P202,B010,CH4,Mobile Banking,T08,Nhận lương,Credit,383527,0,
TX000316798,2025-12-19,C00773,P202,B010,CH3,Internet Banking,T02,Rút tiền mặt,Debit,-117558,0,
TX000316799,2025-12-18,C00773,P202,B010,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-356381,4400,
TX000316800,2025-12-18,C02548,P004,B030,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-764517,0,
TX000316801,2025-12-13,C02548,P004,B030,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-397139,4400,
TX000316802,2025-12-06,C04313,P201,B050,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,567082,0,
TX000316803,2025-12-15,C04313,P201,B050,CH4,Mobile Banking,T04,Chuyển khoản liên ngân hàng,Debit,-769779,4400,
TX000316804,2025-12-11,C04313,P004,B050,CH2,ATM,T04,Chuyển khoản liên ngân hàng,Debit,-885878,11000,
TX000316805,2025-12-02,C04313,P201,B050,CH2,ATM,T08,Nhận lương,Credit,498414,0,
TX000316806,2025-12-20,C01381,P004,B050,CH4,Mobile Banking,T07,Trả nợ vay,Debit,-561966,0,
TX000316807,2025-12-24,C01381,P004,B050,CH4,Mobile Banking,T04,Chuyển khoản liên ngân hàng,Debit,-710864,4400,
TX000316808,2025-12-24,C01381,P203,B050,CH1,Quầy giao dịch,T05,Thanh toán hóa đơn,Debit,-725189,11000,14.1
TX000316809,2025-12-23,C01310,P202,B032,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,1596416,0,
TX000316810,2025-12-28,C01310,P202,B032,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-185452,4400,
TX000316811,2025-12-20,C04008,P201,B017,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-780174,4400,
TX000316812,2025-12-04,C04008,P004,B017,CH1,Quầy giao dịch,T06,Mua sắm thẻ,Debit,-389298,2000,7.1
TX000316813,2025-12-06,C04008,P201,B017,CH4,Mobile Banking,T04,Chuyển khoản liên ngân hàng,Debit,-869513,4400,
TX000316814,2025-12-29,C03321,P004,B011,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-383065,4400,
TX000316815,2025-12-02,C03321,P004,B011,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-234558,0,
TX000316816,2025-12-13,C01824,P201,B016,CH3,Internet Banking,T01,Gửi tiền mặt,Credit,7736353,0,
TX000316817,2025-12-02,C01011,P202,B050,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-525337,4400,
TX000316818,2025-12-18,C04451,P007,B031,CH3,Internet Banking,T08,Nhận lương,Credit,1042289,0,
TX000316819,2025-12-04,C04451,P007,B031,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-852682,0,
TX000316820,2025-12-20,C04451,P007,B031,CH3,Internet Banking,T02,Rút tiền mặt,Debit,-428674,0,
TX000316821,2025-12-21,C04451,P007,B031,CH1,Quầy giao dịch,T06,Mua sắm thẻ,Debit,-412960,2000,9.5
TX000316822,2025-12-07,C04451,P203,B031,CH1,Quầy giao dịch,T07,Trả nợ vay,Debit,-250920,0,7.7
TX000316823,2025-12-03,C04451,P007,B031,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-262002,4400,
TX000316824,2025-12-03,C04451,P203,B031,CH5,Phone Banking,T05,Thanh toán hóa đơn,Debit,-237587,11000,
TX000316825,2025-12-02,C04451,P203,B031,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-84428,4400,
TX000316826,2025-12-14,C00552,P001,B008,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-563191,4400,
TX000316827,2025-12-04,C00552,P202,B008,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-280224,0,
TX000316828,2025-12-19,C04183,P202,B021,CH4,Mobile Banking,T07,Trả nợ vay,Debit,-1476491,0,
TX000316829,2025-12-26,C04183,P202,B021,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-2283149,1369,
TX000316830,2025-12-07,C04183,P202,B021,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-1049722,4400,
