TransactionID,Date,CustomerID,ProductID,BranchID,ChannelID,ChannelName,TransactionTypeID,TransactionTypeName,Direction,Amount_VND,Fee_VND,ServiceTimeMinutes
TX000171985,2024-08-21,C00027,P002,B009,CH1,Quầy giao dịch,T04,Chuyển khoản liên ngân hàng,Debit,-172424,11000,10.0
TX000171986,2024-08-26,C00027,P002,B009,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,557882,0,
TX000171987,2024-08-21,C00027,P002,B009,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-140158,800,
TX000171988,2024-08-07,C02052,P201,B008,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-168337,0,
TX000171989,2024-08-05,C02052,P201,B008,CH1,Quầy giao dịch,T01,Gửi tiền mặt,Credit,144278,0,16.2
TX000171990,2024-08-05,C03664,P205,B049,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-4432216,4400,
TX000171991,2024-08-03,C03664,P002,B049,CH3,Internet Banking,T01,Gửi tiền mặt,Credit,154398870,0,
TX000171992,2024-08-07,C03664,P002,B049,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-28085366,5617,
TX000171993,2024-08-17,C03664,P206,B049,CH1,Quầy giao dịch,T02,Rút tiền mặt,Debit,-10067615,5000,16.9
TX000171994,2024-08-25,C03664,P002,B049,CH3,Internet Banking,T01,Gửi tiền mặt,Credit,18305704,0,
TX000171995,2024-08-06,C03664,P205,B049,CH2,ATM,T01,Gửi tiền mặt,Credit,87508101,0,
TX000171996,2024-08-06,C03664,P204,B049,CH1,Quầy giao dịch,T08,Nhận lương,Credit,16734120,0,18.5
TX000171997,2024-08-06,C03449,P006,B013,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,1119356,0,
TX000171998,2024-08-18,C03449,P204,B013,CH4,Mobile Banking,T04,Chuyển khoản liên ngân hàng,Debit,-8146747,4400,
TX000171999,2024-08-04,C03449,P204,B013,CH1,Quầy giao dịch,T04,Chuyển khoản liên ngân hàng,Debit,-2859220,11000,12.5
TX000172000,2024-08-08,C03449,P002,B013,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-3024162,4400,
TX000172001,2024-08-03,C03686,P006,B026,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-1601508,960,
TX000172002,2024-08-08,C03686,P202,B026,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-214141,0,
TX000172003,2024-08-08,C03686,P006,B026,CH3,Internet Banking,T08,Nhận lương,Credit,1736253,0,
TX000172004,2024-08-29,C03686,P006,B026,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-330339,0,
TX000172005,2024-08-22,C04614,P203,B013,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-54257,4400,
TX000172006,2024-08-28,C04614,P005,B013,CH3,Internet Banking,T05,Thanh toán hóa đơn,Debit,-247102,4400,
TX000172007,2024-08-21,C04614,P203,B013,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-650737,800,
TX000172008,2024-08-14,C04614,P203,B013,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-352278,4400,
TX000172009,2024-08-08,C04614,P203,B013,CH1,Quầy giao dịch,T08,Nhận lương,Credit,325568,0,6.9
TX000172010,2024-08-11,C01025,P002,B046,CH3,Internet Banking,T08,Nhận lương,Credit,524192,0,
TX000172011,2024-08-31,C01025,P201,B046,CH3,Internet Banking,T06,Mua sắm thẻ,Debit,-328912,800,
TX000172012,2024-08-07,C00960,P007,B040,CH4,Mobile Banking,T04,Chuyển khoản liên ngân hàng,Debit,-269840,4400,
TX000172013,2024-08-14,C00960,P202,B040,CH4,Mobile Banking,T05,Thanh toán hóa đơn,Debit,-1522752,4400,
TX000172014,2024-08-08,C00960,P202,B040,CH2,ATM,T04,Chuyển khoản liên ngân hàng,Debit,-1258414,11000,
TX000172015,2024-08-30,C00252,P201,B035,CH4,Mobile Banking,T07,Trả nợ vay,Debit,-802195,0,
TX000172016,2024-08-21,C00252,P201,B035,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-505868,4400,
TX000172017,2024-08-20,C00252,P201,B035,CH3,Internet Banking,T03,Chuyển khoản nội bộ,Debit,-401914,4400,
TX000172018,2024-08-24,C00252,P201,B035,CH1,Quầy giao dịch,T06,Mua sắm thẻ,Debit,-686093,2000,17.6
TX000172019,2024-08-30,C00252,P201,B035,CH2,ATM,T03,Chuyển khoản nội bộ,Debit,-603726,11000,
TX000172020,2024-08-02,C00500,P006,B036,CH3,Internet Banking,T04,Chuyển khoản liên ngân hàng,Debit,-6803615,4400,
