TransactionID,Date,CustomerID,ProductID,BranchID,ChannelID,ChannelName,TransactionTypeID,TransactionTypeName,Direction,Amount_VND,Fee_VND,ServiceTimeMinutes
TX000117945,2024-02-16,C00942,P007,B031,CH6,Đại lý,T07,Trả nợ vay,Debit,-537491,0,
TX000117946,2024-02-10,C02894,P201,B010,CH4,Mobile Banking,T03,Chuyển khoản nội bộ,Debit,-2042930,4400,
TX000117947,2024-02-10,C02894,P005,B010,CH3,Internet Banking,T07,Trả nợ vay,Debit,-387938,0,
TX000117948,2024-02-12,C02894,P005,B010,CH4,Mobile Banking,T02,Rút tiền mặt,Debit,-529113,0,
TX000117949,2024-02-27,C02894,P201,B010,CH4,Mobile Banking,T07,Trả nợ vay,Debit,-515868,0,
TX000117950,2024-02-01,C02894,P201,B010,CH1,Quầy giao dịch,T03,Chuyển khoản nội bộ,Debit,-116727,11000,10.9
TX000117951,2024-02-23,C04059,P006,B044,CH3,Internet Banking,T07,Trả nợ vay,Debit,-21206157,0,
TX000117952,2024-02-05,C04059,P003,B044,CH1,Quầy giao dịch,T07,Trả nợ vay,Debit,-40458258,0,16.6
TX000117953,2024-02-29,C04059,P206,B044,CH2,ATM,T03,Chuyển khoản nội bộ,Debit,-19069735,11000,
TX000117954,2024-02-22,C04059,P205,B044,CH1,Quầy giao dịch,T05,Thanh toán hóa đơn,Debit,-26177954,13088,23.8
TX000117955,2024-02-28,C04059,P204,B044,CH1,Quầy giao dịch,T04,Chuyển khoản liên ngân hàng,Debit,-41909027,20954,24.8
TX000117956,2024-02-28,C04059,P003,B044,CH1,Quầy giao dịch,T05,Thanh toán hóa đơn,Debit,-60187169,30093,17.6
TX000117957,2024-02-01,C04059,P005,B044,CH2,ATM,T02,Rút tiền mặt,Debit,-8314242,0,
TX000117958,2024-02-20,C04059,P005,B044,CH2,ATM,T02,Rút tiền mặt,Debit,-16349617,0,
TX000117959,2024-02-29,C04059,P205,B044,CH3,Internet Banking,T08,Nhận lương,Credit,77119083,0,
TX000117960,2024-02-25,C04059,P205,B044,CH1,Quầy giao dịch,T06,Mua sắm thẻ,Debit,-38052499,57078,26.4
TX000117961,2024-02-29,C04059,P005,B044,CH2,ATM,T07,Trả nợ vay,Debit,-31527856,0,
TX000117962,2024-02-06,C04059,P204,B044,CH1,Quầy giao dịch,T04,Chuyển khoản liên ngân hàng,Debit,-19832038,11000,22.6
TX000117963,2024-02-11,C04059,P205,B044,CH1,Quầy giao dịch,T03,Chuyển khoản nội bộ,Debit,-22519774,11259,22.3
TX000117964,2024-02-19,C04906,P202,B004,CH4,Mobile Banking,T01,Gửi tiền mặt,Credit,750529,0,
TX000117965,2024-02-28,C04906,P202,B004,CH4,Mobile Banking,T04,Chuyển khoản liên ngân hàng,Debit,-208133,4400,
TX000117966,2024-02-08,C04906,P202,B004,CH4,Mobile Banking,T06,Mua sắm thẻ,Debit,-470389,800,
